Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Great Dane,Large,Male,3.0,73.0,Neutered,Low,2.0,Yes,No,10.0,2.0,Low,2.0,54.0
German Shepherd,Large,Female,11.0,66.0,Neutered,Low,2.0,Yes,No,14.0,2.0,Moderate,0.0,86.0
Golden Retriever,Large,Female,3.0,44.0,Spayed,Moderate,6.0,Yes,No,11.0,1.0,Low,1.0,69.0
Rottweiler,Large,Female,6.0,61.0,Spayed,Very Active,2.0,No,No,11.0,2.0,Very Active,3.0,82.0
Rottweiler,Large,Female,4.0,58.0,Neutered,Low,2.0,Yes,No,12.0,3.0,Moderate,2.0,49.0
Golden Retriever,Large,Female,10.0,56.0,Spayed,Active,2.0,Yes,No,12.0,1.0,Very Active,3.0,65.0
German Shepherd,Large,Male,3.0,44.0,Neutered,Active,3.0,No,No,14.0,2.0,Very Active,1.0,37.0
Australian Shepherd,Large,Female,1.0,49.0,Spayed,Moderate,5.0,No,No,12.0,2.0,Very Active,2.0,59.0
Labrador Retriever,Large,Female,9.0,67.0,Spayed,Active,4.0,No,No,11.0,2.0,Very Active,0.0,66.0
German Shepherd,Large,Female,4.0,65.0,Neutered,Moderate,2.0,No,No,10.0,3.0,Moderate,2.0,64.0
Rottweiler,Large,Female,8.0,80.0,Spayed,Active,2.0,Yes,No,10.0,0.0,Very Active,3.0,48.0
Golden Retriever,Large,Male,7.0,41.0,Spayed,Very Active,4.0,Yes,No,12.0,3.0,Very Active,0.0,78.0
Golden Retriever,Large,Male,9.0,63.0,Neutered,Active,1.0,No,No,11.0,1.0,Moderate,1.0,51.0
Labrador Retriever,Large,Female,12.0,70.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Moderate,3.0,80.0
Doberman,Large,Male,4.0,59.0,Spayed,Very Active,2.0,Yes,No,13.0,2.0,Active,0.0,75.0
Labrador Retriever,Large,Female,6.0,53.0,Spayed,Moderate,1.0,No,No,11.0,3.0,Active,1.0,61.0
Rottweiler,Large,Male,2.0,65.0,Spayed,Low,4.0,Yes,No,10.0,2.0,Active,1.0,86.0
Doberman,Large,Male,12.0,40.0,Spayed,Active,3.0,Yes,No,13.0,0.0,Very Active,4.0,72.0
Great Dane,Large,Female,2.0,26.0,Neutered,Low,2.0,Yes,No,11.0,2.0,Active,4.0,79.0
Rottweiler,Large,Male,4.0,55.0,Spayed,Active,6.0,Yes,No,11.0,4.0,Low,3.0,65.0
Doberman,Large,Female,4.0,63.0,Neutered,Active,3.0,No,No,10.0,1.0,Very Active,1.0,68.0
Rottweiler,Large,Female,1.0,70.0,Neutered,Active,0.0,No,No,10.0,1.0,Very Active,2.0,41.0
Labrador Retriever,Large,Female,1.0,38.0,Spayed,Active,3.0,Yes,No,8.0,0.0,Low,0.0,56.0
Golden Retriever,Large,Male,10.0,62.0,Neutered,Moderate,1.0,Yes,No,9.0,2.0,Low,4.0,60.0
Doberman,Large,Male,6.0,41.0,Neutered,Very Active,2.0,No,No,11.0,3.0,Low,3.0,69.0
Golden Retriever,Large,Female,5.0,56.0,Neutered,Active,5.0,Yes,No,12.0,3.0,Low,0.0,54.0
Labrador Retriever,Large,Male,8.0,22.0,Spayed,Very Active,1.0,Yes,No,10.0,1.0,Low,0.0,54.0
Doberman,Large,Female,2.0,34.0,Neutered,Active,5.0,Yes,No,10.0,0.0,Very Active,1.0,73.0
Australian Shepherd,Large,Male,13.0,66.0,Spayed,Very Active,3.0,No,No,10.0,1.0,Active,1.0,59.0
Golden Retriever,Large,Male,4.0,46.0,Spayed,Active,5.0,Yes,No,10.0,0.0,Very Active,1.0,51.0
Golden Retriever,Large,Female,12.0,59.0,Spayed,Active,3.0,Yes,No,11.0,1.0,Very Active,1.0,45.0
German Shepherd,Large,Female,6.0,39.0,Spayed,Low,3.0,Yes,No,12.0,1.0,Low,1.0,61.0
Labrador Retriever,Large,Female,12.0,66.0,Spayed,Moderate,4.0,No,No,9.0,1.0,Active,4.0,58.0
Golden Retriever,Large,Male,6.0,68.0,Spayed,Very Active,1.0,No,No,10.0,2.0,Very Active,1.0,70.0
Rottweiler,Large,Female,12.0,56.0,Spayed,Very Active,4.0,Yes,No,14.0,2.0,Low,3.0,52.0
Doberman,Large,Female,2.0,39.0,Spayed,Active,2.0,No,No,10.0,3.0,Very Active,0.0,55.0
Great Dane,Large,Male,5.0,48.0,Spayed,Low,3.0,No,No,10.0,0.0,Very Active,1.0,40.0
German Shepherd,Large,Female,1.0,52.0,Spayed,Very Active,3.0,No,No,12.0,1.0,Very Active,2.0,39.0
German Shepherd,Large,Female,11.0,70.0,Neutered,Very Active,1.0,No,No,12.0,3.0,Moderate,1.0,67.0
Doberman,Large,Female,6.0,68.0,Spayed,Low,3.0,Yes,No,9.0,1.0,Low,1.0,89.0
German Shepherd,Large,Male,4.0,49.0,Neutered,Low,2.0,Yes,No,11.0,3.0,Active,1.0,81.0
Rottweiler,Large,Female,12.0,44.0,Neutered,Very Active,3.0,No,No,14.0,2.0,Very Active,1.0,55.0
Labrador Retriever,Large,Female,9.0,61.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Moderate,1.0,90.0
German Shepherd,Large,Male,5.0,50.0,Spayed,Very Active,3.0,No,No,9.0,1.0,Very Active,2.0,49.0
Rottweiler,Large,Female,6.0,62.0,Spayed,Active,3.0,Yes,No,9.0,0.0,Very Active,0.0,36.0
Golden Retriever,Large,Female,7.0,61.0,Spayed,Moderate,1.0,Yes,No,10.0,0.0,Very Active,1.0,68.0
German Shepherd,Large,Female,5.0,39.0,Spayed,Low,3.0,Yes,No,9.0,1.0,Active,0.0,75.0
Labrador Retriever,Large,Male,9.0,40.0,Spayed,Very Active,3.0,Yes,No,10.0,0.0,Very Active,1.0,82.0
Rottweiler,Large,Female,11.0,60.0,Neutered,Active,1.0,No,No,12.0,2.0,Very Active,1.0,69.0
Australian Shepherd,Large,Male,2.0,63.0,Spayed,Active,5.0,Yes,No,10.0,1.0,Very Active,2.0,73.0
Golden Retriever,Large,Female,4.0,50.0,Neutered,Moderate,5.0,Yes,No,12.0,3.0,Moderate,4.0,75.0
Doberman,Large,Female,11.0,57.0,Spayed,Moderate,2.0,No,No,12.0,1.0,Active,3.0,72.0
Golden Retriever,Large,Male,6.0,63.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Very Active,2.0,81.0
Labrador Retriever,Large,Male,11.0,38.0,Neutered,Active,2.0,No,No,13.0,2.0,Active,2.0,65.0
Golden Retriever,Large,Female,11.0,58.0,Neutered,Low,4.0,Yes,No,14.0,1.0,Very Active,2.0,58.0
Rottweiler,Large,Male,7.0,81.0,Neutered,Very Active,2.0,No,No,11.0,1.0,Moderate,4.0,58.0
Golden Retriever,Large,Female,10.0,63.0,Spayed,Active,1.0,No,No,11.0,2.0,Low,2.0,31.0
Doberman,Large,Male,6.0,41.0,Neutered,Very Active,4.0,No,No,13.0,0.0,Very Active,0.0,59.0
Doberman,Large,Male,13.0,42.0,Neutered,Low,3.0,No,No,11.0,2.0,Moderate,4.0,52.0
Great Dane,Large,Male,1.0,48.0,Neutered,Moderate,3.0,No,Yes,12.0,1.0,Very Active,1.0,71.0
Golden Retriever,Large,Male,2.0,30.0,Spayed,Active,3.0,Yes,No,12.0,1.0,Low,3.0,61.0
Rottweiler,Large,Male,6.0,69.0,Spayed,Very Active,3.0,No,No,10.0,1.0,Very Active,2.0,96.0
Siberian Husky,Large,Female,4.0,45.0,Spayed,Active,5.0,No,No,12.0,2.0,Very Active,1.0,81.0
Rottweiler,Large,Male,5.0,31.0,Neutered,Moderate,0.0,No,No,11.0,1.0,Low,2.0,62.0
Labrador Retriever,Large,Male,10.0,43.0,Neutered,Active,2.0,No,No,12.0,2.0,Very Active,1.0,46.0
Golden Retriever,Large,Male,7.0,44.0,Spayed,Very Active,2.0,No,No,12.0,2.0,Moderate,0.0,49.0
Golden Retriever,Large,Female,3.0,68.0,Neutered,Low,2.0,No,No,8.0,3.0,Moderate,2.0,62.0
Golden Retriever,Large,Female,7.0,67.0,Neutered,Active,3.0,No,No,11.0,4.0,Moderate,3.0,73.0
Doberman,Large,Male,2.0,73.0,Neutered,Moderate,0.0,No,No,12.0,2.0,Very Active,2.0,34.0
Boxer,Large,Female,6.0,44.0,Spayed,Moderate,1.0,No,No,13.0,1.0,Active,1.0,56.0
Great Dane,Large,Female,5.0,69.0,Spayed,Very Active,2.0,No,No,12.0,0.0,Active,1.0,51.0
German Shepherd,Large,Male,9.0,50.0,Neutered,Moderate,2.0,No,No,11.0,1.0,Moderate,1.0,72.0
Great Dane,Large,Male,8.0,62.0,Neutered,Active,4.0,No,No,13.0,2.0,Moderate,1.0,73.0
Great Dane,Large,Male,6.0,50.0,Neutered,Moderate,1.0,No,No,9.0,2.0,Very Active,2.0,55.0
Labrador Retriever,Large,Female,11.0,19.0,Spayed,Active,3.0,Yes,No,12.0,3.0,Active,1.0,63.0
Great Dane,Large,Male,6.0,46.0,Spayed,Moderate,2.0,Yes,No,8.0,2.0,Low,1.0,76.0
Beagle,Large,Female,7.0,39.0,Spayed,Very Active,5.0,No,No,9.0,1.0,Very Active,1.0,79.0
German Shepherd,Large,Male,7.0,34.0,Spayed,Active,1.0,No,No,10.0,0.0,Very Active,2.0,61.0
Great Dane,Large,Male,9.0,40.0,Spayed,Moderate,2.0,Yes,No,14.0,1.0,Very Active,1.0,53.0
Golden Retriever,Large,Female,11.0,50.0,Spayed,Very Active,1.0,No,No,11.0,3.0,Active,2.0,58.0
German Shepherd,Large,Male,4.0,56.0,Spayed,Active,3.0,No,No,10.0,0.0,Very Active,1.0,50.0
Golden Retriever,Large,Female,10.0,45.0,Spayed,Very Active,1.0,No,No,10.0,3.0,Moderate,1.0,52.0
Great Dane,Large,Female,2.0,56.0,Spayed,Active,0.0,Yes,No,11.0,1.0,Low,3.0,86.0
Doberman,Large,Female,6.0,61.0,Spayed,Active,0.0,No,No,12.0,1.0,Very Active,3.0,64.0
Golden Retriever,Large,Female,2.0,74.0,Spayed,Active,2.0,No,No,8.0,3.0,Active,0.0,80.0
German Shepherd,Large,Female,6.0,62.0,Neutered,Active,2.0,Yes,No,10.0,2.0,Active,2.0,81.0
Great Dane,Large,Male,8.0,50.0,Spayed,Low,3.0,No,No,10.0,1.0,Active,2.0,67.0
German Shepherd,Large,Female,3.0,53.0,Neutered,Low,1.0,Yes,No,10.0,3.0,Very Active,2.0,67.0
German Shepherd,Large,Female,1.0,45.0,Spayed,Active,3.0,Yes,No,12.0,0.0,Moderate,2.0,65.0
Great Dane,Large,Male,7.0,43.0,Neutered,Active,2.0,No,No,10.0,1.0,Very Active,4.0,46.0
Great Dane,Large,Female,11.0,46.0,Neutered,Very Active,1.0,No,No,11.0,2.0,Very Active,2.0,68.0
Labrador Retriever,Large,Female,2.0,51.0,Neutered,Moderate,1.0,Yes,No,11.0,2.0,Very Active,1.0,64.0
Great Dane,Large,Male,4.0,72.0,Spayed,Active,1.0,No,No,12.0,2.0,Low,1.0,54.0
Doberman,Large,Female,8.0,50.0,Spayed,Active,2.0,No,No,10.0,0.0,Active,1.0,56.0
Golden Retriever,Large,Female,13.0,49.0,Spayed,Low,3.0,No,No,9.0,2.0,Very Active,1.0,46.0
Doberman,Large,Male,5.0,28.0,Neutered,Active,3.0,No,No,12.0,3.0,Moderate,0.0,41.0
Great Dane,Large,Male,13.0,57.0,Neutered,Active,0.0,Yes,No,10.0,3.0,Very Active,2.0,46.0
German Shepherd,Large,Male,8.0,64.0,Neutered,Low,3.0,Yes,No,10.0,2.0,Moderate,0.0,68.0
Golden Retriever,Large,Male,9.0,29.0,Neutered,Active,2.0,Yes,No,10.0,2.0,Low,3.0,44.0
Rottweiler,Large,Female,9.0,58.0,Neutered,Active,2.0,No,No,10.0,1.0,Moderate,2.0,37.0
Bulldog,Large,Male,1.0,68.0,Spayed,Very Active,2.0,Yes,No,8.0,2.0,Very Active,2.0,55.0
Golden Retriever,Large,Female,5.0,49.0,Spayed,Moderate,2.0,No,No,11.0,2.0,Low,1.0,62.0
Rottweiler,Large,Male,13.0,49.0,Neutered,Active,2.0,Yes,No,11.0,1.0,Very Active,1.0,64.0
Doberman,Large,Male,3.0,19.0,Neutered,Active,4.0,No,No,12.0,1.0,Moderate,1.0,63.0
Labrador Retriever,Large,Female,10.0,57.0,Neutered,Very Active,6.0,Yes,No,11.0,3.0,Low,2.0,81.0
Rottweiler,Large,Female,5.0,46.0,Neutered,Active,1.0,No,No,11.0,1.0,Moderate,1.0,88.0
German Shepherd,Large,Female,6.0,52.0,Neutered,Active,2.0,No,No,8.0,0.0,Active,2.0,61.0
Labrador Retriever,Large,Male,8.0,20.0,Spayed,Active,3.0,Yes,No,14.0,2.0,Low,2.0,100.0
Bulldog,Large,Male,5.0,63.0,Neutered,Active,1.0,No,No,14.0,2.0,Moderate,2.0,56.0
Golden Retriever,Large,Male,3.0,61.0,Spayed,Very Active,2.0,No,No,12.0,2.0,Moderate,1.0,58.0
Yorkshire Terrier,Large,Female,2.0,54.0,Spayed,Very Active,2.0,No,No,12.0,2.0,Very Active,2.0,32.0
Rottweiler,Large,Male,12.0,29.0,Neutered,Moderate,2.0,No,No,13.0,0.0,Low,1.0,54.0
Golden Retriever,Large,Female,6.0,66.0,Neutered,Moderate,2.0,Yes,No,11.0,1.0,Active,2.0,59.0
Labrador Retriever,Large,Female,11.0,50.0,Spayed,Active,2.0,No,No,13.0,2.0,Active,2.0,67.0
Rottweiler,Large,Male,6.0,62.0,Spayed,Active,1.0,No,No,12.0,1.0,Very Active,0.0,64.0
Great Dane,Large,Female,4.0,70.0,Spayed,Active,4.0,Yes,No,11.0,1.0,Active,1.0,71.0
Rottweiler,Large,Female,7.0,43.0,Spayed,Very Active,1.0,Yes,No,13.0,3.0,Active,2.0,52.0
Labrador Retriever,Large,Female,13.0,30.0,Spayed,Active,0.0,No,No,8.0,2.0,Very Active,3.0,79.0
Golden Retriever,Large,Female,2.0,85.0,Neutered,Active,1.0,Yes,No,12.0,0.0,Very Active,3.0,57.0
Golden Retriever,Large,Female,8.0,41.0,Neutered,Very Active,1.0,No,No,12.0,1.0,Low,0.0,32.0
Golden Retriever,Large,Female,10.0,60.0,Spayed,Active,4.0,Yes,No,10.0,3.0,Low,1.0,64.0
Rottweiler,Large,Male,10.0,35.0,Spayed,Moderate,5.0,No,No,10.0,4.0,Low,2.0,68.0
German Shepherd,Large,Male,10.0,35.0,Spayed,Active,0.0,No,No,10.0,1.0,Low,1.0,90.0
Great Dane,Large,Female,5.0,60.0,Spayed,Very Active,2.0,Yes,No,12.0,1.0,Very Active,3.0,33.0
Golden Retriever,Large,Female,2.0,49.0,Spayed,Low,3.0,Yes,No,12.0,0.0,Low,3.0,74.0
Rottweiler,Large,Female,3.0,40.0,Spayed,Low,3.0,No,No,10.0,0.0,Low,1.0,76.0
Golden Retriever,Large,Male,9.0,66.0,Spayed,Active,3.0,Yes,No,12.0,3.0,Active,2.0,67.0
Great Dane,Large,Male,11.0,39.0,Spayed,Active,3.0,No,No,13.0,2.0,Moderate,1.0,77.0
Golden Retriever,Large,Female,10.0,41.0,Neutered,Active,2.0,Yes,No,11.0,2.0,Very Active,4.0,65.0
Golden Retriever,Large,Male,11.0,47.0,Neutered,Active,1.0,No,No,11.0,2.0,Low,0.0,73.0
Golden Retriever,Large,Female,6.0,43.0,Spayed,Very Active,4.0,No,No,11.0,0.0,Moderate,1.0,100.0
Australian Shepherd,Large,Female,4.0,38.0,Spayed,Low,3.0,Yes,No,13.0,2.0,Very Active,3.0,83.0
Doberman,Large,Male,8.0,40.0,Spayed,Very Active,2.0,No,No,12.0,2.0,Active,3.0,89.0
Golden Retriever,Large,Female,9.0,47.0,Spayed,Low,2.0,Yes,No,11.0,2.0,Active,2.0,75.0
Labrador Retriever,Large,Male,13.0,76.0,Neutered,Active,3.0,Yes,No,13.0,4.0,Low,3.0,51.0
Doberman,Large,Female,9.0,62.0,Spayed,Active,5.0,No,No,12.0,1.0,Active,1.0,53.0
Doberman,Large,Male,13.0,49.0,Spayed,Very Active,4.0,Yes,No,12.0,3.0,Low,2.0,52.0
German Shepherd,Large,Male,1.0,47.0,Spayed,Active,4.0,No,No,10.0,2.0,Very Active,1.0,64.0
Great Dane,Large,Female,9.0,36.0,Neutered,Active,1.0,No,No,11.0,1.0,Very Active,0.0,64.0
Golden Retriever,Large,Female,6.0,38.0,Spayed,Active,1.0,Yes,No,10.0,2.0,Active,1.0,56.0
Golden Retriever,Large,Female,2.0,54.0,Spayed,Low,4.0,Yes,No,11.0,2.0,Active,1.0,74.0
Golden Retriever,Large,Male,7.0,38.0,Spayed,Low,3.0,Yes,No,13.0,1.0,Very Active,2.0,84.0
Rottweiler,Large,Female,7.0,33.0,Spayed,Active,2.0,Yes,No,10.0,0.0,Very Active,2.0,49.0
Yorkshire Terrier,Large,Female,1.0,74.0,Spayed,Very Active,2.0,Yes,No,11.0,1.0,Very Active,3.0,97.0
Great Dane,Large,Male,1.0,51.0,Spayed,Active,3.0,No,No,10.0,1.0,Very Active,2.0,56.0
Golden Retriever,Large,Female,6.0,59.0,Neutered,Very Active,3.0,Yes,No,9.0,3.0,Very Active,0.0,72.0
Labrador Retriever,Large,Female,1.0,34.0,Spayed,Active,4.0,No,No,11.0,1.0,Moderate,2.0,64.0
Great Dane,Large,Male,3.0,51.0,Spayed,Moderate,4.0,No,No,10.0,3.0,Very Active,2.0,51.0
Doberman,Large,Female,8.0,16.0,Spayed,Low,3.0,No,No,11.0,4.0,Active,2.0,57.0
Rottweiler,Large,Female,13.0,46.0,Neutered,Active,2.0,No,No,12.0,1.0,Moderate,2.0,77.0
German Shepherd,Large,Male,10.0,57.0,Neutered,Moderate,1.0,No,No,12.0,1.0,Low,1.0,78.0
Great Dane,Large,Female,8.0,52.0,Neutered,Active,1.0,No,No,9.0,1.0,Low,3.0,51.0
Rottweiler,Large,Male,4.0,48.0,Spayed,Low,1.0,Yes,No,11.0,1.0,Very Active,1.0,64.0
German Shepherd,Large,Male,12.0,55.0,Spayed,Very Active,3.0,Yes,No,11.0,3.0,Low,2.0,57.0
Labrador Retriever,Large,Female,11.0,34.0,Spayed,Active,7.0,Yes,No,8.0,4.0,Very Active,3.0,66.0
Rottweiler,Large,Male,9.0,48.0,Spayed,Active,4.0,Yes,No,11.0,0.0,Very Active,1.0,47.0
Doberman,Large,Female,6.0,57.0,Neutered,Active,3.0,Yes,No,12.0,2.0,Very Active,2.0,74.0
Doberman,Large,Male,10.0,36.0,Spayed,Low,1.0,Yes,No,13.0,3.0,Very Active,1.0,58.0
Labrador Retriever,Large,Male,8.0,34.0,Spayed,Active,2.0,No,No,12.0,3.0,Active,2.0,55.0
Labrador Retriever,Large,Female,8.0,31.0,Spayed,Low,1.0,No,No,9.0,3.0,Very Active,2.0,64.0
Rottweiler,Large,Female,6.0,41.0,Spayed,Active,2.0,No,No,11.0,1.0,Low,0.0,70.0
Labrador Retriever,Large,Male,6.0,43.0,Spayed,Very Active,3.0,Yes,Yes,10.0,2.0,Low,3.0,57.0
Rottweiler,Large,Female,13.0,61.0,Neutered,Very Active,3.0,Yes,No,9.0,4.0,Very Active,1.0,71.0
Rottweiler,Large,Female,7.0,40.0,Spayed,Low,3.0,No,No,10.0,1.0,Active,4.0,55.0
Golden Retriever,Large,Female,4.0,57.0,Spayed,Moderate,4.0,No,No,11.0,2.0,Very Active,2.0,75.0
Rottweiler,Large,Male,8.0,27.0,Neutered,Active,5.0,No,No,12.0,2.0,Moderate,1.0,75.0
Great Dane,Large,Male,6.0,26.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Active,2.0,72.0
Labrador Retriever,Large,Female,4.0,75.0,Neutered,Moderate,4.0,No,No,11.0,3.0,Active,2.0,39.0
Doberman,Large,Female,6.0,44.0,Spayed,Low,4.0,Yes,No,10.0,1.0,Very Active,1.0,62.0
Rottweiler,Large,Male,8.0,34.0,Spayed,Very Active,0.0,No,No,13.0,2.0,Moderate,1.0,50.0
Rottweiler,Large,Male,2.0,50.0,Spayed,Moderate,3.0,Yes,No,10.0,1.0,Low,1.0,59.0
Labrador Retriever,Large,Male,10.0,34.0,Neutered,Moderate,0.0,No,No,12.0,1.0,Very Active,3.0,46.0
Australian Shepherd,Large,Female,12.0,49.0,Spayed,Very Active,5.0,No,No,9.0,3.0,Moderate,1.0,68.0
Rottweiler,Large,Male,3.0,28.0,Spayed,Active,3.0,No,No,14.0,0.0,Very Active,2.0,99.0
Great Dane,Large,Male,11.0,55.0,Spayed,Very Active,2.0,Yes,No,13.0,1.0,Very Active,0.0,81.0
German Shepherd,Large,Female,6.0,31.0,Neutered,Moderate,4.0,No,No,9.0,2.0,Moderate,2.0,42.0
Doberman,Large,Female,4.0,37.0,Spayed,Low,3.0,No,No,10.0,1.0,Very Active,1.0,82.0
Rottweiler,Large,Male,8.0,59.0,Spayed,Low,3.0,No,No,11.0,2.0,Very Active,4.0,63.0
German Shepherd,Large,Male,8.0,47.0,Neutered,Active,2.0,Yes,No,14.0,3.0,Low,3.0,58.0
Great Dane,Large,Female,2.0,63.0,Spayed,Very Active,3.0,No,No,12.0,2.0,Active,1.0,42.0
Great Dane,Large,Female,6.0,35.0,Spayed,Active,2.0,Yes,No,10.0,2.0,Low,2.0,81.0
Great Dane,Large,Female,3.0,47.0,Spayed,Moderate,2.0,Yes,No,13.0,1.0,Low,3.0,80.0
Rottweiler,Large,Female,8.0,51.0,Spayed,Active,0.0,No,Yes,9.0,2.0,Moderate,1.0,77.0
Golden Retriever,Large,Female,11.0,52.0,Spayed,Active,3.0,Yes,No,10.0,1.0,Very Active,3.0,41.0
Rottweiler,Large,Female,6.0,62.0,Spayed,Active,2.0,No,No,13.0,3.0,Low,2.0,58.0
Golden Retriever,Large,Male,11.0,28.0,Spayed,Very Active,3.0,No,No,10.0,1.0,Very Active,1.0,70.0
Doberman,Large,Male,11.0,44.0,Spayed,Active,2.0,Yes,No,10.0,1.0,Very Active,1.0,50.0
Rottweiler,Large,Male,4.0,62.0,Neutered,Moderate,3.0,Yes,No,9.0,1.0,Very Active,3.0,67.0
Labrador Retriever,Large,Female,2.0,32.0,Spayed,Moderate,2.0,No,No,11.0,0.0,Very Active,1.0,73.0
Doberman,Large,Female,1.0,45.0,Spayed,Moderate,3.0,No,No,13.0,2.0,Very Active,0.0,63.0
Doberman,Large,Male,3.0,37.0,Spayed,Very Active,3.0,No,No,11.0,3.0,Moderate,1.0,86.0
Golden Retriever,Large,Male,11.0,50.0,Spayed,Active,2.0,Yes,No,11.0,1.0,Low,1.0,54.0
German Shepherd,Large,Female,10.0,37.0,Neutered,Active,1.0,Yes,No,11.0,3.0,Moderate,2.0,63.0
Doberman,Large,Female,12.0,59.0,Spayed,Very Active,2.0,No,No,13.0,2.0,Active,2.0,33.0
Golden Retriever,Large,Female,6.0,32.0,Neutered,Active,1.0,No,No,12.0,3.0,Active,3.0,73.0
German Shepherd,Large,Male,6.0,51.0,Spayed,Active,5.0,Yes,No,14.0,1.0,Active,1.0,72.0
Rottweiler,Large,Female,12.0,46.0,Neutered,Very Active,2.0,Yes,No,12.0,1.0,Moderate,1.0,62.0
German Shepherd,Large,Male,3.0,65.0,Spayed,Active,3.0,No,No,11.0,2.0,Moderate,2.0,83.0
Doberman,Large,Male,1.0,64.0,Neutered,Moderate,2.0,Yes,No,12.0,2.0,Very Active,3.0,73.0
Rottweiler,Large,Male,2.0,50.0,Spayed,Very Active,1.0,No,No,10.0,0.0,Very Active,0.0,55.0
Doberman,Large,Female,12.0,53.0,Neutered,Active,3.0,Yes,No,12.0,2.0,Moderate,2.0,41.0
Rottweiler,Large,Male,6.0,60.0,Spayed,Active,2.0,No,No,10.0,3.0,Very Active,3.0,75.0
Golden Retriever,Large,Male,8.0,51.0,Neutered,Very Active,2.0,Yes,No,11.0,1.0,Very Active,3.0,57.0
German Shepherd,Large,Male,9.0,29.0,Spayed,Active,5.0,No,No,14.0,3.0,Moderate,2.0,63.0
Golden Retriever,Large,Female,5.0,56.0,Spayed,Active,3.0,No,No,11.0,4.0,Very Active,0.0,66.0
Doberman,Large,Female,7.0,21.0,Spayed,Active,3.0,No,No,9.0,2.0,Moderate,0.0,69.0
Golden Retriever,Large,Male,4.0,37.0,Spayed,Very Active,3.0,Yes,No,9.0,2.0,Low,0.0,83.0
Great Dane,Large,Male,8.0,53.0,Neutered,Low,2.0,No,No,10.0,1.0,Moderate,2.0,89.0
Rottweiler,Large,Male,11.0,58.0,Neutered,Very Active,3.0,Yes,No,9.0,0.0,Moderate,1.0,69.0
Labrador Retriever,Large,Female,13.0,40.0,Spayed,Active,0.0,No,No,11.0,2.0,Very Active,0.0,80.0
Doberman,Large,Male,5.0,35.0,Spayed,Active,4.0,Yes,No,11.0,0.0,Moderate,1.0,80.0
German Shepherd,Large,Female,9.0,46.0,Spayed,Active,1.0,Yes,No,9.0,0.0,Very Active,1.0,100.0
Golden Retriever,Large,Male,4.0,21.0,Spayed,Moderate,4.0,No,No,12.0,1.0,Moderate,1.0,37.0
Labrador Retriever,Large,Female,5.0,47.0,Spayed,Very Active,0.0,No,No,12.0,1.0,Very Active,1.0,41.0
Golden Retriever,Large,Male,13.0,31.0,Spayed,Low,2.0,No,No,14.0,0.0,Very Active,1.0,72.0
Doberman,Large,Male,13.0,41.0,Neutered,Very Active,0.0,Yes,No,10.0,2.0,Moderate,2.0,70.0
Great Dane,Large,Male,5.0,39.0,Neutered,Low,3.0,No,No,12.0,1.0,Very Active,1.0,47.0
German Shepherd,Large,Male,2.0,34.0,Spayed,Low,3.0,Yes,No,9.0,0.0,Moderate,0.0,66.0
Great Dane,Large,Male,10.0,43.0,Spayed,Very Active,4.0,No,No,11.0,1.0,Low,1.0,100.0
Doberman,Large,Male,1.0,57.0,Spayed,Very Active,1.0,Yes,No,10.0,2.0,Very Active,2.0,65.0
Golden Retriever,Large,Female,2.0,54.0,Spayed,Active,4.0,Yes,No,12.0,1.0,Active,1.0,64.0
Golden Retriever,Large,Male,8.0,49.0,Neutered,Active,3.0,Yes,No,11.0,3.0,Active,1.0,64.0
Golden Retriever,Large,Male,2.0,34.0,Neutered,Moderate,6.0,No,No,11.0,3.0,Low,4.0,44.0
German Shepherd,Large,Female,2.0,51.0,Neutered,Moderate,1.0,No,No,12.0,1.0,Active,0.0,50.0
Doberman,Large,Female,12.0,61.0,Spayed,Moderate,1.0,Yes,No,9.0,4.0,Very Active,1.0,45.0
Rottweiler,Large,Female,3.0,37.0,Spayed,Very Active,1.0,No,No,10.0,1.0,Moderate,2.0,68.0
Golden Retriever,Large,Male,10.0,34.0,Spayed,Low,2.0,No,No,11.0,4.0,Very Active,1.0,54.0
Great Dane,Large,Female,3.0,59.0,Spayed,Low,3.0,Yes,No,11.0,3.0,Very Active,2.0,52.0
German Shepherd,Large,Male,1.0,31.0,Spayed,Active,3.0,No,No,10.0,1.0,Very Active,2.0,93.0
Golden Retriever,Large,Female,8.0,46.0,Spayed,Moderate,0.0,No,No,11.0,2.0,Moderate,0.0,73.0
Labrador Retriever,Large,Male,9.0,49.0,Neutered,Moderate,2.0,No,No,8.0,0.0,Very Active,2.0,70.0
Golden Retriever,Large,Male,9.0,45.0,Spayed,Low,2.0,Yes,No,12.0,3.0,Active,2.0,48.0
Golden Retriever,Large,Female,10.0,18.0,Spayed,Low,4.0,Yes,No,12.0,0.0,Very Active,2.0,77.0
Rottweiler,Large,Male,9.0,45.0,Spayed,Active,3.0,Yes,No,12.0,2.0,Low,1.0,66.0
