Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg),Life Stage
Dachshund,Small,Female,11.0,Unknown,Active,2.0,14.0,3.0,1.0,4.17,Senior
Dachshund,Small,Male,6.0,Spayed,Unknown,3.0,9.0,2.0,3.0,5.74,Adult
Doberman,Large,Female,10.0,Spayed,Unknown,1.0,10.0,3.0,4.0,39.86,Senior
Dachshund,Small,Female,8.0,Neutered,Active,5.0,9.0,2.0,1.0,8.52,Senior
Bulldog,Medium,Female,4.0,Unknown,Very Active,1.0,11.0,1.0,1.0,21.3,Young Adult
Beagle,Small,Male,3.0,Neutered,Very Active,4.0,11.0,2.0,2.0,13.41,Young Adult
Poodle,Small,Female,11.0,Unknown,Active,2.0,14.0,2.0,1.0,27.67,Senior
Chihuahua,Small,Male,7.0,Neutered,Moderate,0.0,11.0,2.0,0.0,1.39,Adult
Beagle,Small,Female,13.0,Neutered,Active,0.0,12.0,2.0,1.0,10.96,Senior
Bulldog,Medium,Female,8.0,Spayed,Low,3.0,11.0,2.0,0.0,23.34,Senior
Golden Retriever,Large,Male,6.0,Neutered,Low,3.0,10.0,2.0,3.0,26.31,Adult
Poodle,Small,Male,6.0,Neutered,Very Active,0.0,10.0,1.0,3.0,13.61,Adult
Boxer,Medium,Female,11.0,Unknown,Very Active,2.0,12.0,1.0,3.0,33.71,Senior
Doberman,Large,Female,5.0,Unknown,Active,4.0,10.0,1.0,3.0,38.28,Adult
Rottweiler,Large,Male,4.0,Neutered,Moderate,1.0,8.0,1.0,1.0,38.04,Young Adult
Beagle,Small,Female,9.0,Neutered,Very Active,3.0,12.0,2.0,2.0,9.72,Senior
Dachshund,Small,Male,2.0,Spayed,Moderate,2.0,9.0,3.0,1.0,8.34,Young Adult
Beagle,Small,Female,1.0,Neutered,Very Active,1.0,11.0,0.0,0.0,11.34,Puppy
Unknown,Large,Female,7.0,Spayed,Moderate,2.0,13.0,2.0,3.0,14.51,Adult
Yorkshire Terrier,Small,Female,3.0,Unknown,Very Active,2.0,10.0,1.0,2.0,2.23,Young Adult
Siberian Husky,Medium,Male,13.0,Unknown,Active,0.0,13.0,2.0,1.0,23.4,Senior
German Shepherd,Large,Male,3.0,Neutered,Low,6.0,9.0,1.0,0.0,30.39,Young Adult
German Shepherd,Large,Male,3.0,Neutered,Unknown,0.0,12.0,2.0,1.0,37.93,Young Adult
Labrador Retriever,Large,Male,12.0,Neutered,Very Active,0.0,11.0,1.0,4.0,29.48,Senior
Doberman,Large,Unknown,12.0,Spayed,Very Active,1.0,13.0,0.0,0.0,31.92,Senior
Australian Shepherd,Medium,Male,7.0,Spayed,Low,4.0,14.0,1.0,1.0,25.4,Adult
Boxer,Medium,Unknown,9.0,Spayed,Active,2.0,13.0,1.0,0.0,29.41,Senior
Bulldog,Medium,Female,7.0,Spayed,Unknown,2.0,8.0,1.0,1.0,23.26,Adult
Siberian Husky,Medium,Male,12.0,Neutered,Active,4.0,12.0,1.0,3.0,19.5,Senior
Australian Shepherd,Medium,Male,5.0,Neutered,Moderate,3.0,9.0,4.0,2.0,18.72,Adult
Siberian Husky,Medium,Female,3.0,Neutered,Unknown,0.0,9.0,2.0,2.0,19.3,Young Adult
Bulldog,Medium,Female,12.0,Spayed,Low,4.0,8.0,2.0,1.0,21.48,Senior
Dachshund,Small,Unknown,3.0,Unknown,Low,1.0,11.0,1.0,0.0,7.44,Young Adult
Bulldog,Medium,Female,6.0,Spayed,Unknown,4.0,13.0,1.0,3.0,22.87,Adult
Great Dane,Large,Female,1.0,Neutered,Unknown,2.0,11.0,4.0,1.0,71.71,Puppy
Labrador Retriever,Large,Male,11.0,Unknown,Very Active,6.0,8.0,0.0,4.0,30.39,Senior
Poodle,Small,Male,7.0,Spayed,Low,0.0,10.0,1.0,2.0,24.49,Adult
Chihuahua,Small,Male,5.0,Spayed,Low,3.0,12.0,2.0,1.0,1.97,Adult
Boxer,Medium,Male,13.0,Neutered,Low,2.0,12.0,1.0,1.0,30.6,Senior
Poodle,Small,Female,3.0,Spayed,Active,5.0,10.0,1.0,1.0,17.69,Young Adult
Rottweiler,Large,Male,13.0,Spayed,Active,3.0,13.0,1.0,2.0,40.91,Senior
Chihuahua,Small,Female,2.0,Unknown,Very Active,3.0,13.0,2.0,1.0,1.89,Young Adult
Australian Shepherd,Medium,Female,7.0,Unknown,Low,3.0,10.0,2.0,1.0,22.66,Adult
Doberman,Large,Male,11.0,Spayed,Moderate,4.0,12.0,0.0,2.0,39.16,Senior
Boxer,Medium,Female,6.0,Unknown,Unknown,3.0,10.0,3.0,1.0,32.25,Adult
Australian Shepherd,Medium,Male,8.0,Spayed,Moderate,2.0,9.0,3.0,3.0,28.58,Senior
Great Dane,Large,Male,3.0,Neutered,Low,2.0,10.0,2.0,2.0,68.2,Young Adult
Poodle,Small,Female,6.0,Unknown,Unknown,0.0,11.0,2.0,1.0,27.67,Adult
German Shepherd,Large,Female,11.0,Neutered,Low,2.0,14.0,2.0,0.0,29.94,Senior
Golden Retriever,Large,Female,3.0,Unknown,Moderate,6.0,11.0,1.0,1.0,32.04,Young Adult
Dachshund,Small,Female,9.0,Spayed,Active,3.0,10.0,3.0,0.0,7.21,Senior
Beagle,Small,Female,5.0,Neutered,Active,3.0,9.0,2.0,4.0,9.4,Adult
Siberian Husky,Medium,Male,8.0,Unknown,Low,1.0,8.0,1.0,2.0,21.82,Senior
Bulldog,Medium,Male,5.0,Unknown,Very Active,2.0,11.0,2.0,1.0,23.13,Adult
Yorkshire Terrier,Small,Male,4.0,Spayed,Unknown,5.0,10.0,0.0,1.0,3.29,Young Adult
Chihuahua,Small,Male,4.0,Neutered,Moderate,3.0,9.0,4.0,0.0,3.85,Young Adult
Rottweiler,Large,Female,6.0,Spayed,Very Active,2.0,11.0,2.0,3.0,48.13,Adult
Poodle,Small,Female,13.0,Neutered,Moderate,2.0,9.0,1.0,1.0,19.05,Senior
Australian Shepherd,Medium,Female,6.0,Unknown,Moderate,0.0,11.0,1.0,1.0,25.85,Adult
Dachshund,Small,Unknown,6.0,Neutered,Very Active,5.0,11.0,3.0,2.0,7.38,Adult
Beagle,Small,Male,13.0,Spayed,Unknown,3.0,12.0,2.0,2.0,13.47,Senior
Australian Shepherd,Medium,Male,4.0,Neutered,Very Active,3.0,10.0,1.0,2.0,22.23,Young Adult
Chihuahua,Small,Male,6.0,Spayed,Low,3.0,12.0,2.0,4.0,3.46,Adult
Rottweiler,Large,Female,4.0,Neutered,Low,2.0,12.0,3.0,2.0,43.43,Young Adult
Golden Retriever,Large,Female,10.0,Spayed,Unknown,2.0,12.0,1.0,3.0,25.4,Senior
Chihuahua,Small,Female,11.0,Spayed,Unknown,1.0,12.0,2.0,1.0,2.08,Senior
German Shepherd,Large,Male,3.0,Neutered,Unknown,3.0,14.0,2.0,1.0,22.46,Young Adult
Poodle,Small,Female,3.0,Neutered,Unknown,2.0,14.0,2.0,0.0,22.23,Young Adult
Dachshund,Small,Male,11.0,Spayed,Unknown,2.0,12.0,4.0,1.0,6.73,Senior
Australian Shepherd,Medium,Unknown,2.0,Spayed,Low,0.0,9.0,1.0,4.0,30.84,Young Adult
Bulldog,Medium,Female,11.0,Neutered,Moderate,3.0,9.0,3.0,3.0,20.53,Senior
Unknown,Large,Female,1.0,Spayed,Moderate,5.0,12.0,2.0,2.0,22.23,Puppy
Yorkshire Terrier,Small,Female,9.0,Spayed,Moderate,2.0,13.0,2.0,0.0,4.06,Senior
Bulldog,Medium,Male,13.0,Neutered,Active,2.0,9.0,1.0,4.0,19.05,Senior
Beagle,Small,Male,12.0,Spayed,Very Active,2.0,12.0,1.0,2.0,13.75,Senior
Poodle,Small,Male,2.0,Neutered,Active,3.0,11.0,1.0,1.0,27.22,Young Adult
Siberian Husky,Medium,Male,8.0,Spayed,Low,0.0,11.0,2.0,2.0,23.18,Senior
Siberian Husky,Medium,Female,5.0,Neutered,Unknown,2.0,12.0,1.0,3.0,24.49,Adult
Labrador Retriever,Large,Female,9.0,Spayed,Active,4.0,11.0,2.0,0.0,30.39,Senior
German Shepherd,Large,Female,4.0,Neutered,Moderate,2.0,10.0,3.0,2.0,29.48,Young Adult
Poodle,Small,Female,1.0,Unknown,Active,1.0,14.0,1.0,1.0,23.06,Puppy
Dachshund,Small,Male,2.0,Spayed,Unknown,2.0,10.0,1.0,2.0,7.14,Young Adult
Rottweiler,Large,Female,8.0,Unknown,Active,2.0,10.0,0.0,3.0,36.29,Senior
Poodle,Small,Male,9.0,Unknown,Moderate,0.0,12.0,0.0,2.0,20.87,Senior
Australian Shepherd,Medium,Male,10.0,Neutered,Moderate,2.0,11.0,3.0,1.0,20.87,Senior
Golden Retriever,Large,Male,7.0,Spayed,Very Active,4.0,12.0,3.0,0.0,32.99,Adult
Golden Retriever,Large,Male,9.0,Neutered,Unknown,1.0,11.0,1.0,1.0,28.58,Senior
Dachshund,Small,Female,7.0,Spayed,Unknown,6.0,12.0,2.0,1.0,8.16,Adult
Labrador Retriever,Large,Female,12.0,Spayed,Very Active,2.0,10.0,1.0,3.0,31.75,Senior
Doberman,Large,Male,4.0,Unknown,Very Active,2.0,13.0,2.0,0.0,39.91,Young Adult
Labrador Retriever,Large,Female,6.0,Unknown,Moderate,1.0,11.0,3.0,1.0,35.74,Adult
Beagle,Small,Female,13.0,Spayed,Very Active,3.0,10.0,0.0,1.0,10.15,Senior
Rottweiler,Large,Male,2.0,Spayed,Low,4.0,10.0,2.0,1.0,40.58,Young Adult
Doberman,Large,Male,12.0,Spayed,Active,3.0,13.0,0.0,4.0,33.51,Senior
Chihuahua,Small,Unknown,13.0,Spayed,Unknown,3.0,11.0,1.0,2.0,3.19,Senior
Yorkshire Terrier,Small,Female,9.0,Unknown,Low,1.0,9.0,2.0,1.0,4.77,Senior
Great Dane,Large,Female,2.0,Neutered,Low,2.0,11.0,2.0,4.0,55.26,Young Adult
Rottweiler,Large,Male,4.0,Unknown,Active,6.0,11.0,4.0,3.0,52.93,Young Adult
Yorkshire Terrier,Small,Male,9.0,Spayed,Low,1.0,12.0,1.0,1.0,4.48,Senior
Siberian Husky,Medium,Female,9.0,Spayed,Active,2.0,12.0,2.0,2.0,24.04,Senior
Doberman,Large,Female,4.0,Neutered,Unknown,3.0,10.0,1.0,1.0,28.58,Young Adult
Bulldog,Medium,Male,4.0,Neutered,Unknown,0.0,11.0,0.0,2.0,19.67,Young Adult
Chihuahua,Small,Male,1.0,Spayed,Unknown,4.0,10.0,3.0,3.0,3.0,Puppy
Rottweiler,Large,Female,1.0,Neutered,Active,0.0,10.0,1.0,2.0,55.4,Puppy
Yorkshire Terrier,Small,Male,4.0,Spayed,Very Active,2.0,13.0,2.0,3.0,2.78,Young Adult
Poodle,Small,Female,4.0,Unknown,Active,0.0,8.0,1.0,0.0,22.23,Young Adult
Beagle,Small,Male,6.0,Spayed,Unknown,0.0,13.0,1.0,1.0,10.66,Adult
Labrador Retriever,Large,Female,1.0,Unknown,Unknown,3.0,8.0,0.0,0.0,25.42,Puppy
Golden Retriever,Large,Male,10.0,Neutered,Moderate,1.0,9.0,2.0,4.0,28.12,Senior
Siberian Husky,Medium,Male,6.0,Neutered,Unknown,6.0,11.0,0.0,1.0,19.62,Adult
Chihuahua,Small,Female,3.0,Spayed,Unknown,1.0,9.0,4.0,3.0,1.35,Young Adult
Poodle,Small,Male,11.0,Spayed,Low,1.0,9.0,1.0,1.0,26.31,Senior
Doberman,Large,Male,6.0,Neutered,Very Active,2.0,11.0,3.0,3.0,27.8,Adult
Dachshund,Small,Female,7.0,Neutered,Unknown,4.0,11.0,2.0,2.0,6.27,Adult
Golden Retriever,Large,Female,5.0,Neutered,Active,5.0,12.0,3.0,0.0,25.4,Adult
Labrador Retriever,Large,Male,8.0,Spayed,Very Active,1.0,10.0,1.0,0.0,27.44,Senior
Doberman,Large,Female,2.0,Neutered,Unknown,5.0,10.0,0.0,1.0,30.66,Young Adult
Boxer,Medium,Male,1.0,Spayed,Unknown,4.0,9.0,2.0,3.0,30.5,Puppy
Unknown,Large,Male,13.0,Spayed,Very Active,3.0,10.0,1.0,1.0,29.94,Senior
Beagle,Small,Male,9.0,Unknown,Very Active,2.0,12.0,3.0,1.0,14.97,Senior
Dachshund,Small,Female,8.0,Spayed,Active,3.0,12.0,1.0,0.0,7.02,Senior
Chihuahua,Small,Male,8.0,Neutered,Unknown,3.0,14.0,1.0,1.0,2.54,Senior
Golden Retriever,Large,Male,4.0,Spayed,Active,5.0,10.0,0.0,1.0,33.73,Young Adult
Golden Retriever,Large,Female,12.0,Spayed,Active,3.0,11.0,1.0,1.0,26.76,Senior
Chihuahua,Small,Male,7.0,Unknown,Very Active,1.0,13.0,2.0,4.0,2.9,Adult
German Shepherd,Large,Female,6.0,Spayed,Low,3.0,12.0,1.0,1.0,32.06,Adult
Yorkshire Terrier,Small,Female,13.0,Spayed,Moderate,3.0,11.0,1.0,1.0,3.57,Senior
Labrador Retriever,Large,Female,12.0,Spayed,Moderate,4.0,9.0,1.0,4.0,29.94,Senior
Golden Retriever,Large,Male,6.0,Unknown,Very Active,1.0,10.0,2.0,1.0,30.84,Adult
Rottweiler,Large,Female,12.0,Unknown,Very Active,4.0,14.0,2.0,3.0,42.21,Senior
Doberman,Large,Female,2.0,Spayed,Unknown,2.0,10.0,3.0,0.0,32.12,Young Adult
Great Dane,Large,Male,5.0,Unknown,Low,3.0,10.0,0.0,1.0,56.13,Adult
Dachshund,Small,Male,6.0,Unknown,Unknown,3.0,12.0,4.0,2.0,6.78,Adult
German Shepherd,Large,Female,1.0,Spayed,Very Active,3.0,12.0,1.0,2.0,23.59,Puppy
German Shepherd,Large,Female,11.0,Neutered,Very Active,1.0,12.0,3.0,1.0,31.75,Senior
Siberian Husky,Medium,Female,3.0,Unknown,Active,3.0,12.0,1.0,2.0,22.68,Young Adult
Dachshund,Small,Unknown,2.0,Spayed,Active,0.0,11.0,1.0,1.0,8.53,Young Adult
Doberman,Large,Female,6.0,Spayed,Low,3.0,9.0,1.0,1.0,30.84,Adult
German Shepherd,Large,Male,4.0,Neutered,Low,2.0,11.0,3.0,1.0,22.23,Young Adult
Australian Shepherd,Medium,Female,11.0,Unknown,Moderate,4.0,9.0,1.0,1.0,30.91,Senior
Rottweiler,Large,Female,12.0,Neutered,Very Active,3.0,14.0,2.0,1.0,36.62,Senior
Bulldog,Medium,Female,8.0,Neutered,Unknown,1.0,12.0,1.0,2.0,23.13,Senior
Bulldog,Medium,Female,7.0,Unknown,Low,2.0,11.0,2.0,1.0,21.32,Adult
Siberian Husky,Medium,Male,13.0,Unknown,Active,2.0,11.0,2.0,1.0,23.13,Senior
Beagle,Small,Female,1.0,Unknown,Low,1.0,12.0,2.0,1.0,9.69,Puppy
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,14.0,0.0,1.0,3.51,Young Adult
Australian Shepherd,Medium,Male,3.0,Neutered,Moderate,3.0,10.0,2.0,1.0,21.77,Young Adult
Dachshund,Small,Female,2.0,Neutered,Active,1.0,11.0,2.0,4.0,6.96,Young Adult
Labrador Retriever,Large,Female,9.0,Spayed,Unknown,3.0,11.0,2.0,1.0,27.67,Senior
Siberian Husky,Medium,Female,10.0,Spayed,Active,4.0,11.0,3.0,1.0,25.25,Senior
Australian Shepherd,Medium,Male,9.0,Spayed,Very Active,4.0,10.0,1.0,2.0,24.95,Senior
Dachshund,Small,Male,4.0,Spayed,Active,3.0,13.0,1.0,2.0,8.04,Young Adult
German Shepherd,Large,Male,5.0,Spayed,Very Active,3.0,9.0,1.0,2.0,22.68,Adult
Siberian Husky,Medium,Male,3.0,Neutered,Unknown,2.0,10.0,2.0,2.0,20.41,Young Adult
Chihuahua,Small,Female,11.0,Unknown,Very Active,3.0,11.0,2.0,1.0,2.19,Senior
Beagle,Small,Male,8.0,Unknown,Low,1.0,10.0,3.0,0.0,12.04,Senior
Siberian Husky,Medium,Female,4.0,Spayed,Unknown,4.0,9.0,1.0,1.0,21.77,Young Adult
Yorkshire Terrier,Small,Female,4.0,Spayed,Low,0.0,12.0,2.0,1.0,3.68,Young Adult
Yorkshire Terrier,Small,Male,5.0,Spayed,Active,1.0,13.0,2.0,2.0,2.34,Adult
Rottweiler,Large,Female,6.0,Spayed,Unknown,3.0,9.0,0.0,0.0,41.3,Adult
Golden Retriever,Large,Female,7.0,Unknown,Moderate,1.0,10.0,0.0,1.0,27.67,Adult
Unknown,Small,Female,5.0,Neutered,Moderate,4.0,11.0,1.0,2.0,19.05,Adult
Bulldog,Medium,Male,7.0,Spayed,Unknown,6.0,11.0,2.0,1.0,22.58,Adult
Beagle,Small,Male,6.0,Neutered,Active,6.0,10.0,1.0,0.0,14.9,Adult
German Shepherd,Large,Female,5.0,Unknown,Low,3.0,9.0,1.0,0.0,26.12,Adult
Australian Shepherd,Medium,Female,5.0,Unknown,Active,3.0,10.0,1.0,1.0,26.76,Adult
Labrador Retriever,Large,Male,9.0,Unknown,Very Active,3.0,10.0,0.0,1.0,35.69,Senior
Dachshund,Small,Male,11.0,Spayed,Low,3.0,13.0,2.0,1.0,6.55,Senior
Beagle,Small,Female,11.0,Spayed,Very Active,3.0,14.0,1.0,3.0,15.69,Senior
Chihuahua,Small,Male,9.0,Neutered,Very Active,0.0,10.0,2.0,1.0,3.57,Senior
Chihuahua,Small,Male,11.0,Neutered,Moderate,1.0,9.0,3.0,1.0,3.59,Senior
Rottweiler,Large,Female,11.0,Neutered,Active,1.0,12.0,2.0,1.0,51.84,Senior
Australian Shepherd,Unknown,Male,2.0,Unknown,Active,5.0,10.0,1.0,2.0,28.58,Young Adult
Golden Retriever,Large,Female,4.0,Neutered,Moderate,5.0,12.0,3.0,4.0,31.44,Young Adult
Doberman,Large,Female,11.0,Spayed,Moderate,2.0,12.0,1.0,3.0,32.88,Senior
Chihuahua,Small,Unknown,1.0,Neutered,Unknown,2.0,10.0,2.0,3.0,3.68,Puppy
Golden Retriever,Large,Male,6.0,Unknown,Active,3.0,11.0,2.0,2.0,28.58,Adult
Labrador Retriever,Large,Male,11.0,Neutered,Active,2.0,13.0,2.0,2.0,29.07,Senior
Chihuahua,Small,Female,6.0,Spayed,Low,2.0,12.0,2.0,1.0,2.21,Adult
Australian Shepherd,Medium,Male,13.0,Spayed,Unknown,5.0,11.0,2.0,1.0,18.14,Senior
Beagle,Small,Male,4.0,Neutered,Low,2.0,12.0,1.0,3.0,14.97,Young Adult
Siberian Husky,Medium,Female,2.0,Spayed,Low,3.0,12.0,3.0,0.0,17.24,Young Adult
Dachshund,Small,Male,9.0,Neutered,Active,2.0,10.0,0.0,2.0,6.03,Senior
Australian Shepherd,Medium,Female,4.0,Neutered,Very Active,4.0,10.0,2.0,1.0,26.76,Young Adult
Siberian Husky,Medium,Male,2.0,Neutered,Active,0.0,11.0,2.0,1.0,18.86,Young Adult
Yorkshire Terrier,Small,Female,4.0,Unknown,Very Active,2.0,14.0,1.0,1.0,4.18,Young Adult
Dachshund,Small,Male,11.0,Neutered,Low,5.0,12.0,2.0,2.0,8.19,Senior
Golden Retriever,Large,Female,11.0,Neutered,Low,4.0,14.0,1.0,2.0,26.31,Senior
Rottweiler,Large,Male,7.0,Neutered,Very Active,2.0,11.0,1.0,4.0,36.74,Adult
Yorkshire Terrier,Small,Female,8.0,Spayed,Low,5.0,11.0,2.0,1.0,2.73,Senior
Beagle,Small,Male,7.0,Spayed,Very Active,3.0,14.0,2.0,0.0,13.35,Adult
Australian Shepherd,Medium,Male,9.0,Unknown,Low,0.0,9.0,1.0,1.0,20.41,Senior
Golden Retriever,Large,Female,10.0,Spayed,Unknown,1.0,11.0,2.0,2.0,28.58,Senior
Doberman,Large,Male,6.0,Neutered,Very Active,4.0,13.0,0.0,0.0,42.22,Adult
Chihuahua,Small,Female,6.0,Unknown,Moderate,2.0,12.0,1.0,0.0,3.31,Adult
Poodle,Small,Male,12.0,Unknown,Active,3.0,11.0,1.0,1.0,19.05,Senior
Dachshund,Small,Male,7.0,Spayed,Moderate,2.0,11.0,1.0,0.0,5.34,Adult
Doberman,Large,Male,13.0,Neutered,Low,3.0,11.0,2.0,4.0,33.16,Senior
Yorkshire Terrier,Small,Male,1.0,Unknown,Moderate,4.0,12.0,1.0,1.0,4.57,Puppy
Great Dane,Large,Unknown,1.0,Neutered,Moderate,3.0,12.0,1.0,1.0,68.62,Puppy
Siberian Husky,Medium,Male,4.0,Unknown,Low,2.0,11.0,1.0,1.0,26.54,Young Adult
Dachshund,Small,Female,7.0,Spayed,Active,2.0,11.0,1.0,0.0,4.33,Adult
Golden Retriever,Large,Male,2.0,Unknown,Unknown,3.0,12.0,1.0,3.0,27.59,Young Adult
Australian Shepherd,Medium,Female,8.0,Unknown,Very Active,3.0,13.0,2.0,0.0,20.41,Senior
Rottweiler,Unknown,Male,6.0,Unknown,Very Active,3.0,10.0,1.0,2.0,48.03,Adult
Australian Shepherd,Medium,Female,1.0,Spayed,Very Active,3.0,12.0,0.0,1.0,31.3,Puppy
Beagle,Small,Female,11.0,Spayed,Moderate,3.0,10.0,0.0,3.0,11.79,Senior
Siberian Husky,Medium,Female,9.0,Spayed,Unknown,2.0,14.0,1.0,2.0,16.61,Senior
Dachshund,Small,Male,3.0,Spayed,Unknown,2.0,14.0,3.0,1.0,8.4,Young Adult
Siberian Husky,Unknown,Female,4.0,Unknown,Unknown,5.0,12.0,2.0,1.0,20.41,Young Adult
Dachshund,Small,Male,4.0,Spayed,Moderate,2.0,11.0,2.0,1.0,4.37,Young Adult
Beagle,Small,Female,7.0,Neutered,Very Active,3.0,13.0,2.0,0.0,14.75,Adult
Boxer,Medium,Female,4.0,Spayed,Active,3.0,10.0,1.0,3.0,32.81,Young Adult
Poodle,Small,Male,2.0,Spayed,Very Active,2.0,14.0,2.0,0.0,10.43,Young Adult
Rottweiler,Large,Male,5.0,Neutered,Moderate,0.0,11.0,1.0,2.0,43.79,Adult
Siberian Husky,Medium,Male,2.0,Spayed,Low,2.0,10.0,0.0,1.0,22.68,Young Adult
Labrador Retriever,Large,Male,10.0,Neutered,Unknown,2.0,12.0,2.0,1.0,34.39,Senior
Siberian Husky,Medium,Female,7.0,Unknown,Unknown,4.0,14.0,3.0,1.0,24.08,Adult
Golden Retriever,Large,Male,7.0,Spayed,Very Active,2.0,12.0,2.0,0.0,29.21,Adult
Golden Retriever,Large,Female,3.0,Neutered,Low,2.0,8.0,3.0,2.0,30.84,Young Adult
Golden Retriever,Large,Female,7.0,Neutered,Unknown,3.0,11.0,4.0,3.0,30.39,Adult
Beagle,Small,Female,12.0,Unknown,Moderate,3.0,10.0,0.0,3.0,12.48,Senior
Australian Shepherd,Medium,Female,4.0,Neutered,Moderate,1.0,8.0,0.0,2.0,28.12,Young Adult
Unknown,Small,Female,10.0,Neutered,Active,0.0,14.0,1.0,2.0,18.14,Senior
Boxer,Medium,Male,8.0,Neutered,Low,5.0,8.0,1.0,2.0,29.48,Senior
Doberman,Large,Male,2.0,Neutered,Moderate,0.0,12.0,2.0,2.0,33.11,Young Adult
Boxer,Medium,Female,12.0,Spayed,Active,3.0,11.0,0.0,4.0,31.75,Senior
Beagle,Small,Female,7.0,Neutered,Active,3.0,10.0,2.0,4.0,12.8,Adult
Boxer,Unknown,Female,6.0,Spayed,Moderate,1.0,13.0,1.0,1.0,35.03,Adult
Boxer,Medium,Female,11.0,Spayed,Unknown,1.0,8.0,2.0,2.0,32.63,Senior
Boxer,Medium,Female,4.0,Spayed,Unknown,2.0,13.0,3.0,3.0,26.76,Young Adult
Unknown,Small,Male,3.0,Neutered,Active,0.0,13.0,2.0,2.0,18.14,Young Adult
Dachshund,Small,Female,3.0,Neutered,Moderate,3.0,8.0,2.0,2.0,8.72,Young Adult
Dachshund,Small,Male,5.0,Unknown,Moderate,2.0,12.0,1.0,2.0,8.34,Adult
Great Dane,Large,Female,5.0,Spayed,Very Active,2.0,12.0,0.0,1.0,76.98,Adult
Australian Shepherd,Medium,Male,6.0,Spayed,Moderate,0.0,9.0,1.0,1.0,28.58,Adult
Australian Shepherd,Medium,Male,5.0,Spayed,Very Active,3.0,8.0,1.0,0.0,31.3,Adult
German Shepherd,Large,Male,9.0,Neutered,Moderate,2.0,11.0,1.0,1.0,22.68,Senior
Great Dane,Large,Male,8.0,Neutered,Unknown,4.0,13.0,2.0,1.0,67.87,Senior
Great Dane,Large,Male,6.0,Neutered,Moderate,1.0,9.0,2.0,2.0,72.15,Adult
Labrador Retriever,Large,Female,11.0,Unknown,Active,3.0,12.0,3.0,1.0,28.68,Senior
Great Dane,Large,Male,6.0,Unknown,Moderate,2.0,8.0,2.0,1.0,56.13,Adult
Boxer,Medium,Male,3.0,Unknown,Low,4.0,9.0,2.0,3.0,25.38,Young Adult
Beagle,Unknown,Female,7.0,Unknown,Very Active,5.0,9.0,1.0,1.0,15.0,Adult
Chihuahua,Small,Female,4.0,Neutered,Low,2.0,13.0,1.0,2.0,1.31,Young Adult
German Shepherd,Large,Male,7.0,Spayed,Unknown,1.0,10.0,0.0,2.0,23.83,Adult
Poodle,Small,Female,6.0,Neutered,Unknown,4.0,10.0,1.0,4.0,21.32,Adult
Beagle,Small,Male,8.0,Neutered,Very Active,3.0,14.0,0.0,4.0,10.76,Senior
Yorkshire Terrier,Small,Male,10.0,Spayed,Active,3.0,12.0,1.0,2.0,3.04,Senior
Yorkshire Terrier,Small,Female,13.0,Neutered,Very Active,3.0,13.0,3.0,3.0,4.22,Senior
Great Dane,Large,Male,9.0,Spayed,Moderate,2.0,14.0,1.0,1.0,56.69,Senior
Dachshund,Small,Male,8.0,Neutered,Unknown,2.0,11.0,1.0,1.0,6.91,Senior
Siberian Husky,Medium,Female,11.0,Unknown,Very Active,1.0,11.0,2.0,2.0,21.32,Senior
Siberian Husky,Medium,Male,5.0,Neutered,Unknown,2.0,10.0,2.0,3.0,18.89,Adult
Bulldog,Medium,Male,5.0,Neutered,Low,3.0,10.0,1.0,1.0,19.05,Adult
Yorkshire Terrier,Small,Female,6.0,Unknown,Very Active,3.0,10.0,3.0,1.0,3.0,Adult
Golden Retriever,Large,Female,11.0,Unknown,Very Active,1.0,11.0,3.0,2.0,32.15,Senior
Chihuahua,Small,Female,4.0,Neutered,Unknown,1.0,10.0,2.0,0.0,2.93,Young Adult
Yorkshire Terrier,Small,Male,7.0,Unknown,Active,3.0,11.0,1.0,0.0,4.79,Adult
German Shepherd,Unknown,Male,4.0,Unknown,Active,3.0,10.0,0.0,1.0,25.4,Young Adult
Golden Retriever,Large,Female,10.0,Spayed,Very Active,1.0,10.0,3.0,1.0,26.76,Senior
Great Dane,Large,Female,2.0,Unknown,Unknown,0.0,11.0,1.0,3.0,51.67,Young Adult
Yorkshire Terrier,Small,Female,8.0,Spayed,Active,1.0,8.0,1.0,1.0,3.53,Senior
Unknown,Small,Male,3.0,Unknown,Unknown,1.0,12.0,3.0,2.0,15.88,Young Adult
Australian Shepherd,Medium,Female,6.0,Unknown,Active,4.0,9.0,3.0,0.0,26.76,Adult
Doberman,Large,Female,6.0,Spayed,Active,0.0,12.0,1.0,3.0,27.67,Adult
Yorkshire Terrier,Small,Female,8.0,Neutered,Active,3.0,10.0,1.0,2.0,4.7,Senior
Golden Retriever,Large,Female,2.0,Spayed,Active,2.0,8.0,3.0,0.0,33.57,Young Adult
Chihuahua,Small,Male,2.0,Unknown,Active,1.0,13.0,2.0,1.0,3.84,Young Adult
German Shepherd,Large,Female,6.0,Neutered,Active,2.0,10.0,2.0,2.0,28.12,Adult
Great Dane,Large,Male,8.0,Unknown,Low,3.0,10.0,1.0,2.0,69.92,Senior
Poodle,Small,Female,11.0,Spayed,Active,5.0,11.0,2.0,1.0,16.33,Senior
