Breed,Breed Size,Sex,Age,Weight (lbs),Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits
Australian Shepherd,Large,Female,1.0,49.0,Moderate,5.0,12.0,2.0,2.0
Labrador Retriever,Large,Female,9.0,67.0,Active,4.0,11.0,2.0,0.0
German Shepherd,Large,Female,4.0,65.0,Moderate,2.0,10.0,3.0,2.0
Rottweiler,Large,Female,8.0,80.0,Active,2.0,10.0,0.0,3.0
Golden Retriever,Large,Male,7.0,41.0,Very Active,4.0,12.0,3.0,0.0
Golden Retriever,Large,Male,9.0,63.0,Active,1.0,11.0,1.0,1.0
Labrador Retriever,Large,Female,12.0,70.0,Very Active,2.0,10.0,1.0,3.0
Doberman,Large,Male,4.0,59.0,Very Active,2.0,13.0,2.0,0.0
Labrador Retriever,Large,Female,6.0,53.0,Moderate,1.0,11.0,3.0,1.0
Rottweiler,Large,Male,2.0,65.0,Low,4.0,10.0,2.0,1.0
Doberman,Large,Male,12.0,40.0,Active,3.0,13.0,0.0,4.0
Great Dane,Large,Female,2.0,26.0,Low,2.0,11.0,2.0,4.0
Rottweiler,Large,Male,4.0,55.0,Active,6.0,11.0,4.0,3.0
Doberman,Large,Female,4.0,63.0,Active,3.0,10.0,1.0,1.0
Rottweiler,Large,Female,1.0,70.0,Active,0.0,10.0,1.0,2.0
Labrador Retriever,Large,Female,1.0,38.0,Active,3.0,8.0,0.0,0.0
Golden Retriever,Large,Male,10.0,62.0,Moderate,1.0,9.0,2.0,4.0
Doberman,Large,Male,6.0,41.0,Very Active,2.0,11.0,3.0,3.0
Golden Retriever,Large,Female,5.0,56.0,Active,5.0,12.0,3.0,0.0
Labrador Retriever,Large,Male,8.0,22.0,Very Active,1.0,10.0,1.0,0.0
Doberman,Large,Female,2.0,34.0,Active,5.0,10.0,0.0,1.0
Australian Shepherd,Large,Male,13.0,66.0,Very Active,3.0,10.0,1.0,1.0
Golden Retriever,Large,Male,4.0,46.0,Active,5.0,10.0,0.0,1.0
Golden Retriever,Large,Female,12.0,59.0,Active,3.0,11.0,1.0,1.0
German Shepherd,Large,Female,6.0,39.0,Low,3.0,12.0,1.0,1.0
Labrador Retriever,Large,Female,12.0,66.0,Moderate,4.0,9.0,1.0,4.0
Golden Retriever,Large,Male,6.0,68.0,Very Active,1.0,10.0,2.0,1.0
Rottweiler,Large,Female,12.0,56.0,Very Active,4.0,14.0,2.0,3.0
Doberman,Large,Female,2.0,39.0,Active,2.0,10.0,3.0,0.0
Great Dane,Large,Male,5.0,48.0,Low,3.0,10.0,0.0,1.0
German Shepherd,Large,Female,1.0,52.0,Very Active,3.0,12.0,1.0,2.0
German Shepherd,Large,Female,11.0,70.0,Very Active,1.0,12.0,3.0,1.0
Doberman,Large,Female,6.0,68.0,Low,3.0,9.0,1.0,1.0
German Shepherd,Large,Male,4.0,49.0,Low,2.0,11.0,3.0,1.0
Rottweiler,Large,Female,12.0,44.0,Very Active,3.0,14.0,2.0,1.0
Labrador Retriever,Large,Female,9.0,61.0,Active,3.0,11.0,2.0,1.0
German Shepherd,Large,Male,5.0,50.0,Very Active,3.0,9.0,1.0,2.0
Rottweiler,Large,Female,6.0,62.0,Active,3.0,9.0,0.0,0.0
Golden Retriever,Large,Female,7.0,61.0,Moderate,1.0,10.0,0.0,1.0
German Shepherd,Large,Female,5.0,39.0,Low,3.0,9.0,1.0,0.0
Labrador Retriever,Large,Male,9.0,40.0,Very Active,3.0,10.0,0.0,1.0
Rottweiler,Large,Female,11.0,60.0,Active,1.0,12.0,2.0,1.0
Australian Shepherd,Large,Male,2.0,63.0,Active,5.0,10.0,1.0,2.0
Golden Retriever,Large,Female,4.0,50.0,Moderate,5.0,12.0,3.0,4.0
Doberman,Large,Female,11.0,57.0,Moderate,2.0,12.0,1.0,3.0
Golden Retriever,Large,Male,6.0,63.0,Active,3.0,11.0,2.0,2.0
Labrador Retriever,Large,Male,11.0,38.0,Active,2.0,13.0,2.0,2.0
Golden Retriever,Large,Female,11.0,58.0,Low,4.0,14.0,1.0,2.0
Rottweiler,Large,Male,7.0,81.0,Very Active,2.0,11.0,1.0,4.0
Golden Retriever,Large,Female,10.0,63.0,Active,1.0,11.0,2.0,2.0
Doberman,Large,Male,6.0,41.0,Very Active,4.0,13.0,0.0,0.0
Doberman,Large,Male,13.0,42.0,Low,3.0,11.0,2.0,4.0
Great Dane,Large,Male,1.0,48.0,Moderate,3.0,12.0,1.0,1.0
Golden Retriever,Large,Male,2.0,30.0,Active,3.0,12.0,1.0,3.0
Rottweiler,Large,Male,6.0,69.0,Very Active,3.0,10.0,1.0,2.0
Siberian Husky,Large,Female,4.0,45.0,Active,5.0,12.0,2.0,1.0
Rottweiler,Large,Male,5.0,31.0,Moderate,0.0,11.0,1.0,2.0
Labrador Retriever,Large,Male,10.0,43.0,Active,2.0,12.0,2.0,1.0
Golden Retriever,Large,Male,7.0,44.0,Very Active,2.0,12.0,2.0,0.0
Golden Retriever,Large,Female,3.0,68.0,Low,2.0,8.0,3.0,2.0
Golden Retriever,Large,Female,7.0,67.0,Active,3.0,11.0,4.0,3.0
Doberman,Large,Male,2.0,73.0,Moderate,0.0,12.0,2.0,2.0
Boxer,Large,Female,6.0,44.0,Moderate,1.0,13.0,1.0,1.0
Great Dane,Large,Female,5.0,69.0,Very Active,2.0,12.0,0.0,1.0
German Shepherd,Large,Male,9.0,50.0,Moderate,2.0,11.0,1.0,1.0
Great Dane,Large,Male,8.0,62.0,Active,4.0,13.0,2.0,1.0
Great Dane,Large,Male,6.0,50.0,Moderate,1.0,9.0,2.0,2.0
Labrador Retriever,Large,Female,11.0,19.0,Active,3.0,12.0,3.0,1.0
Great Dane,Large,Male,6.0,46.0,Moderate,2.0,8.0,2.0,1.0
Beagle,Large,Female,7.0,39.0,Very Active,5.0,9.0,1.0,1.0
German Shepherd,Large,Male,7.0,34.0,Active,1.0,10.0,0.0,2.0
Great Dane,Large,Male,9.0,40.0,Moderate,2.0,14.0,1.0,1.0
Golden Retriever,Large,Female,11.0,50.0,Very Active,1.0,11.0,3.0,2.0
German Shepherd,Large,Male,4.0,56.0,Active,3.0,10.0,0.0,1.0
Golden Retriever,Large,Female,10.0,45.0,Very Active,1.0,10.0,3.0,1.0
Great Dane,Large,Female,2.0,56.0,Active,0.0,11.0,1.0,3.0
Doberman,Large,Female,6.0,61.0,Active,0.0,12.0,1.0,3.0
Golden Retriever,Large,Female,2.0,74.0,Active,2.0,8.0,3.0,0.0
German Shepherd,Large,Female,6.0,62.0,Active,2.0,10.0,2.0,2.0
Great Dane,Large,Male,8.0,50.0,Low,3.0,10.0,1.0,2.0
German Shepherd,Large,Female,3.0,53.0,Low,1.0,10.0,3.0,2.0
German Shepherd,Large,Female,1.0,45.0,Active,3.0,12.0,0.0,2.0
Great Dane,Large,Male,7.0,43.0,Active,2.0,10.0,1.0,4.0
Great Dane,Large,Female,11.0,46.0,Very Active,1.0,11.0,2.0,2.0
Labrador Retriever,Large,Female,2.0,51.0,Moderate,1.0,11.0,2.0,1.0
Great Dane,Large,Male,4.0,72.0,Active,1.0,12.0,2.0,1.0
Doberman,Large,Female,8.0,50.0,Active,2.0,10.0,0.0,1.0
Golden Retriever,Large,Female,13.0,49.0,Low,3.0,9.0,2.0,1.0
Doberman,Large,Male,5.0,28.0,Active,3.0,12.0,3.0,0.0
Great Dane,Large,Male,13.0,57.0,Active,0.0,10.0,3.0,2.0
German Shepherd,Large,Male,8.0,64.0,Low,3.0,10.0,2.0,0.0
Golden Retriever,Large,Male,9.0,29.0,Active,2.0,10.0,2.0,3.0
Rottweiler,Large,Female,9.0,58.0,Active,2.0,10.0,1.0,2.0
Bulldog,Large,Male,1.0,68.0,Very Active,2.0,8.0,2.0,2.0
Golden Retriever,Large,Female,5.0,49.0,Moderate,2.0,11.0,2.0,1.0
Rottweiler,Large,Male,13.0,49.0,Active,2.0,11.0,1.0,1.0
Doberman,Large,Male,3.0,19.0,Active,4.0,12.0,1.0,1.0
Labrador Retriever,Large,Female,10.0,57.0,Very Active,6.0,11.0,3.0,2.0
Rottweiler,Large,Female,5.0,46.0,Active,1.0,11.0,1.0,1.0
German Shepherd,Large,Female,6.0,52.0,Active,2.0,8.0,0.0,2.0
Labrador Retriever,Large,Male,8.0,20.0,Active,3.0,14.0,2.0,2.0
Bulldog,Large,Male,5.0,63.0,Active,1.0,14.0,2.0,2.0
Golden Retriever,Large,Male,3.0,61.0,Very Active,2.0,12.0,2.0,1.0
Yorkshire Terrier,Large,Female,2.0,54.0,Very Active,2.0,12.0,2.0,2.0
Rottweiler,Large,Male,12.0,29.0,Moderate,2.0,13.0,0.0,1.0
Golden Retriever,Large,Female,6.0,66.0,Moderate,2.0,11.0,1.0,2.0
Labrador Retriever,Large,Female,11.0,50.0,Active,2.0,13.0,2.0,2.0
Rottweiler,Large,Male,6.0,62.0,Active,1.0,12.0,1.0,0.0
Great Dane,Large,Female,4.0,70.0,Active,4.0,11.0,1.0,1.0
Rottweiler,Large,Female,7.0,43.0,Very Active,1.0,13.0,3.0,2.0
Labrador Retriever,Large,Female,13.0,30.0,Active,0.0,8.0,2.0,3.0
Golden Retriever,Large,Female,2.0,85.0,Active,1.0,12.0,0.0,3.0
Golden Retriever,Large,Female,8.0,41.0,Very Active,1.0,12.0,1.0,0.0
Golden Retriever,Large,Female,10.0,60.0,Active,4.0,10.0,3.0,1.0
Rottweiler,Large,Male,10.0,35.0,Moderate,5.0,10.0,4.0,2.0
German Shepherd,Large,Male,10.0,35.0,Active,0.0,10.0,1.0,1.0
Great Dane,Large,Female,5.0,60.0,Very Active,2.0,12.0,1.0,3.0
Golden Retriever,Large,Female,2.0,49.0,Low,3.0,12.0,0.0,3.0
Rottweiler,Large,Female,3.0,40.0,Low,3.0,10.0,0.0,1.0
Golden Retriever,Large,Male,9.0,66.0,Active,3.0,12.0,3.0,2.0
Great Dane,Large,Male,11.0,39.0,Active,3.0,13.0,2.0,1.0
Golden Retriever,Large,Female,10.0,41.0,Active,2.0,11.0,2.0,4.0
Golden Retriever,Large,Male,11.0,47.0,Active,1.0,11.0,2.0,0.0
Golden Retriever,Large,Female,6.0,43.0,Very Active,4.0,11.0,0.0,1.0
Australian Shepherd,Large,Female,4.0,38.0,Low,3.0,13.0,2.0,3.0
Doberman,Large,Male,8.0,40.0,Very Active,2.0,12.0,2.0,3.0
Golden Retriever,Large,Female,9.0,47.0,Low,2.0,11.0,2.0,2.0
Labrador Retriever,Large,Male,13.0,76.0,Active,3.0,13.0,4.0,3.0
Doberman,Large,Female,9.0,62.0,Active,5.0,12.0,1.0,1.0
Doberman,Large,Male,13.0,49.0,Very Active,4.0,12.0,3.0,2.0
German Shepherd,Large,Male,1.0,47.0,Active,4.0,10.0,2.0,1.0
Great Dane,Large,Female,9.0,36.0,Active,1.0,11.0,1.0,0.0
Golden Retriever,Large,Female,6.0,38.0,Active,1.0,10.0,2.0,1.0
Golden Retriever,Large,Female,2.0,54.0,Low,4.0,11.0,2.0,1.0
Golden Retriever,Large,Male,7.0,38.0,Low,3.0,13.0,1.0,2.0
Rottweiler,Large,Female,7.0,33.0,Active,2.0,10.0,0.0,2.0
Yorkshire Terrier,Large,Female,1.0,74.0,Very Active,2.0,11.0,1.0,3.0
Great Dane,Large,Male,1.0,51.0,Active,3.0,10.0,1.0,2.0
Golden Retriever,Large,Female,6.0,59.0,Very Active,3.0,9.0,3.0,0.0
Labrador Retriever,Large,Female,1.0,34.0,Active,4.0,11.0,1.0,2.0
Great Dane,Large,Male,3.0,51.0,Moderate,4.0,10.0,3.0,2.0
Doberman,Large,Female,8.0,16.0,Low,3.0,11.0,4.0,2.0
Rottweiler,Large,Female,13.0,46.0,Active,2.0,12.0,1.0,2.0
German Shepherd,Large,Male,10.0,57.0,Moderate,1.0,12.0,1.0,1.0
Great Dane,Large,Female,8.0,52.0,Active,1.0,9.0,1.0,3.0
Rottweiler,Large,Male,4.0,48.0,Low,1.0,11.0,1.0,1.0
German Shepherd,Large,Male,12.0,55.0,Very Active,3.0,11.0,3.0,2.0
Labrador Retriever,Large,Female,11.0,34.0,Active,7.0,8.0,4.0,3.0
Rottweiler,Large,Male,9.0,48.0,Active,4.0,11.0,0.0,1.0
Doberman,Large,Female,6.0,57.0,Active,3.0,12.0,2.0,2.0
Doberman,Large,Male,10.0,36.0,Low,1.0,13.0,3.0,1.0
Labrador Retriever,Large,Male,8.0,34.0,Active,2.0,12.0,3.0,2.0
Labrador Retriever,Large,Female,8.0,31.0,Low,1.0,9.0,3.0,2.0
Rottweiler,Large,Female,6.0,41.0,Active,2.0,11.0,1.0,0.0
Labrador Retriever,Large,Male,6.0,43.0,Very Active,3.0,10.0,2.0,3.0
Rottweiler,Large,Female,13.0,61.0,Very Active,3.0,9.0,4.0,1.0
Rottweiler,Large,Female,7.0,40.0,Low,3.0,10.0,1.0,4.0
Golden Retriever,Large,Female,4.0,57.0,Moderate,4.0,11.0,2.0,2.0
Rottweiler,Large,Male,8.0,27.0,Active,5.0,12.0,2.0,1.0
Great Dane,Large,Male,6.0,26.0,Very Active,2.0,10.0,1.0,2.0
Labrador Retriever,Large,Female,4.0,75.0,Moderate,4.0,11.0,3.0,2.0
Doberman,Large,Female,6.0,44.0,Low,4.0,10.0,1.0,1.0
Rottweiler,Large,Male,8.0,34.0,Very Active,0.0,13.0,2.0,1.0
Rottweiler,Large,Male,2.0,50.0,Moderate,3.0,10.0,1.0,1.0
Labrador Retriever,Large,Male,10.0,34.0,Moderate,0.0,12.0,1.0,3.0
Australian Shepherd,Large,Female,12.0,49.0,Very Active,5.0,9.0,3.0,1.0
Rottweiler,Large,Male,3.0,28.0,Active,3.0,14.0,0.0,2.0
Great Dane,Large,Male,11.0,55.0,Very Active,2.0,13.0,1.0,0.0
German Shepherd,Large,Female,6.0,31.0,Moderate,4.0,9.0,2.0,2.0
Doberman,Large,Female,4.0,37.0,Low,3.0,10.0,1.0,1.0
Rottweiler,Large,Male,8.0,59.0,Low,3.0,11.0,2.0,4.0
German Shepherd,Large,Male,8.0,47.0,Active,2.0,14.0,3.0,3.0
Great Dane,Large,Female,2.0,63.0,Very Active,3.0,12.0,2.0,1.0
Great Dane,Large,Female,6.0,35.0,Active,2.0,10.0,2.0,2.0
Great Dane,Large,Female,3.0,47.0,Moderate,2.0,13.0,1.0,3.0
Rottweiler,Large,Female,8.0,51.0,Active,0.0,9.0,2.0,1.0
Golden Retriever,Large,Female,11.0,52.0,Active,3.0,10.0,1.0,3.0
Rottweiler,Large,Female,6.0,62.0,Active,2.0,13.0,3.0,2.0
Golden Retriever,Large,Male,11.0,28.0,Very Active,3.0,10.0,1.0,1.0
Doberman,Large,Male,11.0,44.0,Active,2.0,10.0,1.0,1.0
Rottweiler,Large,Male,4.0,62.0,Moderate,3.0,9.0,1.0,3.0
Labrador Retriever,Large,Female,2.0,32.0,Moderate,2.0,11.0,0.0,1.0
Doberman,Large,Female,1.0,45.0,Moderate,3.0,13.0,2.0,0.0
Doberman,Large,Male,3.0,37.0,Very Active,3.0,11.0,3.0,1.0
Golden Retriever,Large,Male,11.0,50.0,Active,2.0,11.0,1.0,1.0
German Shepherd,Large,Female,10.0,37.0,Active,1.0,11.0,3.0,2.0
Doberman,Large,Female,12.0,59.0,Very Active,2.0,13.0,2.0,2.0
Golden Retriever,Large,Female,6.0,32.0,Active,1.0,12.0,3.0,3.0
German Shepherd,Large,Male,6.0,51.0,Active,5.0,14.0,1.0,1.0
Rottweiler,Large,Female,12.0,46.0,Very Active,2.0,12.0,1.0,1.0
German Shepherd,Large,Male,3.0,65.0,Active,3.0,11.0,2.0,2.0
Doberman,Large,Male,1.0,64.0,Moderate,2.0,12.0,2.0,3.0
Rottweiler,Large,Male,2.0,50.0,Very Active,1.0,10.0,0.0,0.0
Doberman,Large,Female,12.0,53.0,Active,3.0,12.0,2.0,2.0
Rottweiler,Large,Male,6.0,60.0,Active,2.0,10.0,3.0,3.0
Golden Retriever,Large,Male,8.0,51.0,Very Active,2.0,11.0,1.0,3.0
German Shepherd,Large,Male,9.0,29.0,Active,5.0,14.0,3.0,2.0
Golden Retriever,Large,Female,5.0,56.0,Active,3.0,11.0,4.0,0.0
Doberman,Large,Female,7.0,21.0,Active,3.0,9.0,2.0,0.0
Golden Retriever,Large,Male,4.0,37.0,Very Active,3.0,9.0,2.0,0.0
Great Dane,Large,Male,8.0,53.0,Low,2.0,10.0,1.0,2.0
Rottweiler,Large,Male,11.0,58.0,Very Active,3.0,9.0,0.0,1.0
Labrador Retriever,Large,Female,13.0,40.0,Active,0.0,11.0,2.0,0.0
Doberman,Large,Male,5.0,35.0,Active,4.0,11.0,0.0,1.0
German Shepherd,Large,Female,9.0,46.0,Active,1.0,9.0,0.0,1.0
Golden Retriever,Large,Male,4.0,21.0,Moderate,4.0,12.0,1.0,1.0
Labrador Retriever,Large,Female,5.0,47.0,Very Active,0.0,12.0,1.0,1.0
Golden Retriever,Large,Male,13.0,31.0,Low,2.0,14.0,0.0,1.0
Doberman,Large,Male,13.0,41.0,Very Active,0.0,10.0,2.0,2.0
Great Dane,Large,Male,5.0,39.0,Low,3.0,12.0,1.0,1.0
German Shepherd,Large,Male,2.0,34.0,Low,3.0,9.0,0.0,0.0
Great Dane,Large,Male,10.0,43.0,Very Active,4.0,11.0,1.0,1.0
Doberman,Large,Male,1.0,57.0,Very Active,1.0,10.0,2.0,2.0
Golden Retriever,Large,Female,2.0,54.0,Active,4.0,12.0,1.0,1.0
Golden Retriever,Large,Male,8.0,49.0,Active,3.0,11.0,3.0,1.0
Golden Retriever,Large,Male,2.0,34.0,Moderate,6.0,11.0,3.0,4.0
German Shepherd,Large,Female,2.0,51.0,Moderate,1.0,12.0,1.0,0.0
Doberman,Large,Female,12.0,61.0,Moderate,1.0,9.0,4.0,1.0
Rottweiler,Large,Female,3.0,37.0,Very Active,1.0,10.0,1.0,2.0
Golden Retriever,Large,Male,10.0,34.0,Low,2.0,11.0,4.0,1.0
Great Dane,Large,Female,3.0,59.0,Low,3.0,11.0,3.0,2.0
German Shepherd,Large,Male,1.0,31.0,Active,3.0,10.0,1.0,2.0
Golden Retriever,Large,Female,8.0,46.0,Moderate,0.0,11.0,2.0,0.0
Labrador Retriever,Large,Male,9.0,49.0,Moderate,2.0,8.0,0.0,2.0
Golden Retriever,Large,Male,9.0,45.0,Low,2.0,12.0,3.0,2.0
Golden Retriever,Large,Female,10.0,18.0,Low,4.0,12.0,0.0,2.0
Rottweiler,Large,Male,9.0,45.0,Active,3.0,12.0,2.0,1.0
German Shepherd,Large,Female,6.0,49.0,Active,1.0,11.0,2.0,2.0
Great Dane,Large,Female,11.0,39.0,Low,0.0,10.0,1.0,3.0
Great Dane,Large,Female,11.0,64.0,Very Active,2.0,12.0,1.0,1.0
Labrador Retriever,Large,Female,13.0,68.0,Low,4.0,13.0,1.0,3.0
Golden Retriever,Large,Female,10.0,61.0,Active,4.0,13.0,1.0,1.0
Great Dane,Large,Female,6.0,44.0,Moderate,3.0,11.0,1.0,1.0
Siberian Husky,Large,Female,2.0,37.0,Active,3.0,11.0,1.0,3.0
Labrador Retriever,Large,Female,7.0,56.0,Moderate,4.0,13.0,0.0,1.0
German Shepherd,Large,Female,2.0,28.0,Very Active,5.0,12.0,1.0,0.0
Golden Retriever,Large,Female,8.0,50.0,Active,3.0,12.0,1.0,1.0
Rottweiler,Large,Female,7.0,65.0,Low,1.0,12.0,2.0,1.0
Rottweiler,Large,Female,12.0,49.0,Active,2.0,11.0,2.0,3.0
Rottweiler,Large,Male,6.0,44.0,Very Active,2.0,11.0,2.0,1.0
German Shepherd,Large,Male,3.0,65.0,Moderate,0.0,12.0,1.0,2.0
Rottweiler,Large,Male,8.0,22.0,Active,3.0,12.0,1.0,2.0
Doberman,Large,Female,7.0,66.0,Very Active,7.0,11.0,2.0,3.0
Golden Retriever,Large,Male,5.0,61.0,Very Active,4.0,11.0,1.0,2.0
Doberman,Large,Female,6.0,72.0,Low,5.0,13.0,2.0,0.0
Doberman,Large,Male,6.0,32.0,Active,2.0,13.0,1.0,1.0
German Shepherd,Large,Female,4.0,69.0,Active,3.0,9.0,1.0,2.0
German Shepherd,Large,Female,2.0,31.0,Active,2.0,9.0,2.0,1.0
Great Dane,Large,Female,11.0,45.0,Very Active,2.0,11.0,2.0,4.0
Rottweiler,Large,Female,5.0,62.0,Active,2.0,10.0,2.0,0.0
Golden Retriever,Large,Female,6.0,43.0,Active,4.0,11.0,2.0,1.0
Labrador Retriever,Large,Female,8.0,25.0,Active,5.0,11.0,2.0,0.0
Rottweiler,Large,Male,7.0,30.0,Moderate,1.0,13.0,2.0,0.0
Doberman,Large,Male,4.0,35.0,Active,1.0,13.0,1.0,0.0
Rottweiler,Large,Male,9.0,40.0,Very Active,0.0,12.0,3.0,3.0
German Shepherd,Large,Male,3.0,81.0,Active,2.0,10.0,2.0,2.0
Golden Retriever,Large,Male,3.0,43.0,Low,4.0,9.0,0.0,2.0
Golden Retriever,Large,Male,6.0,63.0,Moderate,3.0,10.0,4.0,2.0
Golden Retriever,Large,Female,10.0,53.0,Very Active,5.0,11.0,1.0,4.0
Golden Retriever,Large,Female,12.0,48.0,Active,5.0,12.0,1.0,2.0
Doberman,Large,Female,4.0,41.0,Low,3.0,13.0,0.0,2.0
Great Dane,Large,Male,5.0,59.0,Low,3.0,10.0,1.0,3.0
Rottweiler,Large,Male,11.0,49.0,Active,2.0,12.0,3.0,1.0
Doberman,Large,Male,3.0,59.0,Active,2.0,14.0,0.0,1.0
Golden Retriever,Large,Female,2.0,49.0,Moderate,2.0,11.0,1.0,3.0
Great Dane,Large,Male,2.0,36.0,Active,3.0,8.0,0.0,1.0
Rottweiler,Large,Female,1.0,55.0,Active,2.0,11.0,3.0,2.0
Labrador Retriever,Large,Male,6.0,60.0,Low,3.0,11.0,2.0,2.0
Golden Retriever,Large,Female,12.0,71.0,Active,5.0,10.0,0.0,3.0
Doberman,Large,Female,3.0,67.0,Very Active,1.0,11.0,2.0,0.0
Rottweiler,Large,Male,13.0,65.0,Active,5.0,13.0,2.0,2.0
Golden Retriever,Large,Male,4.0,50.0,Active,4.0,10.0,3.0,2.0
Great Dane,Large,Male,1.0,74.0,Very Active,0.0,11.0,2.0,1.0
German Shepherd,Large,Male,10.0,71.0,Active,2.0,8.0,2.0,3.0
Bulldog,Large,Female,5.0,19.0,Active,3.0,11.0,3.0,1.0
Golden Retriever,Large,Female,11.0,58.0,Active,0.0,11.0,1.0,1.0
Great Dane,Large,Female,12.0,45.0,Very Active,2.0,13.0,3.0,2.0
Golden Retriever,Large,Female,10.0,77.0,Low,1.0,12.0,1.0,3.0
Great Dane,Large,Female,3.0,35.0,Active,3.0,10.0,3.0,1.0
German Shepherd,Large,Male,6.0,39.0,Very Active,1.0,12.0,1.0,2.0
Labrador Retriever,Large,Male,10.0,41.0,Moderate,3.0,11.0,1.0,2.0
Great Dane,Large,Female,6.0,53.0,Active,1.0,10.0,2.0,1.0
German Shepherd,Large,Male,1.0,53.0,Moderate,2.0,12.0,2.0,1.0
German Shepherd,Large,Male,4.0,37.0,Very Active,3.0,13.0,0.0,2.0
German Shepherd,Large,Female,8.0,61.0,Active,1.0,12.0,2.0,2.0
Australian Shepherd,Large,Male,3.0,60.0,Low,3.0,12.0,2.0,1.0
Rottweiler,Large,Male,7.0,52.0,Very Active,4.0,12.0,1.0,1.0
Labrador Retriever,Large,Female,2.0,56.0,Very Active,0.0,13.0,2.0,1.0
Australian Shepherd,Large,Female,9.0,37.0,Very Active,5.0,12.0,3.0,3.0
Great Dane,Large,Male,4.0,55.0,Very Active,2.0,13.0,0.0,0.0
Australian Shepherd,Large,Male,6.0,71.0,Active,3.0,12.0,1.0,1.0
Rottweiler,Large,Male,1.0,35.0,Active,2.0,11.0,1.0,1.0
Rottweiler,Large,Female,3.0,58.0,Low,3.0,9.0,2.0,1.0
Great Dane,Large,Male,12.0,46.0,Very Active,4.0,11.0,2.0,1.0
Golden Retriever,Large,Female,9.0,46.0,Active,3.0,12.0,0.0,1.0
Australian Shepherd,Large,Female,1.0,62.0,Active,3.0,14.0,1.0,1.0
Great Dane,Large,Female,11.0,63.0,Very Active,3.0,11.0,2.0,2.0
Doberman,Large,Female,5.0,64.0,Low,2.0,10.0,1.0,1.0
Rottweiler,Large,Female,7.0,50.0,Moderate,5.0,11.0,1.0,1.0
German Shepherd,Large,Female,12.0,62.0,Active,0.0,11.0,2.0,1.0
Doberman,Large,Female,9.0,55.0,Active,2.0,13.0,2.0,1.0
Chihuahua,Large,Female,11.0,59.0,Active,0.0,9.0,3.0,1.0
Labrador Retriever,Large,Male,9.0,39.0,Active,1.0,13.0,1.0,1.0
Great Dane,Large,Male,3.0,30.0,Active,5.0,11.0,3.0,1.0
German Shepherd,Large,Male,8.0,49.0,Low,3.0,12.0,3.0,2.0
Doberman,Large,Male,3.0,38.0,Low,3.0,12.0,2.0,2.0
Doberman,Large,Female,12.0,45.0,Active,3.0,11.0,1.0,1.0
Rottweiler,Large,Male,12.0,51.0,Very Active,2.0,12.0,3.0,2.0
Doberman,Large,Male,11.0,41.0,Moderate,4.0,10.0,1.0,0.0
Labrador Retriever,Large,Male,8.0,46.0,Active,0.0,10.0,3.0,0.0
Great Dane,Large,Female,11.0,50.0,Active,5.0,10.0,1.0,2.0
German Shepherd,Large,Male,5.0,63.0,Moderate,2.0,13.0,1.0,1.0
German Shepherd,Large,Male,9.0,37.0,Moderate,2.0,11.0,1.0,2.0
Great Dane,Large,Female,7.0,51.0,Very Active,4.0,11.0,0.0,2.0
Australian Shepherd,Large,Female,8.0,51.0,Low,0.0,12.0,0.0,1.0
Labrador Retriever,Large,Male,5.0,50.0,Active,2.0,10.0,1.0,2.0
Rottweiler,Large,Female,8.0,37.0,Active,3.0,11.0,0.0,3.0
Labrador Retriever,Large,Male,6.0,66.0,Moderate,0.0,10.0,0.0,2.0
German Shepherd,Large,Male,7.0,56.0,Active,3.0,11.0,2.0,0.0
Doberman,Large,Male,5.0,62.0,Very Active,1.0,13.0,0.0,1.0
Great Dane,Large,Male,6.0,47.0,Active,4.0,11.0,1.0,2.0
Golden Retriever,Large,Male,7.0,87.0,Low,2.0,9.0,1.0,2.0
Doberman,Large,Male,3.0,51.0,Very Active,1.0,12.0,3.0,0.0
Golden Retriever,Large,Female,4.0,66.0,Active,3.0,11.0,2.0,1.0
Golden Retriever,Large,Female,7.0,44.0,Moderate,0.0,12.0,2.0,3.0
Golden Retriever,Large,Male,7.0,58.0,Active,2.0,11.0,0.0,2.0
Golden Retriever,Large,Male,5.0,53.0,Moderate,3.0,13.0,4.0,1.0
Golden Retriever,Large,Female,12.0,58.0,Very Active,3.0,10.0,4.0,0.0
German Shepherd,Large,Male,12.0,40.0,Active,2.0,13.0,0.0,1.0
Labrador Retriever,Large,Male,10.0,58.0,Active,4.0,13.0,2.0,1.0
Doberman,Large,Female,9.0,41.0,Active,0.0,11.0,1.0,2.0
Great Dane,Large,Male,12.0,45.0,Moderate,3.0,9.0,2.0,1.0
Golden Retriever,Large,Male,6.0,49.0,Moderate,0.0,12.0,1.0,4.0
Great Dane,Large,Male,6.0,87.0,Very Active,2.0,11.0,1.0,3.0
Rottweiler,Large,Male,3.0,51.0,Low,3.0,10.0,1.0,1.0
Golden Retriever,Large,Male,3.0,73.0,Moderate,1.0,12.0,2.0,1.0
Golden Retriever,Large,Male,2.0,52.0,Low,4.0,10.0,2.0,3.0
Great Dane,Large,Male,1.0,54.0,Moderate,4.0,9.0,2.0,2.0
Golden Retriever,Large,Female,8.0,50.0,Very Active,1.0,10.0,1.0,2.0
Great Dane,Large,Male,6.0,34.0,Active,0.0,11.0,3.0,1.0
