Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Boxer,Large,Female,12.0,54.0,Neutered,Moderate,4.0,Yes,No,13.0,1.0,Very Active,1.0,60.0
German Shepherd,Large,Male,5.0,65.9,Spayed,Active,1.0,Yes,No,10.0,0.0,Very Active,3.0,58.0
German Shepherd,Large,Male,8.0,59.0,Spayed,Low,3.0,Yes,No,12.0,2.0,Very Active,3.0,46.0
Doberman,Large,Male,4.0,64.7,Spayed,Low,1.0,No,No,12.0,2.0,Very Active,2.0,61.0
Rottweiler,Large,Male,4.0,114.3,Spayed,Moderate,2.0,Yes,No,12.0,2.0,Low,1.0,83.0
Doberman,Large,Male,6.0,62.1,Spayed,Active,1.0,Yes,No,13.0,1.0,Very Active,2.0,54.0
German Shepherd,Large,Female,8.0,52.0,Spayed,Low,3.0,Yes,No,11.0,1.0,Low,1.0,51.0
Golden Retriever,Large,Male,12.0,57.5,Spayed,Very Active,0.0,No,No,10.0,1.0,Very Active,0.0,52.0
Rottweiler,Large,Female,12.0,100.5,Spayed,Active,4.0,No,No,13.0,0.0,Very Active,1.0,62.0
Great Dane,Large,Female,13.0,158.8,Neutered,Active,4.0,No,Yes,11.0,1.0,Active,0.0,74.0
Labrador Retriever,Large,Female,10.0,60.7,Spayed,Moderate,5.0,No,No,11.0,4.0,Very Active,2.0,68.0
Doberman,Large,Male,8.0,60.0,Neutered,Very Active,1.0,No,No,13.0,1.0,Very Active,2.0,54.0
German Shepherd,Large,Male,10.0,69.0,Neutered,Very Active,5.0,Yes,No,12.0,1.0,Low,1.0,77.0
Rottweiler,Large,Male,1.0,97.9,Spayed,Low,4.0,No,No,10.0,2.0,Low,4.0,62.0
Labrador Retriever,Large,Female,6.0,61.0,Spayed,Low,3.0,Yes,No,9.0,2.0,Active,2.0,54.0
German Shepherd,Large,Female,7.0,76.1,Spayed,Low,1.0,No,No,12.0,2.0,Very Active,1.0,91.0
Doberman,Large,Female,8.0,61.0,Neutered,Moderate,4.0,Yes,No,10.0,2.0,Active,3.0,87.0
Rottweiler,Large,Male,1.0,112.7,Spayed,Active,1.0,Yes,No,10.0,3.0,Very Active,3.0,60.0
Rottweiler,Large,Female,13.0,120.8,Spayed,Active,5.0,Yes,No,12.0,2.0,Very Active,1.0,66.0
Doberman,Large,Male,3.0,60.0,Neutered,Active,2.0,No,No,11.0,1.0,Moderate,2.0,64.0
Doberman,Large,Female,11.0,63.0,Spayed,Very Active,0.0,No,No,12.0,2.0,Very Active,3.0,46.0
Doberman,Large,Female,4.0,82.5,Neutered,Active,3.0,Yes,No,13.0,1.0,Very Active,0.0,54.0
Labrador Retriever,Large,Male,3.0,71.4,Neutered,Moderate,4.0,Yes,No,12.0,0.0,Moderate,2.0,86.0
Labrador Retriever,Large,Male,4.0,74.7,Neutered,Moderate,1.0,No,No,12.0,1.0,Very Active,2.0,100.0
Labrador Retriever,Large,Female,5.0,65.7,Neutered,Active,3.0,No,No,12.0,2.0,Active,1.0,64.0
Labrador Retriever,Large,Male,4.0,57.8,Neutered,Active,3.0,Yes,No,13.0,1.0,Low,1.0,46.0
Great Dane,Large,Female,9.0,121.7,Spayed,Active,4.0,Yes,No,12.0,1.0,Low,1.0,46.0
Rottweiler,Large,Male,4.0,107.8,Neutered,Active,3.0,No,No,11.0,1.0,Very Active,1.0,60.0
German Shepherd,Large,Female,7.0,81.3,Spayed,Low,3.0,Yes,No,13.0,1.0,Moderate,4.0,64.0
Great Dane,Large,Male,3.0,103.3,Spayed,Low,3.0,No,No,14.0,2.0,Very Active,1.0,63.0
Labrador Retriever,Large,Female,10.0,62.7,Spayed,Active,3.0,No,No,10.0,4.0,Moderate,1.0,62.0
Rottweiler,Large,Female,8.0,123.4,Spayed,Active,3.0,Yes,No,9.0,2.0,Moderate,3.0,73.0
Doberman,Large,Female,11.0,78.5,Neutered,Active,2.0,Yes,No,11.0,0.0,Very Active,1.0,58.0
Bulldog,Large,Female,2.0,50.1,Spayed,Low,2.0,Yes,No,12.0,2.0,Active,2.0,78.0
Rottweiler,Large,Male,10.0,126.8,Spayed,Active,1.0,No,No,14.0,2.0,Moderate,1.0,41.0
German Shepherd,Large,Male,5.0,59.0,Neutered,Active,1.0,Yes,No,13.0,1.0,Very Active,2.0,66.0
Rottweiler,Large,Female,7.0,111.7,Neutered,Moderate,4.0,Yes,No,9.0,1.0,Very Active,2.0,62.0
Labrador Retriever,Large,Female,1.0,61.0,Neutered,Very Active,4.0,No,No,12.0,2.0,Moderate,0.0,72.0
Labrador Retriever,Large,Female,4.0,57.2,Neutered,Very Active,3.0,Yes,No,12.0,1.0,Very Active,3.0,72.0
Doberman,Large,Male,8.0,95.8,Spayed,Active,3.0,Yes,No,11.0,1.0,Moderate,3.0,69.0
Rottweiler,Large,Female,4.0,94.6,Spayed,Very Active,2.0,Yes,No,10.0,0.0,Very Active,1.0,69.0
German Shepherd,Large,Female,4.0,88.2,Spayed,Low,4.0,Yes,No,11.0,3.0,Moderate,0.0,67.0
German Shepherd,Large,Male,7.0,83.5,Spayed,Active,2.0,No,No,9.0,1.0,Low,0.0,63.0
German Shepherd,Large,Male,6.0,57.4,Spayed,Moderate,3.0,No,No,12.0,3.0,Very Active,4.0,69.0
German Shepherd,Large,Male,1.0,84.4,Spayed,Low,3.0,Yes,No,8.0,2.0,Active,1.0,47.0
Golden Retriever,Large,Male,13.0,71.1,Spayed,Moderate,0.0,No,No,9.0,0.0,Very Active,2.0,91.0
German Shepherd,Large,Male,9.0,85.1,Spayed,Low,1.0,No,No,12.0,2.0,Moderate,2.0,76.0
Labrador Retriever,Large,Female,10.0,57.4,Spayed,Active,5.0,No,No,14.0,2.0,Moderate,1.0,60.0
Golden Retriever,Large,Male,4.0,56.9,Spayed,Low,1.0,Yes,No,11.0,1.0,Low,1.0,71.0
Doberman,Large,Male,8.0,68.0,Neutered,Moderate,4.0,No,No,11.0,2.0,Low,1.0,69.0
Golden Retriever,Large,Male,6.0,65.4,Spayed,Low,2.0,No,No,11.0,1.0,Very Active,2.0,67.0
Golden Retriever,Large,Male,10.0,60.0,Spayed,Very Active,1.0,Yes,No,9.0,1.0,Very Active,2.0,41.0
Doberman,Large,Female,11.0,67.8,Spayed,Active,0.0,No,No,9.0,3.0,Very Active,1.0,81.0
Golden Retriever,Large,Male,12.0,71.2,Spayed,Active,3.0,No,No,12.0,1.0,Moderate,3.0,67.0
Yorkshire Terrier,Large,Male,6.0,6.6,Neutered,Very Active,4.0,No,No,10.0,3.0,Low,2.0,79.0
German Shepherd,Large,Female,5.0,76.0,Neutered,Active,1.0,No,No,9.0,0.0,Very Active,0.0,66.0
Rottweiler,Large,Female,7.0,125.3,Neutered,Active,0.0,Yes,No,12.0,1.0,Moderate,0.0,82.0
German Shepherd,Large,Female,1.0,63.0,Spayed,Very Active,1.0,Yes,No,10.0,0.0,Low,1.0,64.0
Golden Retriever,Large,Male,6.0,55.7,Spayed,Moderate,6.0,No,No,11.0,2.0,Moderate,1.0,59.0
Labrador Retriever,Large,Female,8.0,62.0,Spayed,Low,5.0,Yes,No,10.0,2.0,Low,1.0,63.0
Doberman,Large,Male,7.0,92.1,Spayed,Very Active,3.0,No,No,11.0,2.0,Moderate,1.0,64.0
Doberman,Large,Female,11.0,73.6,Neutered,Active,1.0,Yes,No,12.0,0.0,Low,3.0,51.0
Golden Retriever,Large,Female,7.0,74.5,Spayed,Low,2.0,Yes,No,10.0,3.0,Low,2.0,42.0
Rottweiler,Large,Female,9.0,123.9,Neutered,Active,3.0,No,No,13.0,2.0,Very Active,2.0,76.0
Rottweiler,Large,Female,13.0,92.0,Spayed,Active,4.0,No,No,11.0,1.0,Very Active,0.0,53.0
German Shepherd,Large,Female,6.0,53.0,Spayed,Active,4.0,Yes,No,10.0,2.0,Very Active,2.0,78.0
Labrador Retriever,Large,Female,6.0,68.0,Spayed,Low,4.0,No,No,12.0,0.0,Active,3.0,51.0
Rottweiler,Large,Female,2.0,107.7,Spayed,Very Active,4.0,Yes,No,11.0,1.0,Low,3.0,76.0
Great Dane,Large,Male,11.0,102.2,Spayed,Low,0.0,Yes,No,9.0,2.0,Moderate,3.0,50.0
Labrador Retriever,Large,Male,1.0,66.6,Neutered,Active,2.0,No,No,10.0,2.0,Very Active,4.0,67.0
Great Dane,Large,Female,4.0,167.7,Spayed,Active,2.0,Yes,No,11.0,3.0,Very Active,1.0,60.0
Golden Retriever,Large,Male,8.0,56.0,Spayed,Low,0.0,No,No,12.0,0.0,Very Active,2.0,68.0
German Shepherd,Large,Female,6.0,58.3,Neutered,Active,3.0,No,No,11.0,2.0,Very Active,1.0,78.0
Labrador Retriever,Large,Male,8.0,57.1,Spayed,Active,3.0,Yes,No,9.0,1.0,Active,2.0,71.0
Rottweiler,Large,Female,5.0,105.5,Neutered,Low,3.0,No,No,12.0,2.0,Active,1.0,71.0
Golden Retriever,Large,Female,3.0,56.0,Spayed,Very Active,3.0,No,No,11.0,1.0,Active,0.0,44.0
Labrador Retriever,Large,Female,8.0,77.5,Spayed,Very Active,1.0,No,No,14.0,1.0,Very Active,1.0,68.0
Great Dane,Large,Male,11.0,145.8,Neutered,Active,3.0,No,No,11.0,2.0,Very Active,2.0,42.0
Rottweiler,Large,Male,7.0,92.2,Spayed,Active,2.0,Yes,No,9.0,2.0,Moderate,2.0,100.0
Rottweiler,Large,Male,10.0,97.2,Spayed,Active,2.0,Yes,No,12.0,2.0,Very Active,1.0,67.0
Doberman,Large,Male,2.0,87.7,Spayed,Very Active,3.0,Yes,No,9.0,4.0,Very Active,0.0,73.0
Great Dane,Large,Female,12.0,139.8,Spayed,Active,4.0,Yes,No,11.0,1.0,Very Active,4.0,77.0
Bulldog,Large,Male,8.0,46.0,Spayed,Low,4.0,Yes,No,12.0,2.0,Very Active,3.0,48.0
Great Dane,Large,Female,6.0,127.4,Spayed,Active,3.0,No,No,10.0,0.0,Low,4.0,52.0
Labrador Retriever,Large,Male,8.0,61.5,Neutered,Active,3.0,No,No,12.0,2.0,Moderate,1.0,52.0
Great Dane,Large,Female,3.0,178.5,Spayed,Active,0.0,Yes,No,13.0,1.0,Moderate,3.0,55.0
Doberman,Large,Male,11.0,79.4,Neutered,Very Active,4.0,Yes,No,12.0,0.0,Moderate,1.0,59.0
Golden Retriever,Large,Male,4.0,68.0,Spayed,Very Active,1.0,Yes,No,11.0,2.0,Very Active,1.0,65.0
Great Dane,Large,Male,2.0,142.4,Neutered,Low,3.0,Yes,No,11.0,2.0,Low,1.0,73.0
Golden Retriever,Large,Male,10.0,55.0,Spayed,Active,2.0,No,No,8.0,1.0,Active,2.0,59.0
Rottweiler,Large,Female,4.0,126.3,Spayed,Very Active,5.0,Yes,No,9.0,1.0,Very Active,2.0,70.0
Doberman,Large,Female,5.0,79.3,Spayed,Active,2.0,Yes,No,12.0,4.0,Low,2.0,46.0
German Shepherd,Large,Male,6.0,51.0,Neutered,Low,2.0,No,Yes,11.0,1.0,Moderate,2.0,32.0
Great Dane,Large,Female,5.0,171.6,Spayed,Moderate,3.0,Yes,No,12.0,3.0,Very Active,2.0,60.0
Great Dane,Large,Male,7.0,138.4,Spayed,Active,2.0,Yes,No,11.0,0.0,Low,2.0,52.0
Labrador Retriever,Large,Male,11.0,57.0,Spayed,Very Active,2.0,No,No,12.0,1.0,Moderate,3.0,75.0
German Shepherd,Large,Female,3.0,50.1,Spayed,Low,1.0,Yes,No,8.0,0.0,Very Active,1.0,53.0
Rottweiler,Large,Female,4.0,88.4,Spayed,Active,3.0,No,No,9.0,2.0,Very Active,1.0,75.0
Doberman,Large,Male,2.0,64.0,Spayed,Low,3.0,No,Yes,12.0,1.0,Very Active,2.0,73.0
Golden Retriever,Large,Female,10.0,56.2,Spayed,Active,2.0,No,No,11.0,1.0,Active,2.0,60.0
Doberman,Large,Female,12.0,68.0,Spayed,Active,2.0,Yes,No,10.0,2.0,Active,0.0,66.0
Poodle,Large,Female,1.0,54.0,Neutered,Active,2.0,No,Yes,11.0,2.0,Very Active,2.0,95.0
Doberman,Large,Male,5.0,73.0,Neutered,Active,2.0,No,No,11.0,2.0,Very Active,2.0,59.0
Rottweiler,Large,Female,11.0,116.7,Neutered,Active,2.0,Yes,No,14.0,0.0,Very Active,1.0,84.0
Doberman,Large,Male,1.0,67.4,Spayed,Very Active,3.0,No,No,11.0,0.0,Very Active,2.0,44.0
Labrador Retriever,Large,Female,7.0,55.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Low,4.0,66.0
Great Dane,Large,Female,8.0,173.3,Spayed,Very Active,0.0,No,No,8.0,1.0,Very Active,1.0,77.0
Doberman,Large,Female,5.0,68.0,Spayed,Active,3.0,No,Yes,11.0,2.0,Low,1.0,46.0
German Shepherd,Large,Female,2.0,87.5,Spayed,Active,1.0,No,No,10.0,0.0,Very Active,4.0,61.0
Golden Retriever,Large,Female,5.0,56.9,Spayed,Active,3.0,No,No,11.0,2.0,Moderate,0.0,64.0
Labrador Retriever,Large,Female,4.0,72.3,Spayed,Moderate,0.0,No,No,11.0,0.0,Low,0.0,49.0
Doberman,Large,Male,10.0,60.0,Spayed,Low,2.0,No,No,12.0,2.0,Active,3.0,68.0
Golden Retriever,Large,Male,13.0,66.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Very Active,1.0,57.0
Labrador Retriever,Large,Male,6.0,55.0,Neutered,Active,2.0,Yes,No,11.0,3.0,Low,1.0,74.0
Golden Retriever,Large,Female,12.0,55.0,Neutered,Active,4.0,No,Yes,11.0,2.0,Low,2.0,77.0
Great Dane,Large,Female,8.0,159.5,Neutered,Moderate,4.0,No,No,9.0,3.0,Very Active,2.0,88.0
Labrador Retriever,Large,Female,4.0,71.4,Neutered,Active,4.0,Yes,No,13.0,2.0,Moderate,0.0,70.0
German Shepherd,Large,Female,7.0,56.8,Spayed,Very Active,0.0,Yes,No,11.0,2.0,Very Active,1.0,61.0
Labrador Retriever,Large,Female,3.0,57.2,Spayed,Low,0.0,No,No,13.0,3.0,Moderate,1.0,50.0
German Shepherd,Large,Male,11.0,73.0,Neutered,Very Active,2.0,No,No,10.0,0.0,Very Active,3.0,66.0
Rottweiler,Large,Male,4.0,102.9,Spayed,Very Active,4.0,No,No,12.0,2.0,Low,1.0,63.0
Yorkshire Terrier,Large,Male,3.0,7.3,Neutered,Active,0.0,No,Yes,12.0,1.0,Very Active,1.0,78.0
Rottweiler,Large,Female,6.0,81.4,Spayed,Low,2.0,No,No,10.0,2.0,Moderate,1.0,59.0
Golden Retriever,Large,Female,1.0,67.3,Neutered,Active,4.0,No,No,10.0,2.0,Active,2.0,72.0
Labrador Retriever,Large,Male,1.0,71.5,Spayed,Active,2.0,No,No,10.0,3.0,Very Active,4.0,49.0
Bulldog,Large,Male,8.0,51.9,Spayed,Active,2.0,No,No,10.0,2.0,Moderate,2.0,30.0
Golden Retriever,Large,Male,2.0,73.1,Spayed,Very Active,1.0,Yes,No,12.0,1.0,Very Active,2.0,100.0
Doberman,Large,Male,6.0,67.5,Spayed,Very Active,0.0,No,No,10.0,2.0,Low,2.0,81.0
German Shepherd,Large,Female,6.0,81.2,Neutered,Moderate,2.0,Yes,No,11.0,2.0,Active,1.0,60.0
Golden Retriever,Large,Male,10.0,67.1,Spayed,Very Active,1.0,Yes,No,12.0,0.0,Very Active,3.0,84.0
Labrador Retriever,Large,Female,11.0,65.8,Neutered,Active,1.0,Yes,No,9.0,2.0,Moderate,4.0,63.0
Doberman,Large,Male,8.0,89.4,Spayed,Low,1.0,No,No,11.0,4.0,Very Active,1.0,64.0
Golden Retriever,Large,Female,13.0,73.9,Neutered,Active,4.0,No,No,11.0,0.0,Very Active,1.0,77.0
Great Dane,Large,Male,3.0,113.2,Neutered,Active,3.0,No,No,11.0,2.0,Active,1.0,61.0
Great Dane,Large,Male,8.0,114.6,Neutered,Active,1.0,Yes,No,12.0,2.0,Very Active,2.0,52.0
Rottweiler,Large,Male,7.0,98.0,Neutered,Moderate,4.0,Yes,No,11.0,3.0,Low,1.0,65.0
German Shepherd,Large,Female,5.0,50.0,Neutered,Very Active,2.0,No,No,12.0,1.0,Very Active,2.0,90.0
German Shepherd,Large,Male,3.0,60.0,Spayed,Very Active,2.0,No,No,11.0,1.0,Moderate,2.0,56.0
Labrador Retriever,Large,Male,5.0,63.0,Spayed,Active,3.0,No,No,14.0,2.0,Low,1.0,39.0
Labrador Retriever,Large,Female,6.0,58.0,Neutered,Low,3.0,Yes,No,12.0,1.0,Active,0.0,51.0
Bulldog,Large,Male,6.0,52.5,Spayed,Active,2.0,Yes,No,12.0,2.0,Moderate,2.0,91.0
Rottweiler,Large,Male,10.0,109.8,Neutered,Moderate,1.0,No,Yes,10.0,2.0,Low,1.0,74.0
Beagle,Large,Male,10.0,32.4,Spayed,Active,5.0,No,No,9.0,0.0,Very Active,4.0,74.0
Labrador Retriever,Large,Female,1.0,57.0,Neutered,Very Active,3.0,No,No,11.0,3.0,Active,4.0,64.0
Doberman,Large,Female,6.0,71.5,Neutered,Active,1.0,No,No,11.0,2.0,Very Active,1.0,82.0
Labrador Retriever,Large,Male,4.0,57.0,Neutered,Low,3.0,No,No,10.0,0.0,Very Active,1.0,44.0
Labrador Retriever,Large,Female,12.0,68.0,Spayed,Moderate,3.0,Yes,No,10.0,2.0,Low,1.0,53.0
Rottweiler,Large,Female,6.0,121.1,Neutered,Active,1.0,Yes,No,12.0,1.0,Moderate,1.0,48.0
Doberman,Large,Female,7.0,84.9,Spayed,Very Active,4.0,Yes,No,13.0,2.0,Moderate,1.0,73.0
Rottweiler,Large,Male,8.0,89.0,Neutered,Active,5.0,No,No,11.0,2.0,Moderate,1.0,40.0
German Shepherd,Large,Male,6.0,56.0,Spayed,Very Active,0.0,No,No,12.0,2.0,Active,3.0,76.0
Labrador Retriever,Large,Female,10.0,72.0,Neutered,Very Active,4.0,No,No,11.0,4.0,Very Active,1.0,100.0
Rottweiler,Large,Female,9.0,93.6,Spayed,Active,0.0,No,No,11.0,2.0,Low,3.0,65.0
Labrador Retriever,Large,Female,6.0,69.0,Neutered,Low,3.0,No,No,8.0,3.0,Very Active,2.0,74.0
German Shepherd,Large,Female,8.0,63.1,Spayed,Very Active,0.0,No,No,11.0,2.0,Very Active,2.0,59.0
Golden Retriever,Large,Male,3.0,71.4,Spayed,Moderate,4.0,No,No,11.0,1.0,Moderate,2.0,53.0
Rottweiler,Large,Male,5.0,103.0,Neutered,Very Active,2.0,Yes,No,10.0,2.0,Active,4.0,77.0
Rottweiler,Large,Female,2.0,111.6,Neutered,Active,3.0,No,No,11.0,2.0,Moderate,1.0,76.0
Golden Retriever,Large,Male,8.0,71.1,Neutered,Active,1.0,Yes,No,12.0,3.0,Very Active,3.0,44.0
Golden Retriever,Large,Male,3.0,65.9,Spayed,Active,1.0,Yes,No,11.0,2.0,Low,2.0,58.0
Rottweiler,Large,Female,2.0,124.2,Spayed,Active,5.0,Yes,No,12.0,1.0,Active,1.0,58.0
Great Dane,Large,Female,5.0,146.8,Neutered,Very Active,4.0,No,No,10.0,2.0,Very Active,2.0,51.0
German Shepherd,Large,Female,2.0,53.0,Neutered,Very Active,1.0,Yes,Yes,10.0,1.0,Low,2.0,59.0
German Shepherd,Large,Female,12.0,82.3,Neutered,Active,2.0,Yes,No,12.0,0.0,Very Active,2.0,54.0
Great Dane,Large,Female,5.0,148.1,Spayed,Low,2.0,Yes,No,10.0,2.0,Active,3.0,71.0
Golden Retriever,Large,Male,6.0,58.1,Spayed,Active,3.0,Yes,No,10.0,2.0,Low,1.0,67.0
Doberman,Large,Male,10.0,79.0,Spayed,Moderate,1.0,Yes,Yes,10.0,2.0,Moderate,4.0,78.0
Golden Retriever,Large,Female,10.0,62.2,Spayed,Moderate,2.0,No,No,11.0,0.0,Very Active,3.0,51.0
Labrador Retriever,Large,Male,9.0,64.0,Spayed,Active,3.0,No,No,14.0,0.0,Very Active,3.0,43.0
Australian Shepherd,Large,Male,8.0,48.4,Spayed,Very Active,1.0,No,No,9.0,2.0,Very Active,0.0,85.0
Labrador Retriever,Large,Male,13.0,65.8,Spayed,Low,4.0,Yes,No,11.0,1.0,Low,1.0,66.0
Siberian Husky,Large,Male,1.0,54.2,Spayed,Moderate,3.0,No,No,9.0,2.0,Very Active,3.0,100.0
German Shepherd,Large,Female,3.0,50.0,Spayed,Active,1.0,Yes,No,13.0,2.0,Low,3.0,61.0
Golden Retriever,Large,Male,12.0,63.6,Neutered,Active,2.0,Yes,No,10.0,1.0,Very Active,1.0,64.0
Doberman,Large,Female,5.0,81.3,Neutered,Very Active,1.0,No,No,9.0,3.0,Very Active,1.0,53.0
German Shepherd,Large,Female,3.0,52.0,Spayed,Very Active,3.0,Yes,No,11.0,0.0,Very Active,3.0,66.0
Rottweiler,Large,Male,2.0,120.2,Spayed,Low,1.0,No,No,13.0,2.0,Active,0.0,66.0
Chihuahua,Large,Male,12.0,4.2,Neutered,Very Active,3.0,Yes,No,10.0,1.0,Moderate,3.0,70.0
Rottweiler,Large,Female,3.0,119.3,Spayed,Moderate,0.0,Yes,No,10.0,2.0,Very Active,1.0,48.0
Rottweiler,Large,Female,2.0,90.5,Spayed,Low,3.0,No,No,11.0,2.0,Moderate,1.0,88.0
Labrador Retriever,Large,Male,1.0,65.3,Neutered,Very Active,0.0,No,No,13.0,0.0,Very Active,4.0,82.0
Labrador Retriever,Large,Male,6.0,71.0,Spayed,Active,5.0,No,No,10.0,2.0,Very Active,1.0,62.0
Great Dane,Large,Female,2.0,104.5,Neutered,Moderate,5.0,Yes,No,14.0,2.0,Very Active,1.0,72.0
Rottweiler,Large,Male,11.0,98.7,Neutered,Active,3.0,No,No,10.0,2.0,Moderate,2.0,51.0
Rottweiler,Large,Female,4.0,113.9,Neutered,Moderate,3.0,No,No,12.0,1.0,Active,1.0,48.0
Golden Retriever,Large,Female,6.0,69.3,Spayed,Very Active,4.0,No,No,12.0,2.0,Active,0.0,72.0
German Shepherd,Large,Female,7.0,83.4,Spayed,Moderate,5.0,No,No,10.0,1.0,Moderate,3.0,42.0
German Shepherd,Large,Male,2.0,72.0,Spayed,Active,3.0,Yes,No,12.0,3.0,Moderate,1.0,77.0
German Shepherd,Large,Male,1.0,64.0,Spayed,Active,1.0,No,No,10.0,3.0,Moderate,1.0,76.0
Rottweiler,Large,Female,11.0,91.5,Spayed,Very Active,1.0,No,No,14.0,1.0,Very Active,1.0,54.0
Golden Retriever,Large,Male,4.0,56.0,Neutered,Active,4.0,No,No,13.0,2.0,Very Active,1.0,65.0
German Shepherd,Large,Male,1.0,59.1,Neutered,Active,5.0,No,No,12.0,2.0,Very Active,1.0,75.0
Great Dane,Large,Female,4.0,152.6,Neutered,Low,1.0,Yes,No,12.0,0.0,Active,0.0,60.0
Rottweiler,Large,Male,9.0,96.2,Spayed,Active,0.0,Yes,No,10.0,2.0,Moderate,1.0,43.0
German Shepherd,Large,Male,9.0,50.0,Neutered,Active,2.0,Yes,No,12.0,2.0,Moderate,3.0,62.0
Golden Retriever,Large,Female,6.0,58.8,Neutered,Low,3.0,No,No,10.0,1.0,Very Active,1.0,45.0
German Shepherd,Large,Male,11.0,50.0,Spayed,Active,1.0,Yes,No,10.0,1.0,Active,1.0,51.0
Doberman,Large,Male,9.0,68.0,Spayed,Active,2.0,Yes,No,9.0,2.0,Active,1.0,74.0
Dachshund,Large,Female,11.0,15.0,Spayed,Active,1.0,Yes,No,10.0,1.0,Moderate,3.0,60.0
Golden Retriever,Large,Female,1.0,61.0,Neutered,Active,3.0,No,No,10.0,1.0,Active,0.0,62.0
Great Dane,Large,Female,6.0,103.4,Spayed,Low,4.0,No,No,12.0,1.0,Active,3.0,57.0
Great Dane,Large,Female,4.0,100.3,Spayed,Active,2.0,Yes,No,13.0,0.0,Low,1.0,74.0
Doberman,Large,Female,10.0,96.1,Spayed,Active,4.0,No,No,9.0,4.0,Very Active,1.0,56.0
Rottweiler,Large,Male,7.0,114.3,Spayed,Low,3.0,No,No,9.0,2.0,Low,2.0,70.0
Labrador Retriever,Large,Male,2.0,62.0,Spayed,Moderate,6.0,No,No,8.0,2.0,Very Active,1.0,54.0
German Shepherd,Large,Female,3.0,70.0,Neutered,Active,1.0,Yes,No,12.0,0.0,Moderate,3.0,51.0
Doberman,Large,Female,7.0,72.7,Neutered,Active,2.0,No,No,9.0,2.0,Moderate,2.0,71.0
Labrador Retriever,Large,Female,4.0,65.8,Spayed,Active,3.0,Yes,No,12.0,2.0,Low,4.0,67.0
Rottweiler,Large,Male,4.0,115.6,Neutered,Low,0.0,No,No,9.0,1.0,Moderate,2.0,61.0
Golden Retriever,Large,Female,11.0,60.3,Spayed,Active,3.0,Yes,No,13.0,2.0,Active,2.0,59.0
Rottweiler,Large,Female,11.0,125.4,Spayed,Active,0.0,No,No,11.0,1.0,Low,3.0,66.0
German Shepherd,Large,Female,7.0,65.2,Spayed,Low,4.0,Yes,No,8.0,2.0,Very Active,4.0,92.0
Great Dane,Large,Female,6.0,179.3,Spayed,Low,4.0,Yes,No,11.0,3.0,Very Active,1.0,78.0
Golden Retriever,Large,Male,4.0,63.6,Spayed,Moderate,2.0,No,No,9.0,1.0,Very Active,3.0,52.0
Doberman,Large,Male,9.0,75.3,Spayed,Very Active,3.0,No,No,9.0,3.0,Very Active,4.0,65.0
Labrador Retriever,Large,Female,7.0,56.2,Spayed,Low,5.0,Yes,No,12.0,1.0,Very Active,1.0,64.0
Labrador Retriever,Large,Female,3.0,57.0,Spayed,Very Active,1.0,No,No,11.0,1.0,Very Active,1.0,56.0
Labrador Retriever,Large,Female,7.0,59.0,Spayed,Active,1.0,No,No,13.0,2.0,Moderate,0.0,81.0
Golden Retriever,Large,Female,2.0,70.3,Spayed,Low,0.0,No,No,12.0,0.0,Very Active,2.0,57.0
Labrador Retriever,Large,Female,4.0,74.0,Neutered,Active,1.0,Yes,No,12.0,2.0,Low,0.0,57.0
Golden Retriever,Large,Female,5.0,57.1,Neutered,Low,0.0,Yes,No,12.0,3.0,Very Active,1.0,80.0
German Shepherd,Large,Female,3.0,61.6,Spayed,Low,5.0,Yes,No,10.0,2.0,Very Active,1.0,80.0
Rottweiler,Large,Female,4.0,97.6,Spayed,Active,1.0,Yes,No,9.0,2.0,Moderate,3.0,76.0
Rottweiler,Large,Female,7.0,127.5,Spayed,Active,1.0,No,No,10.0,1.0,Moderate,2.0,37.0
Australian Shepherd,Large,Female,2.0,48.1,Neutered,Low,4.0,Yes,No,11.0,1.0,Active,3.0,56.0
Rottweiler,Large,Male,9.0,117.7,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Low,2.0,75.0
German Shepherd,Large,Male,8.0,57.0,Spayed,Very Active,2.0,No,No,8.0,2.0,Active,0.0,58.0
Labrador Retriever,Large,Male,11.0,56.5,Spayed,Low,1.0,Yes,No,8.0,2.0,Moderate,1.0,53.0
Golden Retriever,Large,Male,8.0,74.0,Spayed,Active,2.0,No,No,11.0,3.0,Very Active,2.0,85.0
Doberman,Large,Male,9.0,74.0,Spayed,Active,5.0,Yes,No,12.0,1.0,Moderate,1.0,42.0
Great Dane,Large,Male,2.0,145.9,Spayed,Active,2.0,Yes,No,12.0,1.0,Moderate,2.0,54.0
Rottweiler,Large,Male,11.0,128.3,Neutered,Low,3.0,No,No,14.0,0.0,Low,1.0,65.0
Rottweiler,Large,Female,12.0,126.3,Spayed,Very Active,3.0,No,No,12.0,2.0,Low,0.0,39.0
Australian Shepherd,Large,Male,2.0,45.7,Neutered,Very Active,1.0,No,No,12.0,3.0,Moderate,2.0,65.0
