Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER
Golden Retriever,3.0,33.11,Grande,Sim,966.2
Doberman,13.0,22.23,Médio,Não,716.64
Poodle,7.0,33.57,Grande,Sim,976.25
Golden Retriever,2.0,23.59,Médio,Sim,749.28
Boxer,7.0,31.75,Grande,Sim,936.28
Yorkshire Terrier,6.0,22.68,Médio,Sim,727.5
Great Dane,1.0,24.49,Médio,Sim,770.62
Beagle,12.0,10.43,Médio,Não,406.27
Golden Retriever,8.0,22.68,Médio,Sim,727.5
Chihuahua,2.0,24.49,Médio,Não,770.62
Doberman,13.0,22.68,Médio,Não,727.5
Great Dane,7.0,15.42,Médio,Sim,544.7
Labrador Retriever,11.0,21.32,Médio,Não,694.53
Boxer,4.0,26.31,Grande,Não,813.18
Great Dane,8.0,15.88,Médio,Sim,556.85
Australian Shepherd,5.0,24.04,Médio,Sim,759.97
Labrador Retriever,11.0,8.62,Pequeno,Sim,352.15
Beagle,3.0,19.05,Médio,Sim,638.29
Australian Shepherd,9.0,21.32,Médio,Não,694.53
Bulldog,4.0,22.23,Médio,Sim,716.64
Bulldog,6.0,17.69,Médio,Sim,603.8
Doberman,4.0,29.48,Grande,Sim,885.61
Yorkshire Terrier,3.0,25.85,Grande,Sim,802.5
Australian Shepherd,6.0,33.57,Grande,Sim,976.25
Chihuahua,2.0,31.3,Grande,Sim,926.31
Siberian Husky,12.0,22.23,Médio,Não,716.64
Labrador Retriever,6.0,29.94,Grande,Sim,895.96
Siberian Husky,7.0,32.21,Grande,Não,946.44
Yorkshire Terrier,1.0,31.75,Grande,Não,936.28
Australian Shepherd,1.0,15.42,Médio,Não,544.7
Beagle,5.0,22.23,Médio,Sim,716.64
Chihuahua,5.0,14.97,Médio,Sim,532.74
Siberian Husky,11.0,34.47,Grande,Sim,995.82
Australian Shepherd,4.0,22.68,Médio,Sim,727.5
Bulldog,6.0,22.68,Médio,Sim,727.5
German Shepherd,3.0,31.3,Grande,Sim,926.31
Dachshund,3.0,15.88,Médio,Sim,556.85
Chihuahua,10.0,19.5,Médio,Não,649.57
Poodle,8.0,9.98,Pequeno,Sim,393.05
Chihuahua,3.0,23.13,Médio,Sim,738.29
Rottweiler,13.0,22.68,Médio,Não,727.5
Chihuahua,10.0,31.75,Grande,Sim,936.28
Rottweiler,9.0,29.94,Grande,Não,895.96
Beagle,8.0,25.4,Grande,Sim,792.0
Golden Retriever,12.0,22.68,Médio,Sim,727.5
Dachshund,3.0,26.31,Grande,Sim,813.18
Chihuahua,8.0,31.75,Grande,Sim,936.28
Poodle,7.0,19.05,Médio,Sim,638.29
Labrador Retriever,6.0,25.85,Grande,Sim,802.5
Bulldog,10.0,26.76,Grande,Não,823.59
Chihuahua,8.0,29.94,Grande,Sim,895.96
Bulldog,4.0,21.77,Médio,Sim,705.49
Australian Shepherd,4.0,26.76,Grande,Sim,823.59
Dachshund,7.0,21.77,Médio,Sim,705.49
Poodle,11.0,21.77,Médio,Sim,705.49
Great Dane,4.0,24.95,Médio,Sim,781.45
SRD (Sem Raça Definida),2.0,17.24,Médio,Sim,592.24
Chihuahua,5.0,16.33,Médio,Sim,568.64
Boxer,5.0,22.23,Médio,Sim,716.64
SRD (Sem Raça Definida),9.0,29.03,Grande,Sim,875.45
Siberian Husky,3.0,11.79,Médio,Sim,445.38
Yorkshire Terrier,1.0,27.22,Grande,Sim,834.19
Doberman,9.0,22.68,Médio,Sim,727.5
Doberman,6.0,32.21,Grande,Sim,946.44
Boxer,7.0,18.6,Médio,Sim,626.95
Labrador Retriever,11.0,16.33,Médio,Sim,568.64
Chihuahua,7.0,20.41,Médio,Sim,672.17
Australian Shepherd,11.0,38.1,Grande,Não,1073.47
Labrador Retriever,3.0,22.68,Médio,Sim,727.5
Boxer,6.0,36.74,Grande,Sim,1044.61
Great Dane,11.0,22.23,Médio,Sim,716.64
German Shepherd,3.0,38.1,Grande,Sim,1073.47
Chihuahua,8.0,19.96,Médio,Sim,661.03
Great Dane,13.0,19.96,Médio,Não,661.03
Doberman,10.0,19.05,Médio,Não,638.29
Bulldog,9.0,11.34,Médio,Sim,432.57
Siberian Husky,9.0,14.97,Médio,Sim,532.74
Australian Shepherd,11.0,32.21,Grande,Sim,946.44
Yorkshire Terrier,6.0,25.4,Grande,Sim,792.0
Dachshund,9.0,24.49,Médio,Não,770.62
Boxer,10.0,18.6,Médio,Sim,626.95
Siberian Husky,12.0,14.51,Médio,Sim,520.41
Labrador Retriever,2.0,19.5,Médio,Sim,649.57
Chihuahua,9.0,20.41,Médio,Não,672.17
Beagle,6.0,35.83,Grande,Sim,1025.14
Dachshund,3.0,19.96,Médio,Sim,661.03
Siberian Husky,9.0,30.39,Grande,Não,906.04
SRD (Sem Raça Definida),3.0,22.68,Médio,Sim,727.5
Dachshund,3.0,28.12,Grande,Sim,854.79
Rottweiler,13.0,18.6,Médio,Sim,626.95
Boxer,4.0,19.05,Médio,Sim,638.29
Yorkshire Terrier,2.0,15.88,Médio,Sim,556.85
Bulldog,8.0,24.95,Médio,Sim,781.45
Boxer,7.0,22.68,Médio,Sim,727.5
Great Dane,11.0,23.59,Médio,Não,749.28
German Shepherd,7.0,16.33,Médio,Não,568.64
Beagle,1.0,22.23,Médio,Não,716.64
Siberian Husky,1.0,17.69,Médio,Sim,603.8
Beagle,3.0,23.59,Médio,Sim,749.28
Siberian Husky,5.0,17.69,Médio,Sim,603.8
Beagle,6.0,19.05,Médio,Sim,638.29
Bulldog,8.0,32.21,Grande,Sim,946.44
Chihuahua,13.0,25.85,Grande,Sim,802.5
Rottweiler,1.0,22.68,Médio,Sim,727.5
Doberman,9.0,22.23,Médio,Sim,716.64
Dachshund,9.0,20.87,Médio,Sim,683.5
Doberman,7.0,16.78,Médio,Sim,580.35
Rottweiler,5.0,22.68,Médio,Sim,727.5
Bulldog,12.0,15.42,Médio,Não,544.7
Golden Retriever,1.0,17.24,Médio,Sim,592.24
Yorkshire Terrier,1.0,16.33,Médio,Não,568.64
Beagle,6.0,24.04,Médio,Sim,759.97
Boxer,11.0,29.03,Grande,Não,875.45
Bulldog,13.0,14.06,Médio,Sim,508.26
Boxer,13.0,25.4,Grande,Não,792.0
Golden Retriever,1.0,21.77,Médio,Sim,705.49
Golden Retriever,13.0,20.41,Médio,Não,672.17
Siberian Husky,10.0,22.23,Médio,Sim,716.64
Bulldog,10.0,16.33,Médio,Sim,568.64
Doberman,8.0,28.12,Grande,Sim,854.79
Poodle,5.0,25.85,Grande,Sim,802.5
Australian Shepherd,11.0,23.59,Médio,Sim,749.28
Labrador Retriever,6.0,21.77,Médio,Sim,705.49
Beagle,1.0,18.14,Médio,Sim,615.28
Yorkshire Terrier,9.0,21.32,Médio,Sim,694.53
Australian Shepherd,11.0,20.41,Médio,Sim,672.17
Doberman,9.0,19.96,Médio,Sim,661.03
Boxer,13.0,9.98,Pequeno,Não,393.05
Poodle,1.0,24.49,Médio,Não,770.62
Golden Retriever,5.0,19.05,Médio,Sim,638.29
Bulldog,9.0,24.04,Médio,Não,759.97
Golden Retriever,4.0,11.79,Médio,Sim,445.38
Golden Retriever,1.0,20.87,Médio,Sim,683.5
Siberian Husky,6.0,22.68,Médio,Não,727.5
Yorkshire Terrier,11.0,22.68,Médio,Não,727.5
Chihuahua,12.0,31.3,Grande,Sim,926.31
Beagle,6.0,12.25,Médio,Sim,458.35
Labrador Retriever,6.0,20.87,Médio,Sim,683.5
Beagle,9.0,25.4,Grande,Sim,792.0
Doberman,3.0,4.54,Pequeno,Sim,217.72
Doberman,13.0,28.58,Grande,Sim,865.26
Chihuahua,2.0,24.49,Médio,Sim,770.62
Dachshund,7.0,4.54,Pequeno,Sim,217.72
Poodle,11.0,29.94,Grande,Sim,895.96
Golden Retriever,6.0,14.97,Médio,Sim,532.74
Chihuahua,10.0,20.41,Médio,Não,672.17
Doberman,12.0,26.31,Grande,Não,813.18
Doberman,2.0,7.71,Pequeno,Não,323.88
Yorkshire Terrier,3.0,38.1,Grande,Sim,1073.47
Yorkshire Terrier,4.0,25.85,Grande,Sim,802.5
Yorkshire Terrier,4.0,17.69,Médio,Sim,603.8
Beagle,3.0,22.68,Médio,Sim,727.5
Boxer,5.0,20.41,Médio,Não,672.17
Yorkshire Terrier,9.0,20.41,Médio,Sim,672.17
Siberian Husky,13.0,15.42,Médio,Sim,544.7
Golden Retriever,5.0,22.23,Médio,Sim,716.64
Chihuahua,3.0,23.59,Médio,Sim,749.28
Doberman,13.0,12.7,Médio,Não,470.92
SRD (Sem Raça Definida),12.0,16.33,Médio,Sim,568.64
Rottweiler,8.0,32.66,Grande,Não,956.34
Rottweiler,12.0,15.42,Médio,Não,544.7
Great Dane,12.0,14.97,Médio,Sim,532.74
Golden Retriever,11.0,20.87,Médio,Sim,683.5
Boxer,7.0,6.8,Pequeno,Sim,294.77
Chihuahua,6.0,34.02,Grande,Não,986.05
Dachshund,10.0,24.04,Médio,Sim,759.97
Dachshund,10.0,23.13,Médio,Sim,738.29
German Shepherd,12.0,12.7,Médio,Não,470.92
Boxer,2.0,15.88,Médio,Não,556.85
Siberian Husky,8.0,21.77,Médio,Sim,705.49
Chihuahua,11.0,11.79,Médio,Não,445.38
Great Dane,11.0,35.38,Grande,Não,1015.47
Golden Retriever,12.0,25.4,Grande,Sim,792.0
SRD (Sem Raça Definida),5.0,14.97,Médio,Sim,532.74
Great Dane,2.0,28.12,Grande,Sim,854.79
Doberman,7.0,26.31,Grande,Não,813.18
SRD (Sem Raça Definida),4.0,31.3,Grande,Sim,926.31
Bulldog,2.0,12.7,Médio,Sim,470.92
Labrador Retriever,4.0,12.7,Médio,Sim,470.92
Bulldog,7.0,16.78,Médio,Sim,580.35
SRD (Sem Raça Definida),7.0,29.48,Grande,Sim,885.61
Australian Shepherd,9.0,19.96,Médio,Sim,661.03
Rottweiler,9.0,24.04,Médio,Não,759.97
SRD (Sem Raça Definida),12.0,24.95,Médio,Sim,781.45
German Shepherd,8.0,22.23,Médio,Sim,716.64
Australian Shepherd,10.0,35.38,Grande,Sim,1015.47
Doberman,5.0,21.32,Médio,Sim,694.53
Dachshund,3.0,25.4,Grande,Sim,792.0
Australian Shepherd,10.0,26.31,Grande,Não,813.18
Beagle,12.0,12.25,Médio,Não,458.35
Labrador Retriever,4.0,21.77,Médio,Sim,705.49
Beagle,6.0,17.69,Médio,Sim,603.8
Bulldog,13.0,22.23,Médio,Sim,716.64
Chihuahua,10.0,23.59,Médio,Sim,749.28
Poodle,2.0,9.53,Pequeno,Sim,379.68
Australian Shepherd,9.0,12.25,Médio,Não,458.35
Yorkshire Terrier,12.0,15.88,Médio,Não,556.85
Beagle,3.0,22.23,Médio,Sim,716.64
Bulldog,4.0,14.06,Médio,Não,508.26
Siberian Husky,4.0,27.22,Grande,Sim,834.19
Boxer,12.0,7.26,Pequeno,Sim,309.6
Beagle,13.0,20.41,Médio,Não,672.17
German Shepherd,2.0,26.76,Grande,Sim,823.59
Chihuahua,13.0,19.5,Médio,Sim,649.57
Dachshund,12.0,25.85,Grande,Sim,802.5
Poodle,6.0,28.12,Grande,Sim,854.79
Doberman,4.0,22.68,Médio,Sim,727.5
German Shepherd,5.0,12.7,Médio,Sim,470.92
Beagle,11.0,14.97,Médio,Não,532.74
Boxer,6.0,4.99,Pequeno,Sim,233.71
Bulldog,10.0,29.94,Grande,Sim,895.96
Doberman,7.0,27.22,Grande,Sim,834.19
German Shepherd,4.0,14.06,Médio,Sim,508.26
Golden Retriever,8.0,19.5,Médio,Sim,649.57
Golden Retriever,9.0,26.31,Grande,Não,813.18
Poodle,8.0,23.13,Médio,Sim,738.29
Australian Shepherd,7.0,26.31,Grande,Sim,813.18
Bulldog,13.0,28.58,Grande,Sim,865.26
Bulldog,10.0,22.68,Médio,Sim,727.5
Rottweiler,13.0,22.68,Médio,Sim,727.5
Siberian Husky,8.0,20.41,Médio,Sim,672.17
Siberian Husky,11.0,34.93,Grande,Sim,1005.77
Doberman,6.0,17.69,Médio,Sim,603.8
Rottweiler,10.0,14.06,Médio,Não,508.26
German Shepherd,4.0,22.23,Médio,Sim,716.64
Bulldog,1.0,22.68,Médio,Sim,727.5
Doberman,1.0,27.22,Grande,Sim,834.19
Poodle,5.0,19.05,Médio,Sim,638.29
Siberian Husky,9.0,25.4,Grande,Não,792.0
Poodle,10.0,14.51,Médio,Sim,520.41
Rottweiler,7.0,29.48,Grande,Sim,885.61
Golden Retriever,9.0,5.9,Pequeno,Não,264.99
Chihuahua,10.0,19.5,Médio,Sim,649.57
Great Dane,8.0,30.39,Grande,Sim,906.04
Golden Retriever,12.0,24.04,Médio,Sim,759.97
Rottweiler,3.0,22.68,Médio,Sim,727.5
Siberian Husky,4.0,29.48,Grande,Sim,885.61
Australian Shepherd,6.0,19.5,Médio,Sim,649.57
German Shepherd,8.0,18.6,Médio,Sim,626.95
Dachshund,8.0,24.49,Médio,Sim,770.62
Golden Retriever,10.0,14.97,Médio,Sim,532.74
Siberian Husky,5.0,15.42,Médio,Sim,544.7
Beagle,13.0,26.76,Grande,Sim,823.59
Rottweiler,6.0,29.94,Grande,Sim,895.96
SRD (Sem Raça Definida),5.0,33.57,Grande,Sim,976.25
Rottweiler,4.0,17.24,Médio,Sim,592.24
German Shepherd,9.0,37.65,Grande,Não,1063.95
Chihuahua,4.0,26.76,Grande,Sim,823.59
Australian Shepherd,3.0,25.85,Grande,Sim,802.5
Doberman,11.0,27.67,Grande,Sim,844.51
Dachshund,6.0,12.25,Médio,Sim,458.35
Beagle,11.0,14.97,Médio,Sim,532.74
Bulldog,11.0,21.32,Médio,Não,694.53
Australian Shepherd,4.0,28.58,Grande,Sim,865.26
Boxer,13.0,38.56,Grande,Não,1083.18
Labrador Retriever,7.0,23.59,Médio,Sim,749.28
SRD (Sem Raça Definida),3.0,18.14,Médio,Sim,615.28
Australian Shepherd,6.0,27.67,Grande,Sim,844.51
Siberian Husky,6.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,2.0,21.32,Médio,Sim,694.53
Boxer,5.0,14.51,Médio,Sim,520.41
Siberian Husky,10.0,9.53,Pequeno,Não,379.68
Poodle,9.0,24.49,Médio,Sim,770.62
Poodle,8.0,29.48,Grande,Sim,885.61
Golden Retriever,7.0,24.95,Médio,Sim,781.45
Australian Shepherd,1.0,28.58,Grande,Não,865.26
Labrador Retriever,6.0,7.71,Pequeno,Sim,323.88
Golden Retriever,10.0,17.69,Médio,Não,603.8
SRD (Sem Raça Definida),8.0,24.04,Médio,Sim,759.97
Bulldog,6.0,27.67,Grande,Sim,844.51
Rottweiler,5.0,27.22,Grande,Sim,834.19
Bulldog,13.0,26.31,Grande,Sim,813.18
Beagle,7.0,17.24,Médio,Não,592.24
Poodle,5.0,22.23,Médio,Sim,716.64
Bulldog,8.0,22.23,Médio,Sim,716.64
German Shepherd,5.0,32.21,Grande,Sim,946.44
Yorkshire Terrier,12.0,16.78,Médio,Sim,580.35
Bulldog,1.0,29.03,Grande,Não,875.45
Labrador Retriever,12.0,23.13,Médio,Sim,738.29
Chihuahua,13.0,15.88,Médio,Não,556.85
SRD (Sem Raça Definida),13.0,21.32,Médio,Não,694.53
Yorkshire Terrier,5.0,16.78,Médio,Sim,580.35
Boxer,13.0,13.61,Médio,Não,496.01
Chihuahua,13.0,29.94,Grande,Não,895.96
Siberian Husky,6.0,20.41,Médio,Sim,672.17
Rottweiler,2.0,12.25,Médio,Sim,458.35
Dachshund,6.0,19.96,Médio,Sim,661.03
Golden Retriever,10.0,24.95,Médio,Sim,781.45
Dachshund,9.0,32.21,Grande,Sim,946.44
Golden Retriever,9.0,32.66,Grande,Não,956.34
Chihuahua,3.0,40.82,Grande,Não,1130.45
German Shepherd,10.0,21.77,Médio,Sim,705.49
Rottweiler,4.0,28.12,Grande,Sim,854.79
Beagle,12.0,22.68,Médio,Não,727.5
Great Dane,13.0,30.39,Grande,Sim,906.04
Bulldog,7.0,19.96,Médio,Sim,661.03
Poodle,11.0,24.04,Médio,Não,759.97
Yorkshire Terrier,3.0,29.03,Grande,Sim,875.45
Great Dane,3.0,25.4,Grande,Sim,792.0
Yorkshire Terrier,1.0,31.3,Grande,Sim,926.31
Labrador Retriever,7.0,22.68,Médio,Sim,727.5
Beagle,8.0,24.95,Médio,Sim,781.45
Yorkshire Terrier,4.0,25.85,Grande,Sim,802.5
Beagle,7.0,15.42,Médio,Sim,544.7
Dachshund,9.0,23.13,Médio,Não,738.29
Siberian Husky,5.0,27.67,Grande,Sim,844.51
Labrador Retriever,9.0,31.3,Grande,Não,926.31
Rottweiler,10.0,19.96,Médio,Sim,661.03
Golden Retriever,7.0,21.77,Médio,Não,705.49
German Shepherd,8.0,26.31,Grande,Sim,813.18
Bulldog,9.0,16.78,Médio,Sim,580.35
Yorkshire Terrier,8.0,15.88,Médio,Sim,556.85
Dachshund,12.0,31.3,Grande,Sim,926.31
Great Dane,10.0,24.95,Médio,Sim,781.45
Dachshund,10.0,22.68,Médio,Não,727.5
Beagle,7.0,14.51,Médio,Sim,520.41
Golden Retriever,10.0,14.06,Médio,Não,508.26
Doberman,7.0,9.53,Pequeno,Sim,379.68
Doberman,1.0,19.5,Médio,Sim,649.57
Siberian Husky,7.0,16.78,Médio,Sim,580.35
Golden Retriever,9.0,22.23,Médio,Sim,716.64
Bulldog,1.0,24.04,Médio,Sim,759.97
Yorkshire Terrier,12.0,21.77,Médio,Sim,705.49
Beagle,3.0,14.51,Médio,Sim,520.41
Rottweiler,2.0,28.58,Grande,Não,865.26
Bulldog,9.0,20.41,Médio,Sim,672.17
Chihuahua,4.0,21.77,Médio,Sim,705.49
Chihuahua,7.0,14.06,Médio,Sim,508.26
Beagle,13.0,24.49,Médio,Não,770.62
Chihuahua,3.0,33.57,Grande,Sim,976.25
Doberman,6.0,23.59,Médio,Sim,749.28
Boxer,1.0,21.32,Médio,Não,694.53
Siberian Husky,6.0,26.31,Grande,Não,813.18
Australian Shepherd,13.0,12.25,Médio,Sim,458.35
Labrador Retriever,13.0,21.32,Médio,Sim,694.53
German Shepherd,12.0,8.62,Pequeno,Não,352.15
Chihuahua,4.0,30.39,Grande,Sim,906.04
Boxer,7.0,25.4,Grande,Não,792.0
Beagle,11.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,1.0,30.84,Grande,Sim,916.08
Dachshund,3.0,18.14,Médio,Sim,615.28
Rottweiler,2.0,26.31,Grande,Sim,813.18
Boxer,10.0,28.12,Grande,Não,854.79
Doberman,3.0,20.41,Médio,Sim,672.17
Doberman,6.0,29.48,Grande,Sim,885.61
Bulldog,8.0,6.35,Pequeno,Sim,280.01
SRD (Sem Raça Definida),1.0,24.04,Médio,Sim,759.97
Rottweiler,8.0,28.58,Grande,Sim,865.26
Great Dane,13.0,30.39,Grande,Sim,906.04
Labrador Retriever,11.0,32.66,Grande,Sim,956.34
Siberian Husky,1.0,10.89,Médio,Não,419.63
Great Dane,3.0,6.8,Pequeno,Sim,294.77
Yorkshire Terrier,10.0,26.31,Grande,Não,813.18
Poodle,2.0,23.13,Médio,Sim,738.29
Dachshund,8.0,24.04,Médio,Sim,759.97
SRD (Sem Raça Definida),4.0,19.96,Médio,Sim,661.03
Siberian Husky,9.0,12.25,Médio,Sim,458.35
German Shepherd,5.0,25.4,Grande,Sim,792.0
Australian Shepherd,7.0,16.78,Médio,Sim,580.35
German Shepherd,8.0,27.67,Grande,Não,844.51
Beagle,5.0,17.69,Médio,Não,603.8
Golden Retriever,1.0,11.34,Médio,Não,432.57
Great Dane,8.0,25.85,Grande,Sim,802.5
Siberian Husky,9.0,22.23,Médio,Não,716.64
German Shepherd,2.0,29.48,Grande,Sim,885.61
Labrador Retriever,6.0,22.68,Médio,Sim,727.5
Beagle,8.0,25.85,Grande,Sim,802.5
Poodle,6.0,35.38,Grande,Sim,1015.47
Rottweiler,6.0,24.49,Médio,Sim,770.62
Beagle,12.0,20.87,Médio,Sim,683.5
Bulldog,12.0,16.78,Médio,Sim,580.35
German Shepherd,10.0,19.5,Médio,Não,649.57
Labrador Retriever,2.0,21.77,Médio,Sim,705.49
Rottweiler,4.0,17.24,Médio,Sim,592.24
Beagle,7.0,20.41,Médio,Sim,672.17
Boxer,7.0,27.22,Grande,Sim,834.19
Siberian Husky,13.0,29.48,Grande,Não,885.61
Chihuahua,1.0,18.6,Médio,Não,626.95
German Shepherd,5.0,20.41,Médio,Sim,672.17
Boxer,1.0,27.22,Grande,Não,834.19
Great Dane,9.0,37.19,Grande,Não,1054.19
Labrador Retriever,13.0,28.58,Grande,Sim,865.26
Great Dane,13.0,14.51,Médio,Não,520.41
Rottweiler,4.0,21.32,Médio,Sim,694.53
Poodle,13.0,31.75,Grande,Não,936.28
Doberman,13.0,21.32,Médio,Sim,694.53
Labrador Retriever,10.0,13.61,Médio,Sim,496.01
Rottweiler,9.0,19.96,Médio,Sim,661.03
Beagle,13.0,25.4,Grande,Não,792.0
Beagle,3.0,24.49,Médio,Sim,770.62
Chihuahua,11.0,20.87,Médio,Não,683.5
Dachshund,11.0,13.15,Médio,Não,483.38
Dachshund,12.0,14.97,Médio,Não,532.74
Boxer,11.0,34.02,Grande,Não,986.05
Rottweiler,12.0,27.22,Grande,Não,834.19
Boxer,9.0,30.39,Grande,Sim,906.04
Beagle,8.0,21.32,Médio,Sim,694.53
Great Dane,4.0,25.4,Grande,Não,792.0
Chihuahua,10.0,23.13,Médio,Sim,738.29
Labrador Retriever,13.0,12.25,Médio,Sim,458.35
Chihuahua,10.0,13.15,Médio,Não,483.38
Siberian Husky,12.0,22.23,Médio,Sim,716.64
Dachshund,5.0,13.61,Médio,Sim,496.01
German Shepherd,1.0,17.69,Médio,Sim,603.8
Yorkshire Terrier,6.0,19.96,Médio,Não,661.03
Golden Retriever,8.0,27.67,Grande,Sim,844.51
Siberian Husky,12.0,22.23,Médio,Não,716.64
Great Dane,9.0,29.03,Grande,Sim,875.45
Labrador Retriever,9.0,25.85,Grande,Não,802.5
Bulldog,4.0,32.66,Grande,Sim,956.34
Chihuahua,12.0,23.13,Médio,Não,738.29
Siberian Husky,11.0,25.4,Grande,Sim,792.0
Australian Shepherd,1.0,20.87,Médio,Não,683.5
Bulldog,5.0,20.87,Médio,Sim,683.5
Dachshund,6.0,6.35,Pequeno,Sim,280.01
Great Dane,6.0,13.61,Médio,Sim,496.01
Chihuahua,8.0,10.43,Médio,Sim,406.27
Beagle,5.0,9.98,Pequeno,Não,393.05
Siberian Husky,8.0,22.68,Médio,Não,727.5
Australian Shepherd,11.0,40.82,Grande,Sim,1130.45
SRD (Sem Raça Definida),12.0,29.94,Grande,Sim,895.96
Bulldog,9.0,20.41,Médio,Sim,672.17
Poodle,3.0,31.3,Grande,Sim,926.31
German Shepherd,5.0,18.6,Médio,Sim,626.95
Dachshund,8.0,19.5,Médio,Sim,649.57
SRD (Sem Raça Definida),4.0,11.79,Médio,Sim,445.38
Rottweiler,13.0,18.6,Médio,Sim,626.95
SRD (Sem Raça Definida),13.0,30.39,Grande,Não,906.04
Beagle,4.0,18.6,Médio,Sim,626.95
Chihuahua,9.0,17.69,Médio,Sim,603.8
Australian Shepherd,7.0,28.58,Grande,Não,865.26
SRD (Sem Raça Definida),9.0,17.24,Médio,Sim,592.24
Chihuahua,3.0,15.42,Médio,Sim,544.7
Rottweiler,7.0,16.78,Médio,Sim,580.35
Doberman,7.0,25.85,Grande,Sim,802.5
Boxer,8.0,17.24,Médio,Sim,592.24
Chihuahua,8.0,12.25,Médio,Não,458.35
Great Dane,10.0,25.85,Grande,Não,802.5
Dachshund,12.0,26.76,Grande,Sim,823.59
Rottweiler,5.0,20.87,Médio,Sim,683.5
Boxer,5.0,19.5,Médio,Não,649.57
Labrador Retriever,11.0,19.96,Médio,Sim,661.03
Labrador Retriever,5.0,25.85,Grande,Sim,802.5
Siberian Husky,2.0,29.03,Grande,Sim,875.45
Yorkshire Terrier,12.0,11.79,Médio,Não,445.38
Dachshund,13.0,26.31,Grande,Sim,813.18
Beagle,13.0,22.23,Médio,Não,716.64
Rottweiler,6.0,19.96,Médio,Sim,661.03
Siberian Husky,1.0,25.85,Grande,Não,802.5
Doberman,1.0,22.68,Médio,Não,727.5
Chihuahua,1.0,26.31,Grande,Sim,813.18
Chihuahua,5.0,23.13,Médio,Sim,738.29
Great Dane,5.0,23.59,Médio,Sim,749.28
German Shepherd,13.0,19.96,Médio,Sim,661.03
Doberman,12.0,24.04,Médio,Sim,759.97
Bulldog,5.0,19.96,Médio,Sim,661.03
Labrador Retriever,9.0,16.78,Médio,Não,580.35
Dachshund,7.0,23.13,Médio,Sim,738.29
Siberian Husky,7.0,19.5,Médio,Sim,649.57
Yorkshire Terrier,11.0,29.03,Grande,Sim,875.45
Yorkshire Terrier,3.0,29.03,Grande,Sim,875.45
Doberman,8.0,28.58,Grande,Sim,865.26
Dachshund,7.0,22.68,Médio,Sim,727.5
Doberman,5.0,21.32,Médio,Sim,694.53
Dachshund,4.0,14.06,Médio,Sim,508.26
Beagle,5.0,33.57,Grande,Sim,976.25
Dachshund,8.0,22.68,Médio,Não,727.5
Golden Retriever,2.0,25.4,Grande,Sim,792.0
Beagle,11.0,13.15,Médio,Não,483.38
Labrador Retriever,4.0,30.84,Grande,Sim,916.08
Labrador Retriever,11.0,18.6,Médio,Sim,626.95
Labrador Retriever,5.0,23.13,Médio,Sim,738.29
Bulldog,5.0,12.7,Médio,Sim,470.92
Golden Retriever,8.0,22.68,Médio,Sim,727.5
SRD (Sem Raça Definida),3.0,7.26,Pequeno,Sim,309.6
Golden Retriever,7.0,13.61,Médio,Sim,496.01
Chihuahua,6.0,13.15,Médio,Sim,483.38
Labrador Retriever,3.0,10.43,Médio,Sim,406.27
Dachshund,10.0,19.96,Médio,Sim,661.03
Beagle,10.0,26.31,Grande,Sim,813.18
Doberman,1.0,14.06,Médio,Não,508.26
Chihuahua,5.0,26.76,Grande,Sim,823.59
Bulldog,1.0,12.25,Médio,Sim,458.35
Doberman,6.0,20.87,Médio,Sim,683.5
Yorkshire Terrier,4.0,14.97,Médio,Sim,532.74
Beagle,12.0,24.04,Médio,Não,759.97
Beagle,7.0,20.87,Médio,Sim,683.5
German Shepherd,1.0,19.05,Médio,Sim,638.29
Dachshund,9.0,24.04,Médio,Sim,759.97
Siberian Husky,4.0,16.33,Médio,Sim,568.64
Labrador Retriever,13.0,17.69,Médio,Sim,603.8
German Shepherd,13.0,27.67,Grande,Não,844.51
Siberian Husky,8.0,20.87,Médio,Sim,683.5
Doberman,2.0,23.59,Médio,Sim,749.28
Siberian Husky,13.0,21.32,Médio,Sim,694.53
Beagle,9.0,40.37,Grande,Sim,1121.09
Yorkshire Terrier,10.0,23.59,Médio,Sim,749.28
Beagle,13.0,10.43,Médio,Não,406.27
Rottweiler,10.0,26.31,Grande,Sim,813.18
Bulldog,7.0,18.14,Médio,Sim,615.28
Beagle,1.0,27.22,Grande,Sim,834.19
Australian Shepherd,1.0,24.49,Médio,Não,770.62
Rottweiler,12.0,18.14,Médio,Sim,615.28
Chihuahua,3.0,24.49,Médio,Sim,770.62
Great Dane,2.0,15.88,Médio,Sim,556.85
Siberian Husky,9.0,16.33,Médio,Sim,568.64
Great Dane,2.0,22.68,Médio,Sim,727.5
Rottweiler,6.0,26.31,Grande,Sim,813.18
SRD (Sem Raça Definida),8.0,29.94,Grande,Sim,895.96
Beagle,12.0,18.14,Médio,Sim,615.28
Boxer,5.0,18.14,Médio,Sim,615.28
Dachshund,12.0,27.22,Grande,Sim,834.19
Rottweiler,12.0,15.88,Médio,Sim,556.85
Chihuahua,7.0,29.48,Grande,Sim,885.61
Dachshund,7.0,15.42,Médio,Sim,544.7
Labrador Retriever,1.0,22.68,Médio,Não,727.5
