Breed,Sex,Age,animalWeight_kg,animalSize,Daily Activity Level,Diet,Food Brand,daily_walk_km,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,RER_kcal,Healthy
Boxer,Male,3.0,18.6,Medium,Active,Wet food,Wellness,1.61,Yes,No,8.0,0.0,Moderate,2.0,626.95,Yes
Siberian Husky,Male,9.0,34.02,Large,Active,Wet food,Purina,4.83,No,No,13.0,2.0,Moderate,2.0,986.05,Yes
Chihuahua,Male,11.0,20.41,Medium,Very Active,Home cooked,Special,4.83,Yes,No,10.0,3.0,Very Active,3.0,672.17,Yes
Dachshund,Female,11.0,24.04,Medium,Moderate,Home cooked,Special,3.22,No,No,11.0,3.0,Very Active,2.0,759.97,Yes
Beagle,Female,3.0,16.33,Medium,Moderate,Wet food,Wellness,4.83,Yes,No,11.0,2.0,Very Active,1.0,568.64,Yes
Beagle,Female,10.0,33.11,Large,Moderate,Wet food,Wellness,6.44,No,No,11.0,1.0,Active,1.0,966.2,No
Rottweiler,Male,1.0,20.41,Medium,Very Active,Home cooked,Special,9.66,Yes,No,12.0,3.0,Active,4.0,672.17,Yes
Labrador Retriever,Male,11.0,24.49,Medium,Active,Hard food,Nutro,6.44,No,No,12.0,2.0,Moderate,1.0,770.62,Yes
Golden Retriever,Male,6.0,15.88,Medium,Low,Hard food,Wellness,3.22,No,No,13.0,0.0,Very Active,1.0,556.85,Yes
Golden Retriever,Male,8.0,21.32,Medium,Active,Wet food,Hill's Science,0.0,No,No,12.0,3.0,Active,2.0,694.53,Yes
Beagle,Female,2.0,29.03,Large,Active,Home cooked,Special,1.61,No,No,13.0,1.0,Very Active,0.0,875.45,Yes
Labrador Retriever,Male,2.0,23.59,Medium,Active,Special diet,Wellness,0.0,No,No,13.0,1.0,Moderate,3.0,749.28,Yes
Golden Retriever,Male,6.0,26.31,Large,Active,Home cooked,Special,1.61,Yes,No,13.0,4.0,Very Active,3.0,813.18,Yes
Doberman,Female,12.0,23.59,Medium,Active,Home cooked,Special,6.44,No,No,10.0,0.0,Very Active,0.0,749.28,No
German Shepherd,Male,3.0,27.67,Large,Active,Special diet,Nutro,6.44,No,No,10.0,2.0,Moderate,0.0,844.51,Yes
Great Dane,Male,13.0,21.32,Medium,Low,Wet food,Hill's Science,3.22,No,No,9.0,1.0,Low,0.0,694.53,No
Siberian Husky,Male,8.0,17.24,Medium,Active,Wet food,Purina,8.05,No,No,9.0,1.0,Very Active,2.0,592.24,Yes
Australian Shepherd,Male,3.0,15.42,Medium,Active,Home cooked,Special,8.05,No,No,10.0,2.0,Very Active,0.0,544.7,Yes
Beagle,Female,8.0,14.06,Medium,Very Active,Wet food,Iams,1.61,Yes,No,9.0,0.0,Very Active,0.0,508.26,Yes
Bulldog,Female,4.0,22.23,Medium,Low,Wet food,Nutro,1.61,Yes,No,11.0,2.0,Active,1.0,716.64,No
Dachshund,Female,2.0,15.42,Medium,Active,Special diet,Blue Buffalo,6.44,No,No,10.0,1.0,Moderate,1.0,544.7,Yes
Siberian Husky,Female,9.0,32.21,Large,Active,Home cooked,Special,1.61,Yes,Yes,10.0,3.0,Very Active,2.0,946.44,No
Siberian Husky,Male,6.0,34.02,Large,Very Active,Home cooked,Special,0.0,Yes,No,11.0,2.0,Very Active,2.0,986.05,Yes
Doberman,Male,12.0,22.68,Medium,Moderate,Wet food,Hill's Science,3.22,No,No,12.0,0.0,Very Active,2.0,727.5,Yes
Boxer,Male,7.0,26.76,Large,Active,Hard food,Wellness,3.22,Yes,No,11.0,2.0,Very Active,2.0,823.59,Yes
Australian Shepherd,Male,7.0,28.58,Large,Active,Hard food,Royal Canin,3.22,No,No,10.0,4.0,Very Active,0.0,865.26,No
Beagle,Male,1.0,14.51,Medium,Moderate,Special diet,Wellness,4.83,No,No,10.0,2.0,Low,1.0,520.41,Yes
Chihuahua,Female,5.0,18.14,Medium,Moderate,Home cooked,Special,4.83,No,No,14.0,1.0,Very Active,2.0,615.28,Yes
Yorkshire Terrier,Female,8.0,21.32,Medium,Moderate,Special diet,Pedigree,3.22,No,No,10.0,0.0,Very Active,0.0,694.53,Yes
Australian Shepherd,Female,6.0,12.25,Medium,Active,Hard food,Purina,1.61,No,No,11.0,1.0,Very Active,2.0,458.35,Yes
Bulldog,Male,10.0,10.43,Medium,Active,Hard food,Iams,1.61,Yes,No,14.0,1.0,Very Active,1.0,406.27,No
Labrador Retriever,Female,7.0,28.58,Large,Moderate,Home cooked,Special,4.83,Yes,No,13.0,2.0,Very Active,1.0,865.26,Yes
Australian Shepherd,Male,3.0,16.33,Medium,Low,Hard food,Pedigree,4.83,No,No,9.0,2.0,Very Active,1.0,568.64,Yes
Australian Shepherd,Female,10.0,29.48,Large,Active,Special diet,Royal Canin,3.22,No,No,12.0,1.0,Active,1.0,885.61,Yes
Australian Shepherd,Male,1.0,18.14,Medium,Active,Special diet,Iams,4.83,No,No,14.0,0.0,Moderate,0.0,615.28,Yes
Beagle,Male,13.0,21.32,Medium,Moderate,Special diet,Hill's Science,9.66,Yes,No,10.0,0.0,Low,0.0,694.53,No
Dachshund,Male,5.0,31.3,Large,Low,Home cooked,Special,3.22,Yes,No,11.0,3.0,Moderate,0.0,926.31,Yes
Chihuahua,Male,2.0,22.68,Medium,Active,Wet food,Purina,1.61,Yes,No,11.0,3.0,Low,1.0,727.5,No
Australian Shepherd,Female,12.0,20.41,Medium,Active,Special diet,Royal Canin,6.44,No,No,12.0,2.0,Very Active,3.0,672.17,Yes
Chihuahua,Male,12.0,24.49,Medium,Low,Wet food,Hill's Science,1.61,No,Yes,14.0,2.0,Moderate,0.0,770.62,No
Doberman,Female,4.0,19.5,Medium,Moderate,Hard food,Iams,3.22,Yes,No,14.0,1.0,Low,2.0,649.57,Yes
Poodle,Female,5.0,28.12,Large,Active,Home cooked,Special,3.22,Yes,Yes,11.0,0.0,Very Active,3.0,854.79,Yes
Yorkshire Terrier,Female,8.0,21.32,Medium,Low,Special diet,Royal Canin,1.61,No,No,11.0,2.0,Very Active,1.0,694.53,Yes
German Shepherd,Male,4.0,22.23,Medium,Active,Wet food,Pedigree,0.0,No,No,13.0,2.0,Moderate,2.0,716.64,Yes
Bulldog,Male,12.0,25.4,Large,Active,Hard food,Hill's Science,0.0,No,No,12.0,2.0,Moderate,1.0,792.0,Yes
Boxer,Female,1.0,25.85,Large,Moderate,Special diet,Blue Buffalo,3.22,No,No,9.0,2.0,Very Active,0.0,802.5,Yes
Bulldog,Female,2.0,15.88,Medium,Moderate,Wet food,Blue Buffalo,3.22,Yes,No,12.0,2.0,Active,0.0,556.85,No
Yorkshire Terrier,Male,8.0,29.94,Large,Active,Home cooked,Special,4.83,Yes,No,8.0,4.0,Very Active,0.0,895.96,Yes
Mixed/SRD,Male,8.0,13.15,Medium,Active,Wet food,Hill's Science,3.22,Yes,No,11.0,2.0,Very Active,0.0,483.38,Yes
Poodle,Male,7.0,25.4,Large,Active,Wet food,Royal Canin,1.61,Yes,No,11.0,1.0,Very Active,0.0,792.0,No
Bulldog,Female,12.0,34.02,Large,Very Active,Special diet,Wellness,0.0,Yes,No,11.0,1.0,Moderate,4.0,986.05,Yes
Beagle,Male,7.0,27.67,Large,Very Active,Special diet,Purina,1.61,Yes,No,13.0,1.0,Active,3.0,844.51,Yes
Siberian Husky,Female,8.0,25.4,Large,Active,Hard food,Royal Canin,0.0,No,No,11.0,0.0,Very Active,1.0,792.0,Yes
Poodle,Male,11.0,4.54,Small,Very Active,Home cooked,Special,3.22,No,No,11.0,1.0,Active,2.0,217.72,Yes
Dachshund,Female,2.0,10.43,Medium,Low,Wet food,Special,4.83,No,No,10.0,3.0,Low,1.0,406.27,Yes
Chihuahua,Female,13.0,10.89,Medium,Active,Wet food,Blue Buffalo,3.22,Yes,No,12.0,2.0,Very Active,1.0,419.63,No
Golden Retriever,Male,1.0,15.42,Medium,Active,Hard food,Hill's Science,1.61,No,No,8.0,3.0,Low,3.0,544.7,Yes
Mixed/SRD,Male,8.0,15.42,Medium,Active,Home cooked,Special,3.22,Yes,No,11.0,1.0,Active,1.0,544.7,Yes
Golden Retriever,Male,10.0,10.89,Medium,Very Active,Hard food,Iams,3.22,No,No,9.0,2.0,Very Active,1.0,419.63,No
Dachshund,Female,13.0,17.69,Medium,Moderate,Hard food,Purina,4.83,Yes,No,11.0,2.0,Very Active,0.0,603.8,No
Australian Shepherd,Female,11.0,23.13,Medium,Very Active,Special diet,Pedigree,4.83,Yes,No,9.0,1.0,Very Active,1.0,738.29,Yes
Yorkshire Terrier,Male,7.0,17.24,Medium,Very Active,Hard food,Nutro,4.83,No,No,11.0,1.0,Active,3.0,592.24,Yes
Labrador Retriever,Female,5.0,36.29,Large,Moderate,Wet food,Purina,6.44,Yes,Yes,11.0,2.0,Very Active,1.0,1035.0,No
Doberman,Male,6.0,11.34,Medium,Active,Hard food,Hill's Science,6.44,Yes,No,9.0,4.0,Active,3.0,432.57,No
Great Dane,Male,11.0,17.24,Medium,Low,Special diet,Nutro,3.22,No,No,11.0,0.0,Active,1.0,592.24,Yes
Siberian Husky,Male,5.0,19.96,Medium,Very Active,Special diet,Nutro,4.83,Yes,No,9.0,1.0,Very Active,2.0,661.03,Yes
Bulldog,Female,6.0,33.11,Large,Very Active,Home cooked,Special,3.22,No,No,11.0,2.0,Active,0.0,966.2,Yes
Beagle,Female,6.0,17.69,Medium,Active,Special diet,Wellness,4.83,No,No,12.0,3.0,Low,1.0,603.8,Yes
Labrador Retriever,Male,11.0,20.87,Medium,Low,Hard food,Hill's Science,3.22,No,No,13.0,3.0,Active,2.0,683.5,Yes
Boxer,Male,10.0,23.59,Medium,Low,Home cooked,Special,8.05,No,No,11.0,3.0,Very Active,3.0,749.28,Yes
Great Dane,Female,12.0,29.03,Large,Low,Hard food,Royal Canin,3.22,Yes,No,9.0,2.0,Very Active,1.0,875.45,No
Poodle,Female,12.0,18.6,Medium,Low,Home cooked,Special,1.61,No,No,10.0,2.0,Active,4.0,626.95,Yes
Mixed/SRD,Female,11.0,22.68,Medium,Low,Home cooked,Special,8.05,Yes,No,10.0,1.0,Moderate,1.0,727.5,Yes
Boxer,Male,2.0,22.68,Medium,Low,Special diet,Blue Buffalo,1.61,No,No,10.0,1.0,Moderate,1.0,727.5,Yes
German Shepherd,Female,11.0,22.68,Medium,Very Active,Wet food,Purina,8.05,No,No,11.0,0.0,Low,0.0,727.5,Yes
Poodle,Male,7.0,14.97,Medium,Active,Home cooked,Special,1.61,No,No,12.0,2.0,Very Active,1.0,532.74,Yes
Mixed/SRD,Male,10.0,19.96,Medium,Active,Wet food,Royal Canin,4.83,No,No,10.0,2.0,Very Active,0.0,661.03,Yes
Great Dane,Male,9.0,32.21,Large,Very Active,Hard food,Wellness,3.22,Yes,No,12.0,1.0,Very Active,0.0,946.44,No
Australian Shepherd,Male,10.0,16.78,Medium,Active,Wet food,Pedigree,0.0,Yes,No,11.0,1.0,Low,1.0,580.35,Yes
Yorkshire Terrier,Female,13.0,25.4,Large,Very Active,Hard food,Purina,1.61,No,No,11.0,2.0,Very Active,3.0,792.0,Yes
German Shepherd,Female,4.0,15.42,Medium,Moderate,Home cooked,Special,6.44,No,No,10.0,1.0,Moderate,0.0,544.7,Yes
Great Dane,Female,12.0,10.89,Medium,Very Active,Wet food,Pedigree,4.83,No,No,14.0,2.0,Very Active,1.0,419.63,No
Bulldog,Male,5.0,42.18,Large,Low,Home cooked,Special,3.22,No,No,12.0,3.0,Low,1.0,1158.59,Yes
Doberman,Female,10.0,22.68,Medium,Moderate,Hard food,Pedigree,9.66,Yes,No,11.0,2.0,Active,3.0,727.5,No
Yorkshire Terrier,Male,13.0,23.13,Medium,Active,Home cooked,Special,1.61,Yes,No,10.0,1.0,Moderate,1.0,738.29,No
Labrador Retriever,Male,6.0,29.94,Large,Moderate,Wet food,Special,3.22,Yes,No,9.0,1.0,Active,4.0,895.96,Yes
Golden Retriever,Male,8.0,33.57,Large,Moderate,Home cooked,Special,8.05,Yes,No,13.0,0.0,Active,1.0,976.25,Yes
German Shepherd,Male,7.0,16.78,Medium,Active,Wet food,Purina,4.83,Yes,No,11.0,2.0,Moderate,0.0,580.35,Yes
Poodle,Female,5.0,29.03,Large,Very Active,Hard food,Nutro,4.83,Yes,No,9.0,2.0,Very Active,1.0,875.45,Yes
Boxer,Female,11.0,20.41,Medium,Very Active,Wet food,Wellness,0.0,Yes,No,9.0,1.0,Very Active,4.0,672.17,Yes
Australian Shepherd,Female,13.0,29.03,Large,Very Active,Hard food,Royal Canin,1.61,Yes,No,9.0,2.0,Moderate,2.0,875.45,Yes
Beagle,Female,13.0,24.04,Medium,Very Active,Special diet,Royal Canin,3.22,No,No,13.0,0.0,Active,3.0,759.97,Yes
Poodle,Male,2.0,22.68,Medium,Active,Hard food,Blue Buffalo,1.61,Yes,No,8.0,1.0,Moderate,1.0,727.5,Yes
Golden Retriever,Male,6.0,26.76,Large,Very Active,Wet food,Special,3.22,No,No,9.0,1.0,Moderate,0.0,823.59,Yes
German Shepherd,Female,12.0,29.48,Large,Active,Home cooked,Special,6.44,Yes,Yes,12.0,1.0,Very Active,2.0,885.61,No
Labrador Retriever,Male,6.0,22.23,Medium,Low,Wet food,Iams,4.83,Yes,No,12.0,2.0,Very Active,2.0,716.64,Yes
Beagle,Male,13.0,24.04,Medium,Moderate,Wet food,Pedigree,3.22,No,No,12.0,2.0,Low,2.0,759.97,Yes
Great Dane,Male,5.0,8.62,Small,Low,Home cooked,Special,1.61,No,No,8.0,0.0,Very Active,1.0,352.15,Yes
Labrador Retriever,Male,9.0,16.33,Medium,Active,Wet food,Blue Buffalo,0.0,No,Yes,10.0,2.0,Very Active,2.0,568.64,No
Yorkshire Terrier,Male,7.0,30.39,Large,Active,Home cooked,Special,4.83,No,No,11.0,1.0,Very Active,1.0,906.04,Yes
Rottweiler,Female,6.0,29.48,Large,Low,Home cooked,Special,3.22,No,No,11.0,2.0,Very Active,2.0,885.61,Yes
Great Dane,Male,11.0,26.31,Large,Very Active,Hard food,Royal Canin,9.66,Yes,No,13.0,2.0,Active,1.0,813.18,Yes
Yorkshire Terrier,Female,1.0,13.61,Medium,Active,Special diet,Hill's Science,3.22,Yes,No,9.0,1.0,Very Active,2.0,496.01,Yes
German Shepherd,Female,5.0,20.87,Medium,Active,Wet food,Royal Canin,1.61,Yes,No,12.0,1.0,Very Active,4.0,683.5,Yes
Mixed/SRD,Male,9.0,15.88,Medium,Active,Special diet,Royal Canin,4.83,No,No,11.0,2.0,Very Active,0.0,556.85,No
Doberman,Male,13.0,27.67,Large,Very Active,Hard food,Blue Buffalo,4.83,No,No,9.0,2.0,Very Active,4.0,844.51,Yes
Australian Shepherd,Female,2.0,17.24,Medium,Active,Home cooked,Special,9.66,No,No,10.0,2.0,Very Active,0.0,592.24,Yes
Doberman,Female,8.0,15.88,Medium,Low,Special diet,Wellness,3.22,No,No,10.0,4.0,Very Active,0.0,556.85,Yes
Beagle,Male,8.0,23.59,Medium,Moderate,Wet food,Wellness,3.22,No,No,12.0,1.0,Low,1.0,749.28,Yes
Doberman,Male,5.0,29.03,Large,Low,Special diet,Royal Canin,0.0,Yes,No,11.0,0.0,Moderate,0.0,875.45,Yes
Golden Retriever,Female,11.0,28.58,Large,Active,Special diet,Hill's Science,6.44,Yes,No,11.0,3.0,Very Active,2.0,865.26,Yes
Australian Shepherd,Male,11.0,16.78,Medium,Active,Special diet,Pedigree,4.83,No,No,11.0,2.0,Low,1.0,580.35,Yes
Poodle,Female,8.0,16.33,Medium,Moderate,Special diet,Iams,6.44,Yes,No,13.0,2.0,Moderate,0.0,568.64,Yes
Yorkshire Terrier,Male,7.0,22.68,Medium,Active,Wet food,Nutro,3.22,Yes,No,11.0,2.0,Moderate,1.0,727.5,Yes
Yorkshire Terrier,Male,10.0,23.13,Medium,Very Active,Home cooked,Special,3.22,No,No,12.0,2.0,Moderate,0.0,738.29,Yes
Australian Shepherd,Female,1.0,31.3,Large,Very Active,Special diet,Royal Canin,4.83,No,No,11.0,3.0,Low,4.0,926.31,Yes
Chihuahua,Female,13.0,32.21,Large,Active,Hard food,Wellness,3.22,Yes,No,10.0,2.0,Very Active,0.0,946.44,No
Australian Shepherd,Male,13.0,24.04,Medium,Moderate,Hard food,Royal Canin,3.22,Yes,No,12.0,3.0,Very Active,2.0,759.97,No
Rottweiler,Male,13.0,13.15,Medium,Moderate,Wet food,Pedigree,4.83,No,No,12.0,2.0,Very Active,1.0,483.38,Yes
Siberian Husky,Male,10.0,13.61,Medium,Very Active,Special diet,Special,4.83,No,No,11.0,2.0,Active,1.0,496.01,Yes
Australian Shepherd,Male,6.0,20.41,Medium,Active,Special diet,Purina,3.22,Yes,No,9.0,1.0,Active,1.0,672.17,Yes
Rottweiler,Female,12.0,16.33,Medium,Moderate,Special diet,Pedigree,6.44,No,No,12.0,0.0,Low,2.0,568.64,Yes
German Shepherd,Female,8.0,29.94,Large,Active,Wet food,Wellness,6.44,Yes,No,12.0,0.0,Very Active,2.0,895.96,Yes
Poodle,Female,12.0,21.77,Medium,Low,Home cooked,Special,4.83,No,Yes,9.0,1.0,Moderate,0.0,705.49,No
German Shepherd,Female,4.0,21.77,Medium,Low,Hard food,Pedigree,4.83,Yes,No,11.0,1.0,Very Active,2.0,705.49,Yes
Chihuahua,Male,13.0,15.88,Medium,Active,Special diet,Iams,4.83,No,No,8.0,2.0,Low,2.0,556.85,Yes
Rottweiler,Female,7.0,27.22,Large,Moderate,Hard food,Wellness,3.22,Yes,No,10.0,1.0,Active,0.0,834.19,No
Boxer,Female,2.0,29.94,Large,Low,Wet food,Hill's Science,3.22,No,No,10.0,1.0,Active,4.0,895.96,Yes
German Shepherd,Female,7.0,9.53,Small,Active,Special diet,Hill's Science,1.61,Yes,No,10.0,2.0,Very Active,2.0,379.68,Yes
Poodle,Female,12.0,11.79,Medium,Very Active,Home cooked,Special,0.0,Yes,No,9.0,2.0,Very Active,2.0,445.38,Yes
German Shepherd,Male,13.0,24.95,Medium,Active,Wet food,Royal Canin,3.22,Yes,No,11.0,2.0,Very Active,0.0,781.45,No
Poodle,Male,8.0,22.23,Medium,Low,Home cooked,Special,1.61,Yes,No,11.0,2.0,Low,2.0,716.64,Yes
Boxer,Male,4.0,27.22,Large,Low,Wet food,Iams,3.22,No,No,11.0,2.0,Low,3.0,834.19,Yes
Doberman,Female,9.0,21.77,Medium,Moderate,Wet food,Blue Buffalo,4.83,Yes,No,10.0,2.0,Very Active,1.0,705.49,No
Rottweiler,Female,6.0,12.7,Medium,Active,Hard food,Wellness,4.83,Yes,No,12.0,1.0,Very Active,2.0,470.92,Yes
Siberian Husky,Male,11.0,29.94,Large,Moderate,Hard food,Blue Buffalo,4.83,No,No,9.0,1.0,Moderate,1.0,895.96,No
Beagle,Male,1.0,8.16,Small,Active,Wet food,Royal Canin,3.22,No,No,12.0,0.0,Low,1.0,337.96,No
Dachshund,Male,8.0,18.14,Medium,Low,Special diet,Pedigree,6.44,Yes,No,12.0,0.0,Low,4.0,615.28,Yes
Beagle,Male,5.0,20.87,Medium,Low,Hard food,Special,6.44,Yes,No,9.0,2.0,Moderate,1.0,683.5,Yes
Dachshund,Female,12.0,23.59,Medium,Low,Hard food,Purina,3.22,Yes,No,10.0,2.0,Very Active,3.0,749.28,No
Australian Shepherd,Male,7.0,25.4,Large,Active,Hard food,Hill's Science,1.61,No,No,13.0,1.0,Very Active,1.0,792.0,Yes
Golden Retriever,Male,1.0,19.96,Medium,Active,Home cooked,Special,4.83,Yes,No,11.0,2.0,Moderate,1.0,661.03,Yes
Rottweiler,Female,9.0,26.76,Large,Active,Home cooked,Special,4.83,No,No,9.0,2.0,Active,3.0,823.59,Yes
Australian Shepherd,Male,1.0,29.48,Large,Active,Special diet,Wellness,4.83,No,No,10.0,0.0,Very Active,1.0,885.61,Yes
Rottweiler,Male,7.0,13.15,Medium,Low,Hard food,Hill's Science,3.22,Yes,No,10.0,2.0,Very Active,1.0,483.38,Yes
Chihuahua,Male,7.0,16.78,Medium,Active,Home cooked,Special,4.83,No,No,10.0,1.0,Low,4.0,580.35,Yes
Siberian Husky,Male,8.0,23.59,Medium,Very Active,Hard food,Nutro,4.83,Yes,No,12.0,0.0,Active,1.0,749.28,Yes
Beagle,Male,9.0,36.29,Large,Active,Home cooked,Special,4.83,Yes,Yes,10.0,1.0,Very Active,3.0,1035.0,No
Golden Retriever,Female,9.0,9.53,Small,Active,Special diet,Iams,3.22,No,No,11.0,1.0,Very Active,4.0,379.68,Yes
Doberman,Female,1.0,24.04,Medium,Moderate,Hard food,Wellness,6.44,No,No,10.0,3.0,Very Active,0.0,759.97,No
Beagle,Male,6.0,29.48,Large,Active,Hard food,Iams,4.83,Yes,No,10.0,1.0,Active,0.0,885.61,No
Yorkshire Terrier,Female,5.0,21.77,Medium,Moderate,Wet food,Royal Canin,4.83,No,No,12.0,2.0,Low,1.0,705.49,Yes
Labrador Retriever,Female,12.0,24.04,Medium,Moderate,Wet food,Blue Buffalo,0.0,Yes,No,10.0,1.0,Low,1.0,759.97,No
Bulldog,Male,2.0,38.1,Large,Active,Hard food,Special,1.61,Yes,No,10.0,2.0,Low,1.0,1073.47,No
Boxer,Male,13.0,18.14,Medium,Active,Wet food,Royal Canin,0.0,No,No,12.0,0.0,Moderate,1.0,615.28,Yes
Poodle,Male,9.0,25.85,Large,Active,Hard food,Iams,4.83,No,No,11.0,2.0,Very Active,2.0,802.5,Yes
Australian Shepherd,Male,12.0,7.26,Small,Active,Wet food,Purina,1.61,No,No,11.0,2.0,Moderate,3.0,309.6,No
Yorkshire Terrier,Male,3.0,17.69,Medium,Active,Hard food,Hill's Science,0.0,Yes,No,8.0,1.0,Moderate,2.0,603.8,Yes
Beagle,Male,7.0,25.4,Large,Low,Hard food,Wellness,3.22,No,No,10.0,1.0,Active,4.0,792.0,Yes
Yorkshire Terrier,Female,2.0,26.31,Large,Low,Hard food,Hill's Science,3.22,Yes,No,10.0,3.0,Very Active,4.0,813.18,Yes
German Shepherd,Female,1.0,18.6,Medium,Active,Wet food,Royal Canin,4.83,Yes,No,12.0,1.0,Active,4.0,626.95,No
Boxer,Male,12.0,24.49,Medium,Moderate,Special diet,Pedigree,6.44,Yes,No,13.0,2.0,Moderate,3.0,770.62,Yes
Doberman,Male,2.0,35.38,Large,Very Active,Home cooked,Special,3.22,No,No,9.0,2.0,Active,2.0,1015.47,Yes
Boxer,Female,4.0,23.59,Medium,Active,Hard food,Blue Buffalo,4.83,Yes,No,10.0,2.0,Very Active,1.0,749.28,Yes
German Shepherd,Female,9.0,20.87,Medium,Active,Wet food,Royal Canin,3.22,Yes,No,10.0,1.0,Very Active,3.0,683.5,No
Labrador Retriever,Male,13.0,20.87,Medium,Active,Hard food,Iams,0.0,Yes,No,13.0,1.0,Very Active,1.0,683.5,No
Dachshund,Female,10.0,20.87,Medium,Very Active,Special diet,Royal Canin,4.83,No,No,9.0,1.0,Active,2.0,683.5,Yes
Beagle,Female,5.0,18.6,Medium,Active,Hard food,Royal Canin,4.83,Yes,No,13.0,0.0,Very Active,1.0,626.95,Yes
Great Dane,Female,1.0,22.68,Medium,Active,Hard food,Royal Canin,4.83,Yes,No,11.0,0.0,Very Active,1.0,727.5,No
Great Dane,Male,1.0,20.87,Medium,Very Active,Special diet,Pedigree,1.61,Yes,No,11.0,1.0,Very Active,3.0,683.5,Yes
Golden Retriever,Female,5.0,25.4,Large,Active,Wet food,Purina,4.83,No,No,11.0,2.0,Active,3.0,792.0,Yes
Dachshund,Male,4.0,27.22,Large,Moderate,Wet food,Nutro,4.83,No,No,9.0,2.0,Low,4.0,834.19,Yes
German Shepherd,Male,11.0,21.32,Medium,Low,Home cooked,Special,1.61,No,No,11.0,3.0,Low,0.0,694.53,Yes
Yorkshire Terrier,Male,13.0,24.49,Medium,Moderate,Wet food,Pedigree,1.61,Yes,Yes,10.0,4.0,Moderate,1.0,770.62,No
Doberman,Male,13.0,16.33,Medium,Moderate,Special diet,Wellness,3.22,Yes,Yes,9.0,0.0,Very Active,2.0,568.64,No
Doberman,Female,13.0,27.67,Large,Low,Wet food,Royal Canin,4.83,No,No,12.0,0.0,Moderate,1.0,844.51,Yes
Bulldog,Male,5.0,28.12,Large,Moderate,Hard food,Iams,4.83,No,No,10.0,1.0,Very Active,2.0,854.79,Yes
Australian Shepherd,Female,6.0,22.68,Medium,Moderate,Hard food,Nutro,4.83,No,No,11.0,2.0,Low,1.0,727.5,Yes
Australian Shepherd,Male,7.0,29.03,Large,Active,Home cooked,Special,3.22,No,No,13.0,3.0,Very Active,1.0,875.45,Yes
Golden Retriever,Female,13.0,17.69,Medium,Active,Hard food,Hill's Science,4.83,No,No,14.0,0.0,Very Active,2.0,603.8,Yes
Yorkshire Terrier,Male,2.0,30.84,Large,Active,Special diet,Wellness,3.22,No,Yes,12.0,2.0,Moderate,0.0,916.08,No
Labrador Retriever,Male,10.0,19.5,Medium,Active,Special diet,Royal Canin,4.83,Yes,No,10.0,1.0,Moderate,1.0,649.57,Yes
Rottweiler,Male,6.0,29.48,Large,Very Active,Wet food,Nutro,1.61,Yes,No,11.0,2.0,Low,2.0,885.61,Yes
Boxer,Female,7.0,30.39,Large,Moderate,Home cooked,Special,4.83,Yes,No,13.0,0.0,Very Active,1.0,906.04,Yes
Doberman,Female,10.0,19.96,Medium,Active,Wet food,Royal Canin,11.27,Yes,No,11.0,1.0,Active,1.0,661.03,Yes
Boxer,Male,12.0,22.23,Medium,Active,Wet food,Special,3.22,Yes,No,11.0,2.0,Moderate,3.0,716.64,No
German Shepherd,Male,10.0,20.87,Medium,Active,Home cooked,Special,4.83,No,No,12.0,0.0,Low,1.0,683.5,Yes
Rottweiler,Female,3.0,23.13,Medium,Low,Hard food,Iams,1.61,Yes,No,11.0,0.0,Very Active,1.0,738.29,Yes
Golden Retriever,Male,12.0,33.11,Large,Low,Special diet,Royal Canin,9.66,No,No,11.0,0.0,Very Active,0.0,966.2,No
Poodle,Male,9.0,22.68,Medium,Low,Wet food,Iams,3.22,Yes,No,12.0,1.0,Low,4.0,727.5,No
Dachshund,Female,8.0,13.15,Medium,Moderate,Special diet,Wellness,1.61,Yes,No,14.0,2.0,Very Active,1.0,483.38,Yes
Rottweiler,Male,10.0,28.58,Large,Active,Special diet,Hill's Science,1.61,Yes,No,11.0,2.0,Low,1.0,865.26,Yes
Great Dane,Female,9.0,20.41,Medium,Moderate,Wet food,Nutro,6.44,No,No,12.0,1.0,Very Active,1.0,672.17,No
Siberian Husky,Female,3.0,22.68,Medium,Active,Special diet,Pedigree,4.83,Yes,No,10.0,2.0,Low,2.0,727.5,Yes
Poodle,Male,7.0,24.95,Medium,Very Active,Hard food,Hill's Science,4.83,Yes,No,11.0,0.0,Low,3.0,781.45,Yes
Dachshund,Female,9.0,15.88,Medium,Active,Special diet,Royal Canin,1.61,No,No,13.0,2.0,Very Active,0.0,556.85,Yes
Poodle,Male,3.0,18.14,Medium,Moderate,Wet food,Blue Buffalo,0.0,No,No,9.0,2.0,Very Active,1.0,615.28,Yes
Rottweiler,Male,8.0,33.57,Large,Active,Home cooked,Special,3.22,No,No,10.0,0.0,Very Active,3.0,976.25,Yes
Australian Shepherd,Male,6.0,29.48,Large,Active,Wet food,Wellness,4.83,Yes,No,14.0,3.0,Active,1.0,885.61,Yes
Boxer,Male,13.0,13.61,Medium,Low,Special diet,Wellness,6.44,No,No,13.0,2.0,Very Active,2.0,496.01,Yes
Bulldog,Female,6.0,12.25,Medium,Low,Home cooked,Special,1.61,No,No,10.0,0.0,Very Active,2.0,458.35,Yes
Great Dane,Male,8.0,19.96,Medium,Moderate,Home cooked,Special,3.22,Yes,No,10.0,1.0,Active,0.0,661.03,No
