Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude
Australian Shepherd,Fêmea,13.0,30.84,Grande,Moderado,Úmida,Nutro,3.22,Não,Não,10.0,0.0,1.0,916.08,Sim
Yorkshire Terrier,Macho,13.0,20.41,Médio,Ativo,Ração Seca,Iams,3.22,Sim,Não,13.0,2.0,2.0,672.17,Não
Golden Retriever,Fêmea,4.0,19.5,Médio,Baixo,Caseira,Special,6.44,Sim,Não,13.0,2.0,2.0,649.57,Sim
Doberman,Fêmea,7.0,24.95,Médio,Moderado,Especial,Nutro,4.83,Sim,Não,10.0,1.0,2.0,781.45,Sim
Poodle,Fêmea,5.0,15.88,Médio,Moderado,Úmida,Special,4.83,Não,Não,9.0,0.0,1.0,556.85,Sim
Doberman,Macho,6.0,32.21,Grande,Muito Ativo,Úmida,Hill's Science,3.22,Não,Não,10.0,1.0,0.0,946.44,Sim
Australian Shepherd,Macho,10.0,21.32,Médio,Ativo,Caseira,Special,4.83,Sim,Não,13.0,0.0,4.0,694.53,Sim
Bulldog,Macho,9.0,11.79,Médio,Ativo,Úmida,Iams,6.44,Sim,Não,10.0,1.0,1.0,445.38,Não
Labrador Retriever,Fêmea,2.0,22.68,Médio,Baixo,Úmida,Royal Canin,0.0,Não,Não,10.0,1.0,2.0,727.5,Sim
German Shepherd,Macho,11.0,29.94,Grande,Ativo,Úmida,Blue Buffalo,4.83,Sim,Não,10.0,2.0,2.0,895.96,Sim
Poodle,Fêmea,10.0,20.87,Médio,Ativo,Ração Seca,Purina,4.83,Sim,Não,11.0,2.0,1.0,683.5,Sim
Chihuahua,Fêmea,8.0,9.53,Pequeno,Ativo,Caseira,Special,4.83,Não,Não,13.0,2.0,2.0,379.68,Sim
Boxer,Macho,7.0,26.31,Grande,Ativo,Caseira,Special,3.22,Não,Não,10.0,1.0,1.0,813.18,Sim
Dachshund,Macho,13.0,21.32,Médio,Ativo,Ração Seca,Blue Buffalo,8.05,Não,Não,11.0,1.0,3.0,694.53,Sim
Great Dane,Fêmea,13.0,19.05,Médio,Ativo,Especial,Iams,3.22,Não,Não,11.0,1.0,3.0,638.29,Sim
Australian Shepherd,Macho,12.0,22.68,Médio,Ativo,Úmida,Pedigree,1.61,Não,Não,11.0,2.0,1.0,727.5,Sim
Siberian Husky,Fêmea,1.0,30.84,Grande,Muito Ativo,Úmida,Pedigree,8.05,Sim,Não,11.0,2.0,1.0,916.08,Sim
Bulldog,Fêmea,2.0,20.87,Médio,Ativo,Caseira,Special,3.22,Não,Não,10.0,1.0,0.0,683.5,Sim
Dachshund,Macho,10.0,22.68,Médio,Moderado,Caseira,Special,4.83,Não,Não,12.0,2.0,2.0,727.5,Sim
Siberian Husky,Fêmea,4.0,28.58,Grande,Ativo,Úmida,Royal Canin,3.22,Sim,Não,12.0,0.0,0.0,865.26,Não
Poodle,Macho,10.0,27.22,Grande,Muito Ativo,Especial,Nutro,3.22,Não,Não,11.0,1.0,1.0,834.19,Sim
Poodle,Fêmea,5.0,28.58,Grande,Baixo,Ração Seca,Hill's Science,4.83,Não,Não,8.0,1.0,1.0,865.26,Sim
Dachshund,Fêmea,6.0,20.87,Médio,Ativo,Ração Seca,Purina,4.83,Sim,Não,12.0,3.0,0.0,683.5,Não
Boxer,Fêmea,8.0,18.6,Médio,Ativo,Úmida,Pedigree,4.83,Sim,Não,10.0,2.0,1.0,626.95,Sim
Labrador Retriever,Fêmea,5.0,27.67,Grande,Moderado,Caseira,Special,8.05,Sim,Não,9.0,4.0,2.0,844.51,Sim
Bulldog,Fêmea,11.0,16.33,Médio,Ativo,Ração Seca,Blue Buffalo,6.44,Não,Sim,11.0,0.0,2.0,568.64,Sim
Chihuahua,Macho,12.0,24.49,Médio,Ativo,Ração Seca,Iams,3.22,Sim,Não,12.0,0.0,1.0,770.62,Não
Yorkshire Terrier,Macho,10.0,17.69,Médio,Ativo,Caseira,Special,1.61,Sim,Não,11.0,1.0,2.0,603.8,Não
Boxer,Fêmea,7.0,24.95,Médio,Ativo,Caseira,Special,4.83,Não,Não,10.0,2.0,1.0,781.45,Sim
Golden Retriever,Fêmea,13.0,29.94,Grande,Moderado,Caseira,Special,6.44,Não,Não,11.0,1.0,1.0,895.96,Sim
Doberman,Fêmea,13.0,24.95,Médio,Muito Ativo,Especial,Blue Buffalo,6.44,Sim,Não,11.0,0.0,1.0,781.45,Sim
SRD (Sem Raça Definida),Fêmea,9.0,9.98,Pequeno,Moderado,Especial,Royal Canin,0.0,Sim,Não,12.0,1.0,1.0,393.05,Não
Great Dane,Macho,1.0,20.87,Médio,Ativo,Úmida,Purina,4.83,Sim,Não,10.0,2.0,2.0,683.5,Não
Rottweiler,Fêmea,13.0,22.68,Médio,Baixo,Caseira,Special,8.05,Sim,Não,8.0,1.0,2.0,727.5,Não
Chihuahua,Macho,4.0,22.68,Médio,Muito Ativo,Úmida,Hill's Science,4.83,Sim,Não,12.0,1.0,1.0,727.5,Sim
Boxer,Macho,2.0,24.49,Médio,Moderado,Ração Seca,Iams,1.61,Não,Não,11.0,2.0,1.0,770.62,Sim
Boxer,Macho,10.0,22.68,Médio,Moderado,Úmida,Blue Buffalo,3.22,Sim,Não,10.0,2.0,3.0,727.5,Não
Labrador Retriever,Fêmea,8.0,22.68,Médio,Moderado,Ração Seca,Purina,1.61,Sim,Não,11.0,0.0,2.0,727.5,Sim
Great Dane,Fêmea,13.0,21.77,Médio,Ativo,Caseira,Special,1.61,Não,Não,9.0,3.0,0.0,705.49,Sim
Beagle,Fêmea,5.0,30.39,Grande,Ativo,Ração Seca,Purina,1.61,Sim,Não,11.0,1.0,1.0,906.04,Não
Australian Shepherd,Fêmea,13.0,19.96,Médio,Ativo,Especial,Hill's Science,3.22,Não,Não,9.0,3.0,1.0,661.03,Sim
Yorkshire Terrier,Macho,8.0,20.41,Médio,Ativo,Especial,Special,3.22,Não,Não,11.0,0.0,2.0,672.17,Sim
Boxer,Macho,3.0,18.6,Médio,Ativo,Úmida,Wellness,1.61,Sim,Não,8.0,0.0,2.0,626.95,Sim
Siberian Husky,Macho,9.0,34.02,Grande,Ativo,Úmida,Purina,4.83,Não,Não,13.0,2.0,2.0,986.05,Sim
Chihuahua,Macho,11.0,20.41,Médio,Muito Ativo,Caseira,Special,4.83,Sim,Não,10.0,3.0,3.0,672.17,Sim
Dachshund,Fêmea,11.0,24.04,Médio,Moderado,Caseira,Special,3.22,Não,Não,11.0,3.0,2.0,759.97,Sim
Beagle,Fêmea,3.0,16.33,Médio,Moderado,Úmida,Wellness,4.83,Sim,Não,11.0,2.0,1.0,568.64,Sim
Beagle,Fêmea,10.0,33.11,Grande,Moderado,Úmida,Wellness,6.44,Não,Não,11.0,1.0,1.0,966.2,Não
Rottweiler,Macho,1.0,20.41,Médio,Muito Ativo,Caseira,Special,9.66,Sim,Não,12.0,3.0,4.0,672.17,Sim
Labrador Retriever,Macho,11.0,24.49,Médio,Ativo,Ração Seca,Nutro,6.44,Não,Não,12.0,2.0,1.0,770.62,Sim
Golden Retriever,Macho,6.0,15.88,Médio,Baixo,Ração Seca,Wellness,3.22,Não,Não,13.0,0.0,1.0,556.85,Sim
Golden Retriever,Macho,8.0,21.32,Médio,Ativo,Úmida,Hill's Science,0.0,Não,Não,12.0,3.0,2.0,694.53,Sim
Beagle,Fêmea,2.0,29.03,Grande,Ativo,Caseira,Special,1.61,Não,Não,13.0,1.0,0.0,875.45,Sim
Labrador Retriever,Macho,2.0,23.59,Médio,Ativo,Especial,Wellness,0.0,Não,Não,13.0,1.0,3.0,749.28,Sim
Golden Retriever,Macho,6.0,26.31,Grande,Ativo,Caseira,Special,1.61,Sim,Não,13.0,4.0,3.0,813.18,Sim
Doberman,Fêmea,12.0,23.59,Médio,Ativo,Caseira,Special,6.44,Não,Não,10.0,0.0,0.0,749.28,Não
German Shepherd,Macho,3.0,27.67,Grande,Ativo,Especial,Nutro,6.44,Não,Não,10.0,2.0,0.0,844.51,Sim
Great Dane,Macho,13.0,21.32,Médio,Baixo,Úmida,Hill's Science,3.22,Não,Não,9.0,1.0,0.0,694.53,Não
Siberian Husky,Macho,8.0,17.24,Médio,Ativo,Úmida,Purina,8.05,Não,Não,9.0,1.0,2.0,592.24,Sim
Australian Shepherd,Macho,3.0,15.42,Médio,Ativo,Caseira,Special,8.05,Não,Não,10.0,2.0,0.0,544.7,Sim
Beagle,Fêmea,8.0,14.06,Médio,Muito Ativo,Úmida,Iams,1.61,Sim,Não,9.0,0.0,0.0,508.26,Sim
Bulldog,Fêmea,4.0,22.23,Médio,Baixo,Úmida,Nutro,1.61,Sim,Não,11.0,2.0,1.0,716.64,Não
Dachshund,Fêmea,2.0,15.42,Médio,Ativo,Especial,Blue Buffalo,6.44,Não,Não,10.0,1.0,1.0,544.7,Sim
Siberian Husky,Fêmea,9.0,32.21,Grande,Ativo,Caseira,Special,1.61,Sim,Sim,10.0,3.0,2.0,946.44,Não
Siberian Husky,Macho,6.0,34.02,Grande,Muito Ativo,Caseira,Special,0.0,Sim,Não,11.0,2.0,2.0,986.05,Sim
Doberman,Macho,12.0,22.68,Médio,Moderado,Úmida,Hill's Science,3.22,Não,Não,12.0,0.0,2.0,727.5,Sim
Boxer,Macho,7.0,26.76,Grande,Ativo,Ração Seca,Wellness,3.22,Sim,Não,11.0,2.0,2.0,823.59,Sim
Australian Shepherd,Macho,7.0,28.58,Grande,Ativo,Ração Seca,Royal Canin,3.22,Não,Não,10.0,4.0,0.0,865.26,Não
Beagle,Macho,1.0,14.51,Médio,Moderado,Especial,Wellness,4.83,Não,Não,10.0,2.0,1.0,520.41,Sim
Chihuahua,Fêmea,5.0,18.14,Médio,Moderado,Caseira,Special,4.83,Não,Não,14.0,1.0,2.0,615.28,Sim
Yorkshire Terrier,Fêmea,8.0,21.32,Médio,Moderado,Especial,Pedigree,3.22,Não,Não,10.0,0.0,0.0,694.53,Sim
Australian Shepherd,Fêmea,6.0,12.25,Médio,Ativo,Ração Seca,Purina,1.61,Não,Não,11.0,1.0,2.0,458.35,Sim
Bulldog,Macho,10.0,10.43,Médio,Ativo,Ração Seca,Iams,1.61,Sim,Não,14.0,1.0,1.0,406.27,Não
Labrador Retriever,Fêmea,7.0,28.58,Grande,Moderado,Caseira,Special,4.83,Sim,Não,13.0,2.0,1.0,865.26,Sim
Australian Shepherd,Macho,3.0,16.33,Médio,Baixo,Ração Seca,Pedigree,4.83,Não,Não,9.0,2.0,1.0,568.64,Sim
Australian Shepherd,Fêmea,10.0,29.48,Grande,Ativo,Especial,Royal Canin,3.22,Não,Não,12.0,1.0,1.0,885.61,Sim
Australian Shepherd,Macho,1.0,18.14,Médio,Ativo,Especial,Iams,4.83,Não,Não,14.0,0.0,0.0,615.28,Sim
Beagle,Macho,13.0,21.32,Médio,Moderado,Especial,Hill's Science,9.66,Sim,Não,10.0,0.0,0.0,694.53,Não
Dachshund,Macho,5.0,31.3,Grande,Baixo,Caseira,Special,3.22,Sim,Não,11.0,3.0,0.0,926.31,Sim
Chihuahua,Macho,2.0,22.68,Médio,Ativo,Úmida,Purina,1.61,Sim,Não,11.0,3.0,1.0,727.5,Não
Australian Shepherd,Fêmea,12.0,20.41,Médio,Ativo,Especial,Royal Canin,6.44,Não,Não,12.0,2.0,3.0,672.17,Sim
Chihuahua,Macho,12.0,24.49,Médio,Baixo,Úmida,Hill's Science,1.61,Não,Sim,14.0,2.0,0.0,770.62,Não
Doberman,Fêmea,4.0,19.5,Médio,Moderado,Ração Seca,Iams,3.22,Sim,Não,14.0,1.0,2.0,649.57,Sim
Poodle,Fêmea,5.0,28.12,Grande,Ativo,Caseira,Special,3.22,Sim,Sim,11.0,0.0,3.0,854.79,Sim
Yorkshire Terrier,Fêmea,8.0,21.32,Médio,Baixo,Especial,Royal Canin,1.61,Não,Não,11.0,2.0,1.0,694.53,Sim
German Shepherd,Macho,4.0,22.23,Médio,Ativo,Úmida,Pedigree,0.0,Não,Não,13.0,2.0,2.0,716.64,Sim
Bulldog,Macho,12.0,25.4,Grande,Ativo,Ração Seca,Hill's Science,0.0,Não,Não,12.0,2.0,1.0,792.0,Sim
Boxer,Fêmea,1.0,25.85,Grande,Moderado,Especial,Blue Buffalo,3.22,Não,Não,9.0,2.0,0.0,802.5,Sim
Bulldog,Fêmea,2.0,15.88,Médio,Moderado,Úmida,Blue Buffalo,3.22,Sim,Não,12.0,2.0,0.0,556.85,Não
Yorkshire Terrier,Macho,8.0,29.94,Grande,Ativo,Caseira,Special,4.83,Sim,Não,8.0,4.0,0.0,895.96,Sim
SRD (Sem Raça Definida),Macho,8.0,13.15,Médio,Ativo,Úmida,Hill's Science,3.22,Sim,Não,11.0,2.0,0.0,483.38,Sim
Poodle,Macho,7.0,25.4,Grande,Ativo,Úmida,Royal Canin,1.61,Sim,Não,11.0,1.0,0.0,792.0,Não
Bulldog,Fêmea,12.0,34.02,Grande,Muito Ativo,Especial,Wellness,0.0,Sim,Não,11.0,1.0,4.0,986.05,Sim
Beagle,Macho,7.0,27.67,Grande,Muito Ativo,Especial,Purina,1.61,Sim,Não,13.0,1.0,3.0,844.51,Sim
Siberian Husky,Fêmea,8.0,25.4,Grande,Ativo,Ração Seca,Royal Canin,0.0,Não,Não,11.0,0.0,1.0,792.0,Sim
Poodle,Macho,11.0,4.54,Pequeno,Muito Ativo,Caseira,Special,3.22,Não,Não,11.0,1.0,2.0,217.72,Sim
Dachshund,Fêmea,2.0,10.43,Médio,Baixo,Úmida,Special,4.83,Não,Não,10.0,3.0,1.0,406.27,Sim
Chihuahua,Fêmea,13.0,10.89,Médio,Ativo,Úmida,Blue Buffalo,3.22,Sim,Não,12.0,2.0,1.0,419.63,Não
Golden Retriever,Macho,1.0,15.42,Médio,Ativo,Ração Seca,Hill's Science,1.61,Não,Não,8.0,3.0,3.0,544.7,Sim
SRD (Sem Raça Definida),Macho,8.0,15.42,Médio,Ativo,Caseira,Special,3.22,Sim,Não,11.0,1.0,1.0,544.7,Sim
Golden Retriever,Macho,10.0,10.89,Médio,Muito Ativo,Ração Seca,Iams,3.22,Não,Não,9.0,2.0,1.0,419.63,Não
Dachshund,Fêmea,13.0,17.69,Médio,Moderado,Ração Seca,Purina,4.83,Sim,Não,11.0,2.0,0.0,603.8,Não
Australian Shepherd,Fêmea,11.0,23.13,Médio,Muito Ativo,Especial,Pedigree,4.83,Sim,Não,9.0,1.0,1.0,738.29,Sim
Yorkshire Terrier,Macho,7.0,17.24,Médio,Muito Ativo,Ração Seca,Nutro,4.83,Não,Não,11.0,1.0,3.0,592.24,Sim
Labrador Retriever,Fêmea,5.0,36.29,Grande,Moderado,Úmida,Purina,6.44,Sim,Sim,11.0,2.0,1.0,1035.0,Não
Doberman,Macho,6.0,11.34,Médio,Ativo,Ração Seca,Hill's Science,6.44,Sim,Não,9.0,4.0,3.0,432.57,Não
Great Dane,Macho,11.0,17.24,Médio,Baixo,Especial,Nutro,3.22,Não,Não,11.0,0.0,1.0,592.24,Sim
Siberian Husky,Macho,5.0,19.96,Médio,Muito Ativo,Especial,Nutro,4.83,Sim,Não,9.0,1.0,2.0,661.03,Sim
Bulldog,Fêmea,6.0,33.11,Grande,Muito Ativo,Caseira,Special,3.22,Não,Não,11.0,2.0,0.0,966.2,Sim
Beagle,Fêmea,6.0,17.69,Médio,Ativo,Especial,Wellness,4.83,Não,Não,12.0,3.0,1.0,603.8,Sim
Labrador Retriever,Macho,11.0,20.87,Médio,Baixo,Ração Seca,Hill's Science,3.22,Não,Não,13.0,3.0,2.0,683.5,Sim
Boxer,Macho,10.0,23.59,Médio,Baixo,Caseira,Special,8.05,Não,Não,11.0,3.0,3.0,749.28,Sim
Great Dane,Fêmea,12.0,29.03,Grande,Baixo,Ração Seca,Royal Canin,3.22,Sim,Não,9.0,2.0,1.0,875.45,Não
Poodle,Fêmea,12.0,18.6,Médio,Baixo,Caseira,Special,1.61,Não,Não,10.0,2.0,4.0,626.95,Sim
SRD (Sem Raça Definida),Fêmea,11.0,22.68,Médio,Baixo,Caseira,Special,8.05,Sim,Não,10.0,1.0,1.0,727.5,Sim
Boxer,Macho,2.0,22.68,Médio,Baixo,Especial,Blue Buffalo,1.61,Não,Não,10.0,1.0,1.0,727.5,Sim
German Shepherd,Fêmea,11.0,22.68,Médio,Muito Ativo,Úmida,Purina,8.05,Não,Não,11.0,0.0,0.0,727.5,Sim
Poodle,Macho,7.0,14.97,Médio,Ativo,Caseira,Special,1.61,Não,Não,12.0,2.0,1.0,532.74,Sim
SRD (Sem Raça Definida),Macho,10.0,19.96,Médio,Ativo,Úmida,Royal Canin,4.83,Não,Não,10.0,2.0,0.0,661.03,Sim
Great Dane,Macho,9.0,32.21,Grande,Muito Ativo,Ração Seca,Wellness,3.22,Sim,Não,12.0,1.0,0.0,946.44,Não
Australian Shepherd,Macho,10.0,16.78,Médio,Ativo,Úmida,Pedigree,0.0,Sim,Não,11.0,1.0,1.0,580.35,Sim
Yorkshire Terrier,Fêmea,13.0,25.4,Grande,Muito Ativo,Ração Seca,Purina,1.61,Não,Não,11.0,2.0,3.0,792.0,Sim
German Shepherd,Fêmea,4.0,15.42,Médio,Moderado,Caseira,Special,6.44,Não,Não,10.0,1.0,0.0,544.7,Sim
Great Dane,Fêmea,12.0,10.89,Médio,Muito Ativo,Úmida,Pedigree,4.83,Não,Não,14.0,2.0,1.0,419.63,Não
Bulldog,Macho,5.0,42.18,Grande,Baixo,Caseira,Special,3.22,Não,Não,12.0,3.0,1.0,1158.59,Sim
Doberman,Fêmea,10.0,22.68,Médio,Moderado,Ração Seca,Pedigree,9.66,Sim,Não,11.0,2.0,3.0,727.5,Não
Yorkshire Terrier,Macho,13.0,23.13,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,1.0,1.0,738.29,Não
Labrador Retriever,Macho,6.0,29.94,Grande,Moderado,Úmida,Special,3.22,Sim,Não,9.0,1.0,4.0,895.96,Sim
Golden Retriever,Macho,8.0,33.57,Grande,Moderado,Caseira,Special,8.05,Sim,Não,13.0,0.0,1.0,976.25,Sim
German Shepherd,Macho,7.0,16.78,Médio,Ativo,Úmida,Purina,4.83,Sim,Não,11.0,2.0,0.0,580.35,Sim
Poodle,Fêmea,5.0,29.03,Grande,Muito Ativo,Ração Seca,Nutro,4.83,Sim,Não,9.0,2.0,1.0,875.45,Sim
Boxer,Fêmea,11.0,20.41,Médio,Muito Ativo,Úmida,Wellness,0.0,Sim,Não,9.0,1.0,4.0,672.17,Sim
Australian Shepherd,Fêmea,13.0,29.03,Grande,Muito Ativo,Ração Seca,Royal Canin,1.61,Sim,Não,9.0,2.0,2.0,875.45,Sim
Beagle,Fêmea,13.0,24.04,Médio,Muito Ativo,Especial,Royal Canin,3.22,Não,Não,13.0,0.0,3.0,759.97,Sim
Poodle,Macho,2.0,22.68,Médio,Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Não,8.0,1.0,1.0,727.5,Sim
Golden Retriever,Macho,6.0,26.76,Grande,Muito Ativo,Úmida,Special,3.22,Não,Não,9.0,1.0,0.0,823.59,Sim
German Shepherd,Fêmea,12.0,29.48,Grande,Ativo,Caseira,Special,6.44,Sim,Sim,12.0,1.0,2.0,885.61,Não
Labrador Retriever,Macho,6.0,22.23,Médio,Baixo,Úmida,Iams,4.83,Sim,Não,12.0,2.0,2.0,716.64,Sim
Beagle,Macho,13.0,24.04,Médio,Moderado,Úmida,Pedigree,3.22,Não,Não,12.0,2.0,2.0,759.97,Sim
Great Dane,Macho,5.0,8.62,Pequeno,Baixo,Caseira,Special,1.61,Não,Não,8.0,0.0,1.0,352.15,Sim
Labrador Retriever,Macho,9.0,16.33,Médio,Ativo,Úmida,Blue Buffalo,0.0,Não,Sim,10.0,2.0,2.0,568.64,Não
Yorkshire Terrier,Macho,7.0,30.39,Grande,Ativo,Caseira,Special,4.83,Não,Não,11.0,1.0,1.0,906.04,Sim
Rottweiler,Fêmea,6.0,29.48,Grande,Baixo,Caseira,Special,3.22,Não,Não,11.0,2.0,2.0,885.61,Sim
Great Dane,Macho,11.0,26.31,Grande,Muito Ativo,Ração Seca,Royal Canin,9.66,Sim,Não,13.0,2.0,1.0,813.18,Sim
Yorkshire Terrier,Fêmea,1.0,13.61,Médio,Ativo,Especial,Hill's Science,3.22,Sim,Não,9.0,1.0,2.0,496.01,Sim
German Shepherd,Fêmea,5.0,20.87,Médio,Ativo,Úmida,Royal Canin,1.61,Sim,Não,12.0,1.0,4.0,683.5,Sim
SRD (Sem Raça Definida),Macho,9.0,15.88,Médio,Ativo,Especial,Royal Canin,4.83,Não,Não,11.0,2.0,0.0,556.85,Não
Doberman,Macho,13.0,27.67,Grande,Muito Ativo,Ração Seca,Blue Buffalo,4.83,Não,Não,9.0,2.0,4.0,844.51,Sim
Australian Shepherd,Fêmea,2.0,17.24,Médio,Ativo,Caseira,Special,9.66,Não,Não,10.0,2.0,0.0,592.24,Sim
Doberman,Fêmea,8.0,15.88,Médio,Baixo,Especial,Wellness,3.22,Não,Não,10.0,4.0,0.0,556.85,Sim
Beagle,Macho,8.0,23.59,Médio,Moderado,Úmida,Wellness,3.22,Não,Não,12.0,1.0,1.0,749.28,Sim
Doberman,Macho,5.0,29.03,Grande,Baixo,Especial,Royal Canin,0.0,Sim,Não,11.0,0.0,0.0,875.45,Sim
Golden Retriever,Fêmea,11.0,28.58,Grande,Ativo,Especial,Hill's Science,6.44,Sim,Não,11.0,3.0,2.0,865.26,Sim
Australian Shepherd,Macho,11.0,16.78,Médio,Ativo,Especial,Pedigree,4.83,Não,Não,11.0,2.0,1.0,580.35,Sim
Poodle,Fêmea,8.0,16.33,Médio,Moderado,Especial,Iams,6.44,Sim,Não,13.0,2.0,0.0,568.64,Sim
Yorkshire Terrier,Macho,7.0,22.68,Médio,Ativo,Úmida,Nutro,3.22,Sim,Não,11.0,2.0,1.0,727.5,Sim
Yorkshire Terrier,Macho,10.0,23.13,Médio,Muito Ativo,Caseira,Special,3.22,Não,Não,12.0,2.0,0.0,738.29,Sim
Australian Shepherd,Fêmea,1.0,31.3,Grande,Muito Ativo,Especial,Royal Canin,4.83,Não,Não,11.0,3.0,4.0,926.31,Sim
Chihuahua,Fêmea,13.0,32.21,Grande,Ativo,Ração Seca,Wellness,3.22,Sim,Não,10.0,2.0,0.0,946.44,Não
Australian Shepherd,Macho,13.0,24.04,Médio,Moderado,Ração Seca,Royal Canin,3.22,Sim,Não,12.0,3.0,2.0,759.97,Não
Rottweiler,Macho,13.0,13.15,Médio,Moderado,Úmida,Pedigree,4.83,Não,Não,12.0,2.0,1.0,483.38,Sim
Siberian Husky,Macho,10.0,13.61,Médio,Muito Ativo,Especial,Special,4.83,Não,Não,11.0,2.0,1.0,496.01,Sim
Australian Shepherd,Macho,6.0,20.41,Médio,Ativo,Especial,Purina,3.22,Sim,Não,9.0,1.0,1.0,672.17,Sim
Rottweiler,Fêmea,12.0,16.33,Médio,Moderado,Especial,Pedigree,6.44,Não,Não,12.0,0.0,2.0,568.64,Sim
German Shepherd,Fêmea,8.0,29.94,Grande,Ativo,Úmida,Wellness,6.44,Sim,Não,12.0,0.0,2.0,895.96,Sim
Poodle,Fêmea,12.0,21.77,Médio,Baixo,Caseira,Special,4.83,Não,Sim,9.0,1.0,0.0,705.49,Não
German Shepherd,Fêmea,4.0,21.77,Médio,Baixo,Ração Seca,Pedigree,4.83,Sim,Não,11.0,1.0,2.0,705.49,Sim
Chihuahua,Macho,13.0,15.88,Médio,Ativo,Especial,Iams,4.83,Não,Não,8.0,2.0,2.0,556.85,Sim
Rottweiler,Fêmea,7.0,27.22,Grande,Moderado,Ração Seca,Wellness,3.22,Sim,Não,10.0,1.0,0.0,834.19,Não
Boxer,Fêmea,2.0,29.94,Grande,Baixo,Úmida,Hill's Science,3.22,Não,Não,10.0,1.0,4.0,895.96,Sim
German Shepherd,Fêmea,7.0,9.53,Pequeno,Ativo,Especial,Hill's Science,1.61,Sim,Não,10.0,2.0,2.0,379.68,Sim
Poodle,Fêmea,12.0,11.79,Médio,Muito Ativo,Caseira,Special,0.0,Sim,Não,9.0,2.0,2.0,445.38,Sim
German Shepherd,Macho,13.0,24.95,Médio,Ativo,Úmida,Royal Canin,3.22,Sim,Não,11.0,2.0,0.0,781.45,Não
Poodle,Macho,8.0,22.23,Médio,Baixo,Caseira,Special,1.61,Sim,Não,11.0,2.0,2.0,716.64,Sim
Boxer,Macho,4.0,27.22,Grande,Baixo,Úmida,Iams,3.22,Não,Não,11.0,2.0,3.0,834.19,Sim
Doberman,Fêmea,9.0,21.77,Médio,Moderado,Úmida,Blue Buffalo,4.83,Sim,Não,10.0,2.0,1.0,705.49,Não
Rottweiler,Fêmea,6.0,12.7,Médio,Ativo,Ração Seca,Wellness,4.83,Sim,Não,12.0,1.0,2.0,470.92,Sim
Siberian Husky,Macho,11.0,29.94,Grande,Moderado,Ração Seca,Blue Buffalo,4.83,Não,Não,9.0,1.0,1.0,895.96,Não
Beagle,Macho,1.0,8.16,Pequeno,Ativo,Úmida,Royal Canin,3.22,Não,Não,12.0,0.0,1.0,337.96,Não
Dachshund,Macho,8.0,18.14,Médio,Baixo,Especial,Pedigree,6.44,Sim,Não,12.0,0.0,4.0,615.28,Sim
Beagle,Macho,5.0,20.87,Médio,Baixo,Ração Seca,Special,6.44,Sim,Não,9.0,2.0,1.0,683.5,Sim
Dachshund,Fêmea,12.0,23.59,Médio,Baixo,Ração Seca,Purina,3.22,Sim,Não,10.0,2.0,3.0,749.28,Não
Australian Shepherd,Macho,7.0,25.4,Grande,Ativo,Ração Seca,Hill's Science,1.61,Não,Não,13.0,1.0,1.0,792.0,Sim
Golden Retriever,Macho,1.0,19.96,Médio,Ativo,Caseira,Special,4.83,Sim,Não,11.0,2.0,1.0,661.03,Sim
Rottweiler,Fêmea,9.0,26.76,Grande,Ativo,Caseira,Special,4.83,Não,Não,9.0,2.0,3.0,823.59,Sim
Australian Shepherd,Macho,1.0,29.48,Grande,Ativo,Especial,Wellness,4.83,Não,Não,10.0,0.0,1.0,885.61,Sim
Rottweiler,Macho,7.0,13.15,Médio,Baixo,Ração Seca,Hill's Science,3.22,Sim,Não,10.0,2.0,1.0,483.38,Sim
Chihuahua,Macho,7.0,16.78,Médio,Ativo,Caseira,Special,4.83,Não,Não,10.0,1.0,4.0,580.35,Sim
Siberian Husky,Macho,8.0,23.59,Médio,Muito Ativo,Ração Seca,Nutro,4.83,Sim,Não,12.0,0.0,1.0,749.28,Sim
Beagle,Macho,9.0,36.29,Grande,Ativo,Caseira,Special,4.83,Sim,Sim,10.0,1.0,3.0,1035.0,Não
Golden Retriever,Fêmea,9.0,9.53,Pequeno,Ativo,Especial,Iams,3.22,Não,Não,11.0,1.0,4.0,379.68,Sim
Doberman,Fêmea,1.0,24.04,Médio,Moderado,Ração Seca,Wellness,6.44,Não,Não,10.0,3.0,0.0,759.97,Não
Beagle,Macho,6.0,29.48,Grande,Ativo,Ração Seca,Iams,4.83,Sim,Não,10.0,1.0,0.0,885.61,Não
Yorkshire Terrier,Fêmea,5.0,21.77,Médio,Moderado,Úmida,Royal Canin,4.83,Não,Não,12.0,2.0,1.0,705.49,Sim
Labrador Retriever,Fêmea,12.0,24.04,Médio,Moderado,Úmida,Blue Buffalo,0.0,Sim,Não,10.0,1.0,1.0,759.97,Não
Bulldog,Macho,2.0,38.1,Grande,Ativo,Ração Seca,Special,1.61,Sim,Não,10.0,2.0,1.0,1073.47,Não
